question,answer
"Soluble minerals and clays accumulate in what soil layer, allowing it to hold more water?",['subsoil']
What is the common word for potential difference in a circuit?,['voltage']
How many chambers does the stomach of a crocodile have?,['two']
"When populations get close to the carrying capacity, what happens to growth?",['slows']
"Although air can transfer heat rapidly by convection, it is a poor conductor and thus a good what?",['insulator']
"Most plants grow continuously, except for what periods?",['dormant']
What man-made devices in space are used to observe the earth's surface?,['satellites']
"Carboxylic acids are weak acids, meaning they are not 100% ionized in what?",['water']
An endocrine disease usually involves the secretion of too much or not enough of what?,['hormone']
"In experiments with garden peas, austrian monk gregor mendel described the basic patterns of what?",['inheritance']
Nutrition and diet affect your metabolism. more energy is required to break down fats and proteins than this?,['carbohydrates']
What are unsaturated hydrocarbons with at least one double bond between carbon atoms called?,['alkenes']
What is the opposite of melting?,['freezing']
"A unique characteristic of mammals is the ability to chew, this happens by the temporalis and the masseter allowing what?",['side-to-side movement']
Most of the pathogens that cause stis enter the body through mucous membranes of which organs?,['reproductive organs']
The activation of what kind of buds induces branching?,['axillary buds']
Sexual reproduction involves haploid gametes and produces a diploid zygote through what process?,['fertilization']
"All alkanes are composed of carbon and hydrogen atoms, and have similar bonds, structures, and formulas; noncyclic alkanes all have a formula of cnh2n+2. the number of carbon atoms present in an alkane has what?",['no limit']
What percentage of men suffer from some form of erectile dysfunction by age 40?,['approximately 40 percent']
What secures together immovable joints and prevents them from moving?,['dense collagen']
Transform faults are the site of massive what?,['earthquakes']
"When water goes above and below its freezing point, what rock-breaking phenomenon is common?",['ice wedging']
"The diatoms are unicellular photosynthetic protists that encase themselves in intricately patterned, glassy cell walls composed of silicon dioxide in a matrix of organic particles. these protists are a component of freshwater and these?",['marine plankton']
What type of reactions form compounds?,['chemical reactions']
"Millions of years ago, plants used energy from the sun to form what?",['carbon compounds']
What is the term for the process in which living things with beneficial traits produce more offspring than others do?,['natural selection']
"In a chemical reaction, the amounts of reactants and products will be constant when what state is attained?",['equilibrium']
What protects a developing flower while it is still a bud?,['sepals']
What is the term for the force of attraction between things that have a mass?,['gravity']
"What are the long, thin protein extensions in most prokaryotic cells called?",['flagellum']
Dialysis is a treatment for failure of what organs?,['kidneys']
What preventive measure can protect even young children against diseases such as viral meningitis?,['vaccination']
Renal plasma flow equals the blood flow per minute times the what?,['hematocrit']
What does lattice energy of an ionic solid measure the strength of?,['bonds']
How many different types of taste can be detected by taste buds?,['five']
What species do humans belong to?,['homo sapiens']
Titration is a method to determine what in acids or bases?,['concentration']
How many different amino acids make up proteins.,['20']
What are sores in the lining of the stomach or duodenum that are usually caused by bacterial infections or acidity?,['ulcers']
"In some species, what has led to the evolution of alternative male mating behavior and morphology?",['sexual selection']
What structure is made from dna and protein molecules coiled together?,['chromosome']
What renewable energy source converts energy from the sunlight into electricity?,['solar energy']
"The radial artery and which artery parallel their namesake bones, giving off smaller branches until they reach the wrist, or carpal region?",['ulnar']
The bones of the skull are connected by what type of joints?,['immovable']
What is the lowest layer of the atmosphere?,['troposphere']
What is the name of the type of plant tissue consisting of undifferentiated cells that can continue to divide and differentiate?,['meristem']
Phosphate-containing ocean sediments form primarily from the bodies of ocean organisms and from their what?,['excretions']
What does erosion do to pieces of broken rock?,['moves them']
The passing of traits from parents to offspring is done through what?,['dna']
In a glass of sweet tea the sugar is known as the solute and the water is known as what?,['solvent']
"A few earthquakes take place away from plate boundaries, these are called what?",['intraplate earthquakes']
Red litmus paper turns what color when placed in a basic solution?,['blue']
The difference between the theoretical half-reaction reduction potential and the actual voltage required is called what?,['overpotential']
"While the egg is developing, other changes are taking place in the uterus. it develops a thick lining that is full of what?",['tiny blood vessels']
The neural plate undergoes a series of cell movements where it rolls up and forms a tube called what?,['neural tube']
"Due to the __________ nature of the lipids that make up cell membranes, polar molecules (such as water) and ions cannot easily diffuse across the cell membrane.",['hydrophobic']
In what way do all vertebrates reproduce?,['sexually']
"First, high temperature denatures proteins and does what to cells?",['kills them']
What term is used to describe a collection of molecules surrounded by a phospholipid bilayer that is capable of reproducing itself?,['cell']
"By allowing blood levels of a hormone to be regulated within a narrow range, feedback loops contribute to maintaining what state?",['homeostasis']
"Collagen fibers, elastic fibers, and reticular fibers comprise what type of tissue?",['connective tissue']
What the name of the disease where some of the alveoli of the lungs fill with fluid so they can no longer exchange gas?,['pneumonia']
What occurs when groups from the same species stop mating because of something other than physical or geographic separation?,['sympatric speciation']
What environment do animals with gills live in?,['water']
What is the boiling and freezing point of water in celcius?,['100 degrees c and 0 degrees c']
What are living things that obtain glucose by eating self feeders called?,['heterotrophs']
Virtually every task performed by living organisms requires this?,['energy']
The binding of what helps eliminate antigens by phagocytosis and complement-mediated lysis,['antibodies']
What muscles are used to pump water over the gills?,['jaws and pharynx']
Compounds like sodium chloride form structures called what?,['crystals']
What are made of long chains consisting almost solely of carbon and hydrogen?,['lipids']
"When a series of measurements is precise but not what, the error is usually systematic?",['accurate']
Inserting copies of normal genes into a patient with defective genes is known as?,['gene therapy']
What type of reproduction usually occur during times of environmental stress?,['sexual reproduction']
"All forms of energy can be interconverted. three things can change the energy of an object: the transfer of heat, work performed on or by an object, or some combination of what?",['heat and work']
What science includes many fields of science related to our home planet?,['earth science']
What are alloys that are mostly composed of mercury known as?,['amalgams']
What are made from highly reflective metal that is applied to a curved or flat piece of glass?,['mirrors']
What do ranchers fear will happen if wolves return?,['livestock predation']
How many types of surface waves are there?,['two']
What is the rigid layer that is found outside the cell membrane and surrounds the cell?,['cell wall']
"Surface tension of alveolar fluid, which is mostly water, creates an inward pull of the tissue of what organ?",['lung']
What type of tumor mostly does not cause serious problems and can be completely removed by surgery?,['benign']
What supports and protects the soft organs of the body?,['skeleton']
What celestial body is the earth’s main source of energy?,['sun']
What do you call the horizontal stems of a strawberry plant that run over the ground surface?,['stolons']
Glaciers are incredibly powerful agents of what?,['erosion']
What type of pressure is the pressure exerted by gas particles in earth’s atmosphere as those particles collide with objects?,['atmospheric pressure']
What helps the plasma membrane keep its shape?,['molecules of cholesterol']
What type of reproduction only involves one parent?,['asexual']
"What is defined as a repeating series of events that include growth, dna synthesis, and cell division?",['cell cycle']
"How metalloids behave in chemical interactions with other elements depends mainly on the number of what, in the outer energy level of their atoms?",['electrons']
What distinguishing characteristic of annelid anatomy shows specialization and adaptation?,['segmentation']
The spermatids are transported from the testes to where?,['epididymis']
How does water from roots reach the leaves?,['water-conducting cells']
"As a polycrystalline material solidifies, grains with irregular shapes form. the interfaces between grains constitute grain what?",['boundaries']
Motors are the most common application of magnetic force on current-carrying wires. motors have loops of wire in this?,['magnetic field']
What makes and stores pigments that give petals and fruit their orange and yellow colors?,['chromoplasts']
What term is used to describe when a liquid is the temperature at which its equilibrium vapor pressure is equal to the pressure exerted on the liquid by its gaseous surroundings?,['boiling point']
"When electrons return to a lower energy level, they emit the excess energy in the form of what?",['light']
What is another term for nearsightedness?,['myopia']
What are the areas located at fixed distances from the nucleus of the atom?,['energy levels']
"In which state of matter do particles take the shape of their container, but cannot expand to fill it?",['liquid']
Runoff is likely to cause more what if the land is bare?,['erosion']
Cations have what type of charge?,['positive']
"What organ is subdivided into ascending, descending, transverse and sigmoid parts?",['colon']
"Ammonia, urea, and uric acid are examples of what kind of waste?",['nitrogenous']
What are variants of genes called?,['alleles']
"Mushrooms are an example of what type of organism, which includes beneficial and toxic specimens?",['fungi']
Comparing what sequences provides clues to evolution and development?,['genome']
"What is a measure of the average amount of energy of motion, or kinetic energy, a system contains called?",['temperature']
What is the minimum mass capable of supporting sustained fission called?,['critical mass']
Many hydrocarbons are cyclic and adopt specific three-dimensional structures that influence their physical and what properties?,['chemical']
"The secondary wall contains _________ , a secondary cell component in plant cells that have completed cell growth/expansion.",['lignin']
What does the cell cycle do?,['divide and reproduce cells']
"Inside the nasal area of the skull, the nasal cavity is divided into halves by the what?",['nasal septum']
"Bacteria can be chemotrophs, which obtain what by breaking down chemical compounds in their environment?",['energy']
"Habitat loss, introduced species, overharvesting, and global change are major threats to what?",['biodiversity']
"What ""plumbing"" structures inside the veins maintain a unidirectional flow of blood despite the low blood pressure?",['valves']
What do we call the cartilaginous structure that surrounds the notochrod?,['arcualia']
What is the process of the transfer of pollen from an anther to a stigma in angiosperms called?,['pollination']
"Despite its small size, an erythrocyte contains about 250 million molecules of what?",['hemoglobin']
How many variables are used to describe the condition of a gas?,['four']
What is a suggested explanation for a phenomenon or a suggested explanation for a relationship between many phenomena called?,['hypothesis']
Land plants are classified into two major groups according to the absence or presence of what tissue?,['vascular']
What type of treatment is necessary for anaphylaxis?,['emergency']
"What substances, which are distinct from acids and bases, form when ions form ionic bonds?",['salts']
What is the name for biochemical compounds that consist of one or more chains of small molecules called amino acids?,['proteins']
What are the ionic compounds that produce negative hydroxide ions when dissolved in water?,['bases']
"The atomic number of tungsten is 74. therefore, in a neutral atom of tungsten, there are 74 electrons. the atomic number of argon is 18. therefore, in a neutral atom of argon, there are how many electrons?",['18']
What is the apparatus used for carrying out an electrolysis reaction?,['an electrolytic cell']
What two ways may light be transmitted?,['refracted or scattered']
"Triggered by changes in the environment, migration and hibernation occur as cycles on what temporal basis?",['annual']
What pair of tubes that extends toward the ovaries features a fringelike structure that sweeps eggs inside?,['fallopian tubes']
"In most animals, what sense is related to balance or equilibrium?",['hearing']
Terminal pods are located at the end of what?,['stems']
What forms when the spores from two parents fuse during sexual reproduction?,['zygospore']
What is the name of the galaxy we live in?,['milky way']
What are the most common seedless vascular plants?,['ferns']
"In a monogamous pairing, a male individual is generally paired with what other type of individual in a sexual relationship?",['female']
What is a mass spectrometer used to measure?,['relative atomic masses']
What combines sets of genes from two different parents leading to genetically diverse offspring?,['sexual reproduction']
Global warming will raise ocean levels due to melt water from glaciers and the greater volume of what?,['warmer water']
What are groups of young stars loosely held together by gravity called?,['open clusters']
What does a pollinator pick up from its body and carry directly to another plant of the same species?,['pollen']
What is formed when an oxygen atom picks up a pair of hydrogen ions from a solution?,['water']
What does the driving of turbines by the heating of water to steam accomplish?,['generation of electricity']
What is a device that changes kinetic energy to electrical energy through electromagnetic induction?,['an electric generator']
How many naturally occurring elements are known on earth?,['90']
What are the two types of vesicle transport called?,['endocytosis and exocytosis']
What do you call a species that has died out in the past?,['extinct']
Where does the embryo develop in a plant?,['inside the female plant after fertilization']
What is the method of setting or correcting a measuring device by matching it to known measurement standards called?,['calibration']
What property of warm air causes it to rise above cold air?,['lower density']
Which branch of biology studies animal behavior?,['ethology']
What unit of measure is equal to the amount of work a horse can do in 1 minute?,['horsepower']
"What organism is characterized by an incomplete digestive system and a single, tentacled opening?",['cnidarians']
"What term is not the same as energy, but means the energy per unit charge?",['voltage']
What specific part of the african violet is used to propagate other plants?,['leaves']
What are fibers that depend on aerobic respiration called?,['oxidative fibers']
Which form of electromagnetic waves have more energy: low frequency wave or high frequency waves?,['high frequency waves']
Something that has all of the characteristics of life is considered to be what?,['alive']
What do the letters in our blood types represent?,['alleles']
The two stages of photosynthesis are the light reactions and what?,['calvin cycle']
What do living things need to survive?,['nutrients']
The denser regions of the electron cloud are called what?,['orbitals']
"In studying energy, what term do scientists use to refer to the matter and its environment involved in energy transfers?",['system']
"To measure what changes that occur in chemical reactions, chemists usually use a related thermodynamic quantity, calledenthalpy?",['energy']
"A system in what state cannot spontaneously change, and therefore can do no work?",['equilibrium']
What is a species that plays an especially important role in it's community called?,['keystone']
"What term that shows how fast a population is growing includes new members added to the population over a given period, as well as old members removed from the population?",['growth rate']
The rings of what planet can be easily seen from earth?,['saturn']
What planet is a blue green color?,['uranus']
The simplest class of organic compounds is the what?,['hydrocarbons']
Some meteorites are made of iron and nickel and are thought to be very similar to what part of the earth?,['core']
"Which pathway carries somatosensory information from the face, head, mouth, and nasal cavity?",['trigeminal pathway']
The amount of kinetic energy in a moving object depends directly on its mass and what else?,['velocity']
"Cycling, shoveling snow and cross-country skiing are examples of what kind of heart-strengthening activity?",['aerobic']
"What take the shape of their container, and are relatively easy to compress?",['gases']
What is moving air called?,['wind']
What property makes bone marrow cells ideal for gene therapy?,['lifelong reproduction']
What is the name of the two metalloids in the carbon group called?,['silicon and germanium']
What is the name of the zone where water is deeper than 200 meters called?,['aphotic zone']
Diagnosing and treating cancer is a beneficial use of what potentially dangerous energy?,['radiation']
Many adults and some children suffer from a deficiency of lactase. these individuals are said to be lactose intolerant because they cannot digest the lactose found in what?,['milk']
"Three-prong plugs, circuit breakers, and gfci outlets are safety features that recognize the danger of what?",['electricity']
"Catabolic reactions break down large organic molecules into smaller molecules, releasing the energy contained in what?",['chemical bonds']
"In qualitative analysis, reagents are added to an unknown chemical mixture in order to induce what?",['precipitation']
"While climate change in earth history was due to natural processes, what is primarily to blame for recent global warming?",['human actions']
What is the simplest life cycle?,['haploid life cycle']
What keeps the moon orbiting earth?,['gravity']
What are formed by the attraction between oppositely charged ions?,['ionic bonds']
What produces hormones that directly regulate body processes?,['hypothalamus']
"Comparing anatomy, and characterizing the similarities and differences, provides evidence of what process?",['evolution']
What is the second most abundant element in the earth's crust?,['silicon']
Which kind of genetics approach involves mutating or deleting genes provides researchers with clues about gene function?,['reverse genetics']
More than half of all known organisms are what?,['insects']
For what purpose does liver use the excess carbohydrate?,['to synthesize glycogen']
Saturn is made mostly of helium and what else?,['hydrogen']
What are alkenes organic compounds that contain one or more double or triple bonds between carbon atoms described as?,['unsaturated']
"Electrons in covalent compounds are shared between the two atoms, unlike the case in what type of bonds?",['ionic bonds']
What is the resistance of a liquid to flow called?,['viscosity']
The mass of atoms is based on the number of protons and neutrons in what?,['nucleus']
Where do polychaete worms live?,['the ocean floor']
What is the study of how and why plants and animals live where they do?,['biogeography']
Muscles that position the pectoral girdle are located either on the anterior thorax or on this?,['posterior thorax']
What are the two major types of seed plants called?,['gymnosperms and angiosperms']
What do we call the energy-rich product of photosynthesis?,['glucose']
How is oxygen transferred into the bloodstream?,['simple diffusion']
Ringworm and athlete's foot are human diseases caused by what simple organisms?,['fungi']
What is the measure of the change in the velocity of a moving object called?,['acceleration']
What is the usual treatment for acute bronchitis?,['antibiotics']
What are generally divided into prosimian and non-prosimian?,['primates']
The creation and destruction of oceanic crust is the reason what moves?,['continents']
What is the concept by which two species within the same area to coexist by adapting by developing different specializations?,['character displacement']
A turbine that spins a generator will produce?,['electricity']
Meiosis in the sporophyte produces haploid cells called what?,['spores']
"In this type of reaction, an element replaces another element in a compound, and the element is in any state of matter but is not an ion?",['single-replacement reaction']
What are the two distinct types of cells found in the animal kingdom?,['prokaryotes and eukaryotes']
"What category of elements are chacterized by their ability to reflect light, called luster, their high electrical and thermal conductivity, their high heat capacity, and their malleability and ductility?",['metals']
Angiosperms are also known as what?,['flowering plants']
An estimated 100 trillion of these live in the gut of an average person?,['bacteria']
"The ability to regulate what, which is possessed by mammals, was an advantage as earth’s climate went through sudden and dramatic changes?",['body temperature']
"What is the term for very large arrays of tandemly repeating, non-coding dna?",['satellite dna']
What kind of map can show the features of the bottom of a body of water?,['bathymetric']
"What evolved, adapted response to resource availability is the long-range seasonal movement of animals?",['migration']
"When animals get rid of their gaseous waste, what is exhaled through their mouth and nose?",['carbon dioxide']
What is another name for composite volcanos?,['stratovolcanoes']
"Fossil records support the idea that periods of little change may be interrupted by bursts of rapid change, an evolutionary model contrasted by what?",['gradualism']
What type of winds occur when air is forced over a mountain range?,['chinook winds']
What do clouds trap into the atmosphere at night?,['heat']
A nerve cell that carries messages is called a?,['neuron']
What group of animals are the largest arthropods?,['insects']
What term describes a collection of similar cells that had a common embryonic origin?,['tissue']
"Most biochemical molecules are macromolecules, meaning that they are what?",['very large']
The name of a spinal cord region corresponds to the level at which spinal nerves pass through the what?,['intervertebral foramina']
Tests for levels of what in blood allow a diabetic patient to regulate how much insulin to administer?,['glucose']
The process of breaking down food into nutrients is known as __________,['digestion']
Reasoning can be broken down into two categories: deduction and?,['induction']
What are used to make maps of the moon and other planets?,['imaging satellites']
What term describes how closely packed the particles of matter are?,['density']
Populations of viruses do not grow through cell division because they?,['are not cells']
What is likely to happen to a parasite if it kills its host?,['it dies']
What is a type of solid that lacks an ordered internal structure?,['an amorphous solid']
What is it called when you get the same result after repeating an experiment?,['replication']
What is the largest human organ?,['skin']
"In the chest, the trachea divides as it enters the lungs to form the right and left what?",['bronchi']
Many objects have color because they contain what?,['pigments']
What is the process of action potentials in myelinated axons jumping between the nodes of ranvier called?,['saltatory conduction']
What do craters and rifts become when the fill with water?,['lakes']
"What kind of power does not produce any pollutants, but produces waste that can be difficult to dispose of?",['nuclear']
"What is the long, narrow tube that carries food from the pharynx to the stomach by the mechanism of peristalsis?",['esophagus']
What is the temperature at which condensation of water vapor occurs called?,['the dew point']
Alkenes have double bonds while alkynes have what?,['triple bonds']
What is our main source of aluminum ore?,['bauxite']
Rapidly produced genetic vairants are found in organisms with what type of generation time?,['short']
What are the 2 primary hosts of ebola in central africa?,['apes and bats']
"Unlike prokaryotic cells, dna and rna synthesis in eukaryotic cells occurs in a separate compartment from synthesis of what?",['protein']
What important organelle (that would otherwise be centrally located and crucial to the cell's survival) do prokaryotic cells lack?,['nucleus']
"What is the outer layer of an axon that acts like a layer of insulation, similar to the plastic that encases an electrical cord?",['myelin sheath']
What occurs when some members of a species become geographically separated?,['allopatric speciation']
What creatures evolved from a lobe-finned lungfish ancestor?,['amphibians']
What is the term for a mixture of two or more substances that has the same composition throughout?,['solution']
What are flagellate protozoa that cause giardiasis?,['giardia']
"Rna and dna are types of what biochemical compounds containing the elements carbon, hydrogen, oxygen, nitrogen, and phosphorus?",['nucleic acids']
What are the contacts between neurons called?,['synapses']
What is the color of the powder of a mineral?,['streak']
What basic plant structure facilitates dispersal of pollen and fruit by raising reproductive structures?,['stem']
What type of compound is essential to life?,['water']
Which part of the ear amplifies the sound waves?,['middle ear']
The shape of a virus is determined by the type and arrangement of proteins in its what?,['capsid']
What is the rising and sinking of warm and cooler material called?,['convection']
What is a group of connected cells that have a similar function within an organism called?,['tissue']
The number of what subatomic particles can vary between atoms of the same element?,['neutrons']
Water is recycled constantly through which system?,['the ecosystem']
The process in which organ systems work to maintain a stable internal environment is called what?,['homeostasis']
What do scientist's believe mercury's core is mostly made of?,['melted iron']
"What material comprises the sun and other stars, as well as lightning and the northern lights?",['plasma']
The function of which organ is to filter blood and form urine?,['kidneys']
The attraction between all objects in the universe is known as ______.,['gravity']
"Friction causes the molecules on rubbing surfaces to move faster, which produces what?",['heat']
"The cell wall acts as an extra layer of protection, helps the cell maintain its shape, and prevents what?",['dehydration']
What's another term for egg-laying mammals?,['monotremes']
What code is the same in all living things and shows that all organisms are related by descent from a common ancestor?,['genetic']
All animals that derive energy from food are classified as what?,['heterotrophs']
Through which process is the human gene for insulin placed into bacteria?,['transformation']
What is a symbiotic relationship in which both species benefit?,['mutualism']
What is the term for longer chains of monosaccharides ?,['polysaccharides']
"Electrical potential energy can be described by the equation pe = qv, where q is the electric charge and v is what?",['voltage']
What are broad explanations that are widely accepted as true?,['scientific theories']
"What process is at work when warm air or water rises, and cool air or water sinks?",['convection']
"If force is applied further away from a pivot point, than what kind of acceleration will be greater?",['angular']
The kinetic-molecular theory as it applies to gases has how many basic assumptions?,['five']
"During photosynthesis, what is energy from the sun converted to after entering a plant?",['glucose']
Formic acid is found in the secretions of?,['stinging ants']
What do hydrophilic substances have an affinity for?,['water']
What is a structure that consists of two or more types of tissues that work together to do the same job?,['organ']
What is formed when amino acids are linked together in a long chain?,['protein']
Both diffusion and effusion are related to the speed at which what objects move?,['gas molecules']
Baroreceptors in the aortic arch and carotid sinuses monitor what level in the body?,['blood pressure']
The electronegativity of an element increases with increasing of what state?,['oxidation']
"Animals require air, water, and what in order to live and survive?",['food?']
How many types of bosons are there?,['four']
"What astronomical phenomenon, formed of split asteroids or planetary rocks, provides clues about our solar system?",['meteorites']
An electron possesses both particle and these?,['wave properties']
What are mutant versions of normal genes called?,['proto-oncogenes']
The heart and a network of blood vessels that run throughout the body make up what organ system?,['cardiovascular system']
"When a predator kills and eats its prey, what sort of predation is this referred to as?",['true']
"Pressure, volume, and temperature are related by which law?",['gas law']
"Different forms, or allotropes, of carbon are diamond, graphite, and what?",['fullerenes']
What is the process in which organisms reproduce sexually by joining gametes called?,['fertilization']
What is the force of attraction between things that have mass,['gravity']
"Mitosis and meiosis are two types of what process, with dramatically different products?",['cell division']
Zinc reacting with hydrochloric acid produces bubbles of which gas?,['hydrogen']
"Water gains and loses what more slowly than does land, affecting seasonal conditions inland and on the coast?",['heat']
Covalent solutes separate into what when dissolved?,['individual molecules']
"What term indicates moles per liter, whereas molality is moles per kilogram of solvent?",['molarity']
Many of the hormones are secreted in response to what signals of the body?,['nervous system signals']
What are two of the most common vision problems?,['nearsightedness and farsightedness']
Hydrochloric acid is formed when hcl is dissolved into what?,['water']
Atoms of the same element that have different masses are called what?,['isotopes']
What term is used to describe potential energy due to an object’s shape?,['elastic potential energy']
"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",['turbulence']
What process refers to a separation of charge within an atom or molecule?,['polarization']
What is the largest cartilaginous fish?,['whale shark']
"Capillaries in the chorionic villi filter fetal wastes out of the blood and return clean, oxygenated blood to the fetus through what?",['umbilical vein']
What is the term for a random change in allele frequencies that occurs in a small population?,['genetic drift']
"Aerobic exercise helps improve the cardiovascular system, while what exercise causes muscles to get bigger and stronger?",['anaerobic']
An excessive posterior curvature of the thoracic region is also known as what?,['kyphosis']
What are the two main divisions of the human nervous system?,['central and peripheral']
What is composed of two strands of nucleotides in a double-helical structure?,['dna']
The body is made up of how many types of tissue?,['four']
The great astronomer edwin hubble discovered that all distant galaxies are receding from our milky way galaxy with velocities proportional to their what?,['distances']
What is friction that acts on objects while it is rolling over a surface called?,['rolling friction']
"Traditionally, mammals were divided into groups based on what?",['their characteristics']
What type of bonds do alkanes only contain?,['carbon-carbon single bonds']
Which part of the wave helps make the wave bend and cause refraction?,['shallow part']
What are passed from one generation to the next so species can survive?,['adaptatioins']
What kind of lines does a diffraction grating produce?,['evenly spaced lines']
Which type of ferns have yellow sporangia and no leaves?,['whisk ferns']
"Ice masses, acquifers, and the deep ocean are examples of water what?",['reservoirs']
"This heat is used to convert water into steam, which is then used to turn a turbine, thus generating what?",['electrical power']
What atmospheric layer lies above the highest altitude an airplane can go and below the lowest altitude a spacecraft can orbit?,['mesosphere']
Where are sensors for thermoregulation concentrated in the brain?,['the hypothalamus']
What is the first step in the breakdown of glucose to extract energy for cellular metabolism?,['glycolysis']
What charge do atoms carry?,['neutral']
The pleura that surrounds the lungs consists of how many layers?,['two']
Organisms that obtain food from outside themselves (i.e. they don't make their own food) are known as what?,['heterotrophs']
"In scientific investigations, descriptive statistics are useful for summarizing the characteristics of large what?",['samples']
The process of the cytoplasm splitting apart and the cell pinching in two is known as what?,['cytokinesis']
What kind of mountainous formation can often be found near trenches?,['volcanoes']
