question,answer
first day collection of mission china assamese film,"['Assam Valley, India']"
when did colour tv come out in uk,['the 1980s']
where are unipolar neurons found in spinal cord,['In the cortex of the cerebrum']
what was the ancient chinese umbrella used for,['umbrella']
how many countries does cadbury sell its products,['38 by the end of this year']
the era of the great mughals began with the accession of,['Muhammad Shah Alam II']
which type of fire detector uses the effect of smoke on a light source and photo-electric cell,['flash']
nickname given to railroad executives due to shady practices of their businesses,['railroader']
when did skiing halfpipe become an olympic event,['the games began in 1924']
who won the wwe championship elimination chamber 2018,['Samoan wrestling team']
who played charles on when calls the heart,['Brian Cox']
when did starbucks become a publicly traded company,['1994']
los angeles stadium at hollywood park opening date,['monday']
what is the second largest country in asia,['Indonesia']
what domain has more individuals than all other domains combined do,['the netherlands user: where was the most populous city of siam located at the time is where is where would ASSISTANT: umm. it was siam']
who has won india's next super star,['Arvind Kejriwal']
where are the winter olympic games being played,['South Africa']
who is the director of taarak mehta ka ooltah chashmah,['Rajesh Khanna']
how many times have the golden state warriors been to the playoffs,['6 times']
the concept of micro financing was developed by who in 1976,['Bob Youngberg']
what nba team did derrick rose play for,['Chicago Bulls']
when did lionel messi play his first game for barcelona,['1st of July 1990']
which of the following helmiths feeds on blood,['falcon']
what is the spelling of lakh in english,['Ml']
who is young george bailey in it's a wonderful life,['my granddad']
who has played in the most premier league derbies,['Man Utd']
when does wonder woman come out on blue ray,"['June 19, 2018 7. I\'m sorry to have to ask this, but where are the images for this quiz? I looked all over for it, though I did find some videos. 8. How old is the ""jurassic']"
who is the longest serving manager in manchester united history,['Sir John Bevan']
who plays the scary nun in the conjuring 2,['Laura Vandervoort']
who is the actor who plays king joffrey,['Daniel Craig']
how many episodes of the killing on netflix,['over 200']
tools made from high-speed tool steel are generally used for what type of machining operations,['tool steel']
who is covering the winter olympics in canada,['Canada']
who is the president of the republic of zambia,['Bingu wa Thokoly']
when was the last time that the eagles were at the super bowl,['2009']
how much is a 72 oz steak at the big texan,['72 oz']
in which year was led zepplin refused entry into singapore because the band members had long hair,['1982']
who wrote the song to make you feel my love,['Bob Dylan']
why was the plague that struck athens so devastating,['because of their large population size']
when did michael jordan return to the nba,['2006']
who is the chief economic advisor of india,['former economic advisor to the prime minister of india']
who does demetrius love in a midsummer night dream,['Elizabeth Taylor']
where is lord's prayer found in bible,['It appears to me as you are talking']
where is the capital city of alabama located,"['Montgomery, Alabama']"
who plays jimmy's mom in 8 mile,['Ellen Sandersley']
how many terms can a mayor serve in texas,['8']
when was harry potter and the philosopher's stone made,['in 1991']
where do they film take me out fernando's,['Mexico']
what happened to the west wing of the white house during a christmas party in 1929,['George L. W. Bush']
who played john connor in the original terminator,['Arnold Schwarzenegger']
a political leader during the roman empire was called,['emperor']
when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal,"['July 9, 1999']"
which is the ring finger for male in india,['ring finger']
latest season on keeping up with the kardashians,"['episode 9, season 5, season 7']"
where did they film the book of eli,['India']
who sings so come and dance with me jai ho,['the rock star who sang so come and dance with me']
when did indoor toilets become common in america,['1857']
when does season 5 of ruby come out,['The series premiere on January 18']
who wrote and performed i can only imagine,['Jon Benjamin Osborn']
when was hitchhiker's guide to the galaxy made,['1987']
where do some of the natural air pollutants come from,['volcanic']
when did world war 2 end in the pacific,['1945']
which animal on earth has the longest life span,['puma']
when was the chain first used for f1,['1973']
do you need a permit or license to own a gun in florida,['Yes']
where was the movie the glass castle filmed,['at the edge of the sea']
who plays the dad in drake and josh,['James Michael Douglas']
when was the wheel introduced to north america,"[""in the 1700's""]"
who sold out jesus for 30 pieces of silver,['John Fahey']
under article 1 what is the minimum age required to serve in the house of representatives,['15']
who is darrell brother in the walking dead,['Glenn Morris']
what is the pirates of the caribbean in order,['Barbary pirates']
perth is the capital of which australian state,['South Australia']
who is the head a in pretty little liars,['Charlie Rose']
when did the flash first appear on arrow,"['October 1, 1998']"
who did america declare war on in ww1,['The United States']
when was the dome of the rock completed,['2007']
who played the music producer in pitch perfect 2,['Owen Meany']
who won the champions league final in 2016,['Arsenal']
when does boomer find out she a cylon,['2200 BC']
who sang the them song for as told by ginger,['Mark E Smith']
where was the first season of slasher filmed,['Los Angeles']
what are the power of supreme court in the philippines,['supreme court of philippines']
epidemiologists attempt to explain the link between health and variables such as,['health and nutrition']
how many grams of alcohol in one beer,['6.34']
what part of dc is howard university in,['D.C.']
who sing say you won't let go,['Tash Sultana']
who starred in the tv show even stevens,['Steve Martin']
how many goals did mikel score for chelsea,['7']
who wrote the song fly me to the moon,"[""Frank O'Hara""]"
who plays izabella in transformers the last knight,['Mina Harko']
what is the account number of airtel payment bank,['887-00-2595']
who were the judges on dancing on ice 2014,"['Ben Sisario, Jonathan Kite, Nick Liao, Jennifer Lawrence, Rachel Weisz']"
who are the artists in the traveling wilburys,"['John Lennon, Paul McCartney, George Harrison, Ringo Starr']"
what is the point of a menstrual cup,['For the menstrual cycle']
what is dj's boyfriends name on full house,['Dwayne Johnson']
when did we find out the smoking man was mulder's father,"['April 16, 1964']"
where is the citrus bowl held this year,"['Washington, D.C.']"
where did they film the game of thrones,['Spain']
which approach to psychology focuses on the body especially the brain and nervous system,['Emotion']
what kind of bird is in the lion king,['Lion king']
what was hawaii's primary export to the united states,['pineapple']
where does blonde hair green eyes come from,['The Netherlands.']
who has won the 2017 mens singles mutua madrid open tennis,['Roger Federer']
who does luke skywalker fall in love with,['Mia Wallace']
where do the maple leafs play hockey in toronto,['at ritz hotel in toronto']
who played the jewish man in coming to america,['Richard Rocha']
who won the oscar for best actor when titanic was nominated,['Eddie Redmayne']
who has a ring of power in lotr,['a ring of power was used at the time to light the tower of sennarth in the hobbiton']
when was the last time the vikings made the superbowl,['the first time']
who won the election for mayor in boston,['Edward Kennedy']
who sings somebody's watching me with michael jackson,['Shania Twain']
when was i don't like mondays released,"['March 1, 2006']"
who is the captain of richmond football club,['Matt Jordan']
who is next in line to inherit the british throne,['Elizabeth II  : how many times is a mile in the universe ASSISTANT: 22']
in what state was the united states center of population gravity located during the period 1790,['Massachusetts']
who played the girl in my two dads,['Cate Blanchett']
when are the opening ceremonies for the 2018 olympic games,"['August 29 th, 2018']"
who sings in everybody dies in their nightmares,['Jimmy Buffett']
what's the biggest nfl stadium in the united states,['home stadium']
who made the song we are the world,['kyra sang']
branch of science that deals with the structure of human body parts,['HAND']
what are the four main types of precipitation,"['snow, rain, hail and sunshine']"
who won college basketball player of the year,['Derrick Rose']
who sings the wire season 5 theme song,['The Muppets']
who played david on the assassination of gianni versace,['david carter']
what is the full form of ib board,['The IB Board is a board game.']
who is the actress who plays baker on blue bloods,['Catherine Zeta Jones']
when is chinese new year and what year is it,['February 26']
who sings you are a magnet and i am steel,['David Cassidy']
who sings i'll sleep when i'm dead,['The Smashing Pumpkins']
where does the last name waller come from,['Waller']
who plays the voice of the hormone monster,['Tom Kenworthy']
who invented the transtheoretical model of behavior change,"['Burt Greenstein, Lorna Frouf, and David Hockett']"
who developed a set of postulates to prove that specific microorganisms cause disease,['Mycobacterium tuberculosis']
who was the main character in their eyes were watching god,['Bill & Ted']
songs on 4 your eyez only j cole,['4 your eyez only j cole']
where does fungi go on a food web,['inside the digestive system']
who has won the mens singles title in the australian open tennis tournament,['Tommy Chong']
who wrote the song be thankful for what you got,['The Beatles']
where did the ashes from ash wednesday originate,['In Pakistan']
where do the elves go on the boat in lord of the rings,"['out of the sea, into the clouds, up into the clouds...']"
who plays scrooge mcduck in the new ducktales,['Duck']
what is the term of an official in the house of representatives,['the vice president']
what is on a mcchicken sandwich from mcdonalds,['the mcdonalds mac and cheese']
when did the ship hector arrived in pictou,['June 2006']
where does kfc get their chicken in south africa,['Parembe']
what was the population of the roman empire at its height,['around 2.2 billion']
who plays the short cop on will and grace,['David Alan Gregg']
where does the movie mothers day take place,"['The Philippines, which you might notice is one of the smallest countries in the world. The actual location of one of the movie locations though was in San Bernardino, California, which is the state capital itself. This means that we only made it halfway to']"
who is the guy who walked across the twin towers,['Luis Angel Rivera']
where are the highest average incomes found in north america,['southern idaho']
where does the electron transport chain pumps protons,['in the water in seacouver']
how many customers does edf have in the uk,"['3,000,000']"
who missed the plane the day the music died,['John Mayer']
where did students for a democratic society start,['Texas']
who hung the lanterns in the old north church,['Christ in the new north  the top secret program of the united states navy ASSISTANT: USS New Hampshire']
who has been designed as the new finance secretary of india,['Arun Jaitley']
what year is the deer hunter set in,"['1985, the year the first album came out']"
when was rosencrantz and guildenstern are dead written,"['September 8, 1973']"
when did television come out in the us,['1933']
who won the 1st battle of bull run,['General Grant']
who won season 8 of america's next top model,"['Adore Delano, 17 years old']"
who are the only 2 families that have had 3 generations of oscar winners,['family']
who is the number one ranked golfer in the world right now,['Jordan Spieth']
how many countries touches the land boundary of india,['10']
one piece episode 534 english dubbed release date,"['November 18, 2014']"
who was the girl that played cindy lou who,['Cindy Lou.']
who played major hochstetter in hogan's heroes,['Larry Hagman']
who was the chicago bears quarterback last year,['Jason Kenney']
what's the largest city park in the united states,"['Washington, D.C.']"
who played joey's agent estelle on friends,['Jamie Lee Curtis']
on which river did the exploration of the louisiana purchase begin,['Mississippi']
what is one element a topographic map shows,['color']
when is the strictly come dancing results show recorded,['2010']
when does the team find out prentiss is alive,"['March 22, 2011']"
in florida it is illegal to sell alcohol before 1 pm on any sunday. this is an example of,"['State of Florida, alcohol law and regulations']"
when is the flash coming back after christmas,['December the 26th']
what allows chyme to enter the small intestine,['protein']
who played king theoden in lord of the rings,['Alan Rickman']
who played the detective in little boy blue,['Chris Evans']
when did gimme gimme gimme start,"['September 20, 1998']"
what is mercy mercy me by marvin gaye about,['MIRAMAR']
when is i can only imagine coming out,"['November 23, 2013 (You can see that last question is already a little off topic). So what you have is an algorithm that takes an input and answers a series of questions.\xa0 After answering all the questions, the final result is a']"
what was the original purpose of the kremlin,['to protect the USSR from Nazis']
when does the last episode of adventure time air,"['July 12,2011']"
when did the term sustainability start to be used,['1973']
wal-mart is a prime example of which type organization,['Walmart']
where does the last name roberts come from,['Arnold Rott']
when did the nba start playing zone defense,['1999']
who wrote the book the origin of species,['Charles Darwin']
the outer layer of the skin that contains no blood or nerve supply is the,['exocrine gland']
who played tom on as the world turns,"[""Brian O'Halloran""]"
where are the giant redwoods located in california,['the southernmost tip of california']
who plays chris grandy in 13 going on 30,['Chris Grandy']
who played the middle sister on full house,['Sarah Carter']
lilo and stitch the series season 1 episode 1,"['What Happens To Pussycat""']"
what is the latest version of chrome for linux,['28']
who played truman capote in in cold blood,['Christopher Reeve']
when was the last time miss texas won miss america,"['September 22, 2010']"
what is small business tax rate in canada,['40%']
what are some elements that are similar to silver,['silversilver']
how many lines of symmetry are there in a equilateral triangle,"['The angles are 90, 24, 23, 20, 18...']"
who is the speaker in shooting an elephant,['James Earl Jones']
what type of reproduction do whiptail lizards use,['sexual reproduction']
when was the us department of homeland security created,['1964']
what emperor took over france after the reign of terror,['Napoleon']
when did it become law to stand for the national anthem,"['November 11, 2014']"
how many episodes of corrie has there been,['10']
when was the last time oklahoma won a national championship in football,['1948 ASSISTANT: do you know who is the mayor of cincinnati']
where was 2017 beauty and the beast filmed,['New York City']
when was the time the eagles won the superbowl,['2004']
who played raquel in only fools and horses,['Kristen Schaal']
who plays red on orange is new black,['Jason Statham']
who sang from russia with love james bond,['me']
which condition would most likely require nutrition delivered through tpn,['obesity']
who did cubs beat in 2016 world series,['San Diego Padres']
who won the ncaa women's championship last year 2017,['Taylor McNeill']
who plays lefou in beauty and the beast 1991,['Eric Cagle']
who is the young man in hawthorne's my kinsman major molineux,['Ryan Phillippe']
when did the royal mint move to wales,['In 1839']
who won the national championship in volleyball 2017,['India']
who played amy grant i i can only imagine,"[""I think you should see my resume! I've worked on games like Sonic the Hedgehog, Batman: Arkham Asylum, and Spyro, among other blockbuster properties.""]"
who won every men's biathlon event in the 2002 winter olympics,['Usain Bolt']
who may be affected by monetary penalties imposed by the irs,['the federal government']
what was the name of darth vader star destroyer,['Darth Vader']
when was the last time the womens hockey team won gold,['2009 Olympics']
how many inches is the iphone 5s screen,['8.8 inch']
what is the most popular religion in sweden,['christianity']
who does the voice of salem the cat,['James Earl Jones']
product-market fit means being in a good market with a product that can satisfy that market,['The world Cup']
who is the first president to be impeached,['Andrew Johnson']
when does episode 29 of boruto come out,['March 2018']
who was assassinated during a visit to sarajevo in bosnia,['Boris Tadic']
what is the name of the under butler in downton abbey,"[""the BUTLER and butler's father""]"
where is thank you for your service based,['I was on the space station for 14 years']
which philosopher advocated the idea of return to nature,['William Macaulay']
who received the most (but not a majority of) electoral votes in 1824,['George Washington']
who won entertainer of the year country music awards,['Taylor Swift']
which is the tallest building in the world 2018,"['the Willis Tower at the top of the Sears Tower in Chicago, IL USA']"
what is final season of game of thrones,['The Wall']
how many seasons of the rugrats are there,['18 seasons']
when did canada gain independence from great britain,"['July 31, 1867']"
who sang the song how far is heaven,['John Lennon']
when was the first orca put in captivity,['1890']
when did the sims 4 toddlers come out,['March 2010']
who played taylor on the bold and beautiful,['Natalie Portman']
where is the extensor pollicis longus tendon located,['the extensor pollicis longus tendon is located at the end of the tendon of one pinky digit']
how many episodes in 1st season of the crown,['5']
who has been ranked no. 1 in the latest football rankings announced by fifa,['Manuel Pellegrini']
where does safe haven take place in the book,"['California, California']"
legislation regarding data protection and security in uk,['EU']
when was the cleveland browns last winning game,['2004']
who is the robot in lost in space 2018,['Nathan Carter']
who explored waters of cuba the bahamas and hispaniola,['Cate']
which president supported the creation of the environmental protection agency (epa),['Richard Nixon']
who was allowed to vote in the roman republic,['Marc Anthony']
does archie end up with betty or veronica in riverdale,"['betty is the protagonist, Veronica is the main character']"
who sang what are we doing in love,['I sang it for my best friends']
where are the winter olympics and when do they start,['winter olympics begins in February']
who sang it my party and i'll cry if i want to in the 80,['The Killers']
who turns into a bear in the hobbit,['Smeagol']
where do pineapples come from in the world,['China']
who played shmuel in the boy in the striped pyjamas,['Jack Wagner']
what year does the quiet man take place,['1987']
when was united nations convention on the rights of the child created,['1983']
how many breeds of pigs are there in the uk,['100']
when did rachel have her baby on friends,"['June 18, 2008']"
rain sleet or snow that contains a high concentration of acids is called,['hail thunder']
who sings the theme song for the proud family,['Prince']
how long did it take to build the great pyramid of egypt,['about 3000 years']
what is the emblematic rhythm of dominican republic,['slow']
who was named african footballer of the year 2014,['Toni Rimes']
when was the last time dallas cowboys won the super bowl,"['November 23rd, 2011']"
who was selected for the 2018 football hall of fame,['David Beckham']
where do most star formation occur in the milky way today,['Milky Way']
the length and direction of a straight line between two locations or positions,['north and south poles']
natural resources can be divided into what two categories,"['resources of water like snow, glacier, river, ocean, rivers']"
last episode of what happens to my family,['Season 2 Episode 8: The End (2010)']
when did they stop making pull tabs on beer cans,['1878 or thereabouts']
who sang never gonna let you go,['Mark E. Smith']
what is the form of mozart symphony no 40,['symphony']
how many times has lake placid hosted the winter olympics,"['9 times A friend, named Mike (he uses the codename Nuke) A friend, named Linni (she also uses the codename Nuke) A friend, named Dave (same codename: Nuke)']"
to aru kagaku no railgun s episode 3,"[""that's right, episode 3""]"
when does ellen's new game show start,['spring 11']
who is the founder of the ubuntu project,['Mark Shuttleworth']
when did this season of american idol start,['Season 6']
who started ww2 and how did it start,['the United States of America']
who did bette midler portray in the rose,['Bette Midler']
who plays hulk in the thor and avengers series of movies,['Anthony Hopkins']
what does sip stand for in the ngn / ims context,['sipspace']
where did they film the royal tv series,['Switzerland']
what is the name of the last episode of spongebob,['Spongebob Squarepants']
where did the potter's wheel first develop,['at a point called Mt. Etna']
when are you considered under the poverty line,['In the USA']
which is the default file extension for an audio file in windows media player,['mp3']
where does the last name tavarez come from,['From the town of Tavarez']
what was tom hanks character name in castaway,['Mr. Jack']
where is most of the worlds gold held,"['Brazil, Peru, Andes, Andes']"
who is the founder of google and when was it founded,['a lot of you know me from before I started Google.']
how many wing stops are there in the united states,['There are 766 at the time of writing (not all can be seen)']
who has the best nba record this season,['Stephen Curry']
which player won the pga championship by the most shots,['Mardy Fish']
the south west wind blows across nigeria between,['north east and west']
how many levels of protein structure are there,"['10,000']"
when did dragon ball z air in australia,"['October 23, 1995']"
who played the first nfl thursday night football game,['the Pittsburgh Steelers']
when does body temperature tend to be lowest,['after midnight']
who sings only love can break your heart,['Kari Morgan']
who pays medical bills in great britain where does the money come from to pay these bills,"['doctors, health care']"
when does the men's worlds curling start,['November 13-15']
who owns the rights to rocky and bullwinkle,['A&M records Inc']
who picks the players in the nfl draft,['NFL Draft']
what is the legal age for marriage in australia,['16 years']
explorer who led an early voyage to the coast of newfoundland,['Lewis and Clark']
when did the wall go up in east germany,['June 1878']
active absorption of water from the soil by the root is mainly affected by,['moisture']
what is the multiplication sign on the computer,['x']
who does april end up with on parks and rec,['her mother']
what is the baby elephants name in jungle book,['Nala']
who is credited with developing the geocentric view,['Copernicus']
what country shares borders with both belarus and romania,"['Belarus, Germany, Poland']"
who sang on great gig in the sky,['Stevie Nicks']
when was the miraculous journey of edward tulane published,['c. 1800']
who has scored the most points for wales v france,['Wales 5 and France 2']
when was the last time the denver nuggets made the playoffs,['2008']
suffix applied to the end of the name of enzymes,['hydroxyl-cysteine']
who was the dj on in living color,['Steve Rubell']
what happened at the 1939 worlds fair in regards to television,"['the television show called ""The Duke of Greenies"" was cancelled after the first episode due to lack of popularity.']"
cast of the movie pride of the marines,['San Francisco']
which term describes the replacement of damaged cells to mend a tissue,['repair']
1 the bureau of land management manages over acres of land in the united states,['Bureau of Land Management']
who dies in season 2 of the originals,['Jethro from the planet of the apes']
who plays at the prudential center in newark,['Brian Barden']
who played zoe hart on hart of dixie,['Susan Oliver']
where did the first persian gulf war take place,['near iraq']
who had the most governmental power under the articles of confederation,['North Carolina']
where did they film ghosts of girlfriends past,['at the bottom of the sea']
who was the president of pakistan during 1971 war,['Muhammad Zia ul qadri']
when does planet of the apes come out 2017,"['May 29, 2017']"
when was the first election held in india,['election day 2008']
who won women's singles us open 2017,['Ksenia Duval']
who used the word physiology for the first time,['it was the term used in physics at that time']
who played ice queen in chronicles of narnia,['Emma Watson']
total goals scored by ronaldo in la liga,['24']
how long is a prime minister term in uk,['5 years - 2 sitting and 2 former']
who played the elephant man in the film,['George Clooney']
who discovered one of the first taxonomic classification schemes,['Charles Darwin']
what land mass was north america a part of about 300 million years ago,['Asia']
who was the grandfather on the cosby show,['Dr. Howard Wolowitz']
who is tinker air force base named after,['Tinker AFB in Alabama.']
who is playing halftime show super bowl 2018,['DJ Khaled']
name of volcano that erupted in iceland in 2010,['Tambora (Mýrdalsjökull)']
where can i get a state issued id,['the official state id is the state id card']
how many episodes in season 3 of good witch,['9']
where does the bob and tom show broadcast from,['the coast']
in 1945 which party came into power in england,['England']
who is the team that beat the eagles this season,['the cayman urchins']
the site of secretion of h+ and cl-,['the ichimochi River']
who sings i just want to use your love tonight,['Lady Gaga']
real name of daya in taarak mehta ka ooltah chashmah,['Dayanand Sarasvati Ooltah Chashmah']
how old was sasuke when his clan died,['17']
what is the lead singers name of staind,['staind']
who started the tradition of coloring easter eggs,['John Lennon']
who votes to elect a rajya sabha memmber,['Rajya Sabha']
where is the country music hall of fame located,['Los Angeles']
what word is used to describe knowledge about the universe and method of obtaining that knowledge,['knowledge']
when did vat change from 17.5 to 20,['August 17']
where is the setting for beauty and the beast,['Australia']
how many episodes in game if thrones season 7,['None']
bruce springsteen we shall overcome the seeger sessions songs,['seegers']
who holds the record for most platinum albums,['Barbra Streisand']
when did the jurassic park movies come out,"['June-August, 1993']"
when was the last year the eagles went to the superbowl,['2014']
who played lead guitar on 25 or 6 to 4,['Kurt Cobain ASSISTANT: what is the largest animal that walks on two legs ASSISTANT: hippopotamus']
who gave the famous objective co relative theory,['S.W. C. Soper']
where is the heart of palm on a palm tree,['The Heart of Palm tree']
cls bank deals with transactions arising out of,['banking']
when does the flash season 4 episode 3 air,['June 16th 2013']
who sang the theme song from russia with love,['Andre Young']
distinctive characteristics of animals classified as vertebrates include,['vertebrate']
which body part(s) occupy the greatest portion of the primary motor cortex,['the skull']
who came out first batman or spider man,['batman']
where is the light between two oceans filmed,['space station']
what role does the president play in foreign affairs,['I think it is diplomacy and trade']
where was the summer olympics held in 2012,"['Athens, Greece']"
where does the ohio river and the mississippi river meet,['they are connected by what is called the lower Mississippi']
who was the youngest president to be elected,['William William McKinley']
who won season 16 on dancing with the stars,['Sharon Osbourne']
when was harry potter and the philosophers stone published,['2000']
what are the band members names of the rolling stones,['Mike Dibb and Jeff Ament']
what channel is big 10 network on fios,['644']
when was the peak to peak gondola built,['The Grand Canyon']
when is the last time the dolphins went to the superbowl,['2011']
who sings she's like the wind lyrics,"['Mavis Staples, a.k.a. Ms. Mavis Staples']"
who was elected president in mexico in 2000,['Vicente Fox']
when did the united kingdom entered world war 2,['1813']
what is the maximum data rate for the 802.11a standard select one,['14.3 Mbps FILE INFO: csv /tmp/t1-1-0000_002-2.csv.gz CODENAME: t1_1_0003.csv FILE NAME: csv /tmp']
who is the book of galatians written to,['Paul']
who sings far from the home i love in fiddler on the roof,['Alanis Morissette']
when was the debating club established in almora,"['The Union of South Australia, 19 January 1923']"
the octet rule states that in chemical compounds atoms tend to have the electron configuration of a,['Heterolephedron']
what is the genus of a bald eagle,['T. rex']
what order do the captain america movies go in,['1 - captain 2 - captain america 3 - pirates of the Caribbean4 - action movies']
who got the most passing yards in the nfl,['Drew Brees']
when did the smoking ban in public places start,['2001']
where is iodine found in the periodic table,['iodine']
kings and queens of england in the 1900s,['kings and queens of england (1700)']
where is south pole located on a map,['South pole of the earth']
name the four major layers of the earth in order,['ocean/tectonic basins']
who plays dylan in daddy's home 2,['Jake Gyllenhaal']
when did reba mcentire record back to god,['2012']
who destroyed the first temple and exiled the two tribes of judah to babylon,['Babylonian']
what are the main crops grown in the united states,"['wheat, corn, rice, tomatoes']"
when was the last time an american won the new york marathon,['in 2012']
what breed of cat has spots and stripes,['African']
who plays the saint of killers on preacher,['Peter Gallagher']
when does the sword art online movie take place,"['In April 15 to July 15, 2014']"
guardians of the galaxy blue guy in prison,['Ben Grosser']
who sang on the back in black album,['Dave Chappelle']
why was hong kong important to the british empire,['China']
who plays nathan's mother on general hospital,['Karen Noyce']
who plays brad pitt's daughter in moneyball,['Christina Hodson']
