question,answer
where is the white castle that harold and kumar go to,['Mason']
most runs ever scored in a mlb inning,['22']
who did the united states fight in the war of 1812,['Britian']
when did they replace lead with graphite in pencils,['1960']
when did the dust bowl end in oklahoma,['1940']
how many ammendments to the constitution have there been,['27']
when is season 3 of grace and frankie being released,['Netflix']
who won french open 2017 tennis tournament in men's double category,['Pierre-Hugues Herbert and Nicolas Mahut']
who was the main character in their eyes were watching god,['Janie Starks']
when did the song things that make you go hmmm come out,"['August 19, 2013']"
when did the eagles win last super bowl,"['January 22, 2006']"
who plays the prosecutor on law and order svu,['Richard Belzer']
who scored the most points in a game nba history,['Kareem Abdul-Jabbar']
when does the movie the star come out,['October 5']
who won the mens curling in the olympics 2018,['John Shuster']
where do secondary xylem and phloem cells arise from,['Meristematic']
who wrote the song going to kansas city,['Leon Russell']
who sings gimme shelter with mick jagger,['Keith Richards']
where are the highest average incomes found in north america,['New York City']
who is the founder of the ubuntu project,['Mark Shuttleworth']
who is the king and queen of the netherlands,['Beatrix and WillemAlexander']
explorer who led an early voyage to the coast of newfoundland,['John Cabot']
the old man and the sea page count,['18']
what is the name of the last episode of spongebob,['2015']
how are leaders of the two parties in congress chosen,"['by the president, in consultation with the minority leader of their party']"
what is the population of the tri-cities washington,['195202']
who sings the theme song for degrassi the next generation,['Drake Bell']
what causes cracked skin at the corners of your mouth,['Sun exposure']
who plays the main character in hacksaw ridge,"['Andrew Garfield You can use the natural language processing library (https://nlp.pytorch.org), which is a lot easier to use than gensim.']"
who said everyone will be famous for 15 minutes,['Andy Warhol']
how much money did it cost to make gta v,['$265m']
when did the subway open in new york,['1904']
who was hope brady's mother on days of our lives,['Martha Mansfield']
criminal minds what episode does jj find out she pregnant,['Bound']
a synonym for the content component of communication is,['message']
who plays connor's mom in madeas christmas,['Kimberly Elise']
when did the vikings first sail and reach britain,['793 AD']
where does a brisket come from on a cow,['chest']
who won college basketball player of the year,['Andrew Wiggins']
who was originally cast as phoebe on charmed,['Melissa Joan Hart']
who is the girl who played in the grinch,['Taylor Momsen']
where is the north pole on the world map,['Polar North']
when does the cannes film festival take place,"['May 9-19, 2018']"
what is the movie about six degrees of separation,['the movie is about six degrees of separation']
who spoke the words ich bin ein berliner,['Winston Churchill']
who sang the theme song to step by step,['Leeann Rimes']
who became king of erebor after thorin dies,['Dwalin']
which site of an enzyme is called allosteric site,['Allosteric site']
what is the wave length of x rays,['1-7 Angstrom Units']
where do the blood vessels that supply the retinal cells lie,"['The retina is located at the back of the eye, just like the screen of a TV or monitor. The vessels that are attached to the retinal cells lie behind this layer of cells. They deliver blood to them and return it to the heart']"
how many cracker barrels in the united states,['650']
where does puerto rico's power come from,['imported from the U.S.']
what is the main mineral in lithium batteries,['carbon dioxide']
when's the last time scotland won the calcutta cup,['June 1984']
who came up with the initial concept of protons and neutrons,"['Geiger & H.A.W. Koch, 1928']"
the lowest temperature at which a lubricant will flow is called the,['viscosity']
who was the first territorial governor of oklahoma,['Alphonso Boyer']
where is the new stadium being built in las vegas,"['Las Vegas, Nevada, U.S.']"
the region that stretches between the black and caspian seas,['Caucasus Mountains']
what is the 180 degree line of longitude called,['international date line']
i was a great islamic scholar and mathematician who died in 1131 ce,['Alaziz Abulfahas']
when did they stop making jello pudding pops,"['August 8, 2010']"
when is the last time the jaguars won a playoff game,['2007']
what is the name given to the common currency to the european union,['euro']
which film won the oscar for best animated feature in 2007,['The Simpsons Movie']
who plays bianca in that's so raven,['Raven Symone']
what is the emblematic rhythm of dominican republic,['Paseo']
what is the population of st petersburg fl,"['253,938']"
star wars episode ii attack of the clones characters,"['Anakin Skywalker, Obi-Wan Kenobi, Mace Windu']"
who does the voice of alistair in dragon age,['Steve Valentine']
when was the immigration act passed in canada,"['November 1, 1910']"
who is the supreme justice of the supreme court,['Sonia Sotomayor']
when was the last time iran had an earthquake,"['May 2019 (1986, 2002, 2017)']"
what is the number of cities in texas,['254']
who is singing in something just like this,['Carrie Underwood']
where does the red river start and end in louisiana,['It starts in the north in Oklahoma and ends in the Gulf of Mexico']
who is the most followed user on instagram 2017,['Selena Gomez']
a bond that the issuer has the right to pay off before its maturity date,['coupon']
who played the villain in tiger zinda hai,['Paresh Rawal']
itai-itai disease was a form of poisoning associated with ingestion of,['Lead']
south african tree with thorns on the trunk,['baobab']
who played michael jackson in jackson 5 movie,['Jermaine Jackson']
who won the marathon in new york city,['Wilson Kipsang']
nearest metro station to gandhi nagar in delhi,['Central Secretariat']
what are the colors of the netherlands flag,"['blue, white and red']"
who plays in the new mary poppins movie,['Lin-Manuel Miranda']
when is the flash coming back after christmas,['January 16']
when did the steel mills closed in youngstown ohio,['November 1997']
who wrote the text for jeanie with the light brown hair,['Harriet Beecher Stowe']
who wrote the song fly me to the moon,['Bart Howard']
who starred in the movie summer of 42,['Gary Coleman']
what states were most affected by the dust bowl,"['Oklahoma, Kansas, and Texas']"
the general term for software that is designed to damage disable or steal data is,['virus']
how old is the actress who plays phyllis on y&r,['65']
who made the first to record with the electric guitar,['Les Paul']
when does the implantation of the embryo occur,['5 to 6 days after fertilization']
what do you call a person who officiates a wedding,['A minister or a clergy is the person who officiates a wedding']
who did kenny rogers sing mary did you know with,['Celine Dion']
author of the hymn great is thy faithfulness,['Teresa']
what are the parts of a domain name called,['domain name']
when does season 2 of just add magic come out,['2020']
where does cleavage of the peptide bond by chymotrypsin occur,['The middle of the peptide']
when did the tv show the waltons first air,"['September 11, 1972']"
all time highest goal scorer in spain national team,['David Villa']
what group of animals do octopus belong to,['cephalopods']
where are the washington redskins based out of,['Washington D.C.']
where was the capital of the habsburg empire located,['Vienna']
what's the nba record for most points in a half,"['136 by Wilt Chamberlain, 11/2/1962']"
which is the ring finger for male in india,['Odd']
who won the ncaa women's championship last year 2017,['South Carolina Gamecocks']
who is the presiding officer of legislative council in india,['Chairperson']
what language is the olympic anthem sang in,['greek']
who were farmers who kept a small portion of their crops & gave the rest to the landowners,['serfs']
who is stephanie's mom on the bold and the beautiful,['Donna Logan Forrester']
who wrote there's a guy works down the chip shop lyrics,['Elvis Costello']
who came in last place on amazing race,['RachelReilly']
where was the movie jeremiah johnson filmed at,['Grand Teton National Park']
what is the largest man made lake in the us,['Lake Mead']
who sings the christmas song mary did you know,['Mark Lowry']
where does the last name andersen originate from,['Denmark']
blood alcohol concentration means the parts of alcohol in the blood in relation to what,['a percentage']
who is regarded as the founder of psychoanalysis,['Sigmund Freud']
what does the ghost of christmas present sprinkle from his torch,['Dust']
when did south sudan join east african community,"['May 4, 2009']"
how many students attend university of texas at austin,"['50,952']"
who is the present rajya sabha speaker of india,['Venkaiah Naidu']
philadelphia is known as the city of what,['Brotherly Love']
in photosynthesis the carbon in co2 is initially fixed to what molecule,['glucose']
who presides over the joint sessions of parliament,['the President of India']
when did the wave hill walk off end,['1972']
who played desmond doss father in hacksaw ridge,['Greg Kinnear']
when is the new season of chicago pd,['2019']
what is the form of mozart symphony no 40,['Classic']
who plays the girl in wreck it ralph,['Jenifer Lewis']
when was the cleveland browns last winning game,"['Cleveland Browns last winning game was September 20, 2008']"
the era of the great mughals began with the accession of,['Akbar']
who received the most (but not a majority of) electoral votes in 1824,['John Quincy Adams']
what dynasty completed the great wall of china,['Ming']
where is simple squamous epithelium found in the body,['on the lips']
when was the last episode of vampire diaries aired,"['November 10, 2016']"
when are general elections held in the us,['November']
what material was used to build the roofs of houses in burzahom,['Straw']
two atoms of the same element that are covalently bonded,['molecule']
where's the pro bowl going to be this year,"['Honolulu, Hawaii']"
when was the last time vancouver had an earthquake,['1913']
tujhe dekha toh yeh jana sanam movie name,['Tu']
who wrote were going on a bear hunt,['Michael Rosen']
first who wants to be a millionaire winner uk,['Mark Lorch']
what is one of the main goal of the democratic party,['economic equality']
which domain of life are humans members of,['Eukaryota']
who does luke skywalker fall in love with,['Mara Jade']
what is the genus of a bald eagle,['Aquila']
where do kidneys for kidney transplant come from,['from a living person']
what is the process to become a santero,['apprenticeship']
when did harvard become an ivy league school,['1636']
who wrote from now on from the greatest showman,['Pasek and Paul']
when does the sa node begin electrical signaling,['7.5 days']
the first significant restriction on free immigration in u.s. history was the,['Alien and Sedition Acts']
when was the drinking age set to 21,"['July 1, 1988']"
who plays the mouse in alice in wonderland,['Christopher Lee']
who plays dylan in daddy's home 2,['Mark Wahlberg']
authorities involved in formulating accounting standard in india,['Accounting Standards Board of India']
what is the definition of the name thomas,"['""twin""']"
what is the maximum data rate for the 802.11a standard select one,['54Mbs']
who want to be a millionaire calls his dad,['Merv Griffin']
where is the oldest house in america located,"['Charleston SATAN TOPS 100,000 CONVERTED PLAYERS TRIFFID ENTERPRISES is announcing that the number of players who have converted to their game,']"
when did the dallas cowboys win their last playoff game,['2007']
who sings in walk hard the dewey cox story,['Jason Schwartzmann']
when did the flash first appear on arrow,"['September 9, 2014']"
how many points did lebron james scored in his career,"['38,000']"
who wrote it's gonna take a lot of love,['Bonnie Raitt']
who played bailey in the sisterhood of the traveling pants,['Amber Tamblyn']
which layer of the meninges is connected to the brain,['periosteal']
who played the mom on what's eating gilbert grape,['Laura San Giacomo']
what type of novel is goodbye mr chips,['British novel']
yo la tengo theres a riot going on release date,['1985']
when did end of the road come out,"['June 5, 1971']"
what does the msc in msc cruises stand for,['ms stands for medium-sized ship']
who was the original host of what's my line,['John Charles Daly']
how many seasons of vampire diaries r there,"['The CW Television Network announced in June 2010 that The Vampire Diaries would not be returning for the 2010-2011 season, but would premiere its third season in the Fall of']"
where does the phrase dressed to the nines,['Ninth']
who came up with the idea of the transcontinental railroad,['John C. Fremont']
who discovered one of the first taxonomic classification schemes,['Carolus Linnaeus']
where does the largest amount of federal tax revenue come from,['Work']
who owns the rights to rocky and bullwinkle,"['Universal Studios This entry was posted in Computing, Technology and tagged artificial intelligence, intelligent assistant, intelligent chatbot, intelligent virtual assistant, intelligent voice assistant, machine learning, voice assistant, voice chatbot on April 3']"
role of malonyl coa in fatty acid synthesis,['a precusor']
who captained the first european ship to sail around the tip of africa,['Vasco da Gama']
where in the constitution is the executive branch referenced,['Article Two']
who sang the song tell me something good,['Rufus Thomas']
who was the captain of the mayflower which brought the pilgrims to plymouth,['Christopher Jones']
who were the major countries involved in the cold war,"['United Stations, Soviet Union']"
who has won india's next super star,['Diljit Dosanjh']
who abandoned traditional harmony and created the twelve-tone system for composition,['Arnold Schoenberg']
who enforces the charter of rights and freedoms,['Supreme Court of Canada']
who sings tie a yellow ribbon around the old oak tree,['Dawn Fraser']
leader of carthage in the first punic war,['Hannibal']
where are most nutrients absorbed in the human digestive tract,['small intestine']
when did the movie the post begin filming,['15 July 2017']
what kind of beer is st pauli girl,['Lager']
when does the movie jeepers creepers come out,['2001']
who sang a whiter shade of pale first,['Procol Harum']
a country having an island location and a country having continental location,['Continental and island']
how many ceos of fortune 500 companies are female,['15']
why is the indian ocean the warmest in the world,['The Indian Ocean is the warmest in the world as there is less water compared to the Pacific or Atlantic Oceans.']
who was the youngest president to be elected,['John Fitzgerald Kennedy']
fast & furious 8 release date in india,['2017']
which is the tallest building in the world 2018,['Burj Khalifa']
who translated the play neel darpan into english,['Abhyuday Joshi also known as Abhaya Joshi']
doric ionic and corinthian orders all refer to types of,['architectural']
when does scully come back in season 2,['6/1194']
what is the top speed of thrust ssc,['Mach 5']
who wrote how do you do it by gerry and the pacemakers,['Gerry Marsden']
new mexico was admitted to the union as the . . . state,['47th']
who become ceo of wipro company in 2016,['Abidali (A.S.) Zain']
who played susanna in legends of the fall,['Ashley Judd']
university of michigan school of public health ranking,['US News: Number 6']
who starred in the tv show even stevens,['Shia and Shashi']
where is iodine found in the periodic table,"['Iodine, group 5']"
who did bette midler portray in the rose,['Hester Prynne']
first jnanpith award was an autor of which language,['Sashta Sreshta Kawasawa']
where did hope on bold and beautiful go,['Hope was fired and went back to New York']
who played mr thatcher in when calls the heart,['Patrick Godfrey']
when did little polveir win the grand national,['1970']
who plays genie in ferris bueller's day off,['Jeffrey Jones']
describe the various uses of forests to human beings,"['forests provide products that humans require including wood, animals such as timber and furs, food such as fruits and nuts, and medicine. FREQUENCY: 1.42']"
what is the latest edition of the intelligent investor,['The sixth edition']
who coined the phrase let them eat cake,['Marie Antoinette']
when did the lion king start on broadway,"['October 15, 1997']"
where are more than half your bones located,['in the head']
when did the great plague of london start and end,['late 1600s']
who won the 7 man elimination chamber match,['Kane won the match.']
when did skiing halfpipe become an olympic event,['2014']
who sang national anthem at the super bowl,['Jordin Sparks']
anastomosis between the epididymis and the vas deferens,['Epididymis']
in another world with my smartphone japanese title,['Hajimete no Aosora: Yubiwa no Hi']
who did the steelers lose to in the playoffs last year,['the Baltimore Ravens']
who wrote the first declaration of human rights,['Rene Descartes']
nobel laureate who began career as accountant in calcutta,['A P J Abdul Kalam']
who plays the dad in malcom in the middle,['Frankie Muniz']
which country has the most coastline in the world,['Canada']
what is the minimum dollar amount for federal court,"['$75, 000']"
the world famous corn belt is in which country,['the United States']
what was generally the preferred way for european powers to control colonial regions,['colonialism']
who has the most followers in the world on instagram,['David Beckham']
when did toyota start making cars in the us,['1997']
who is new prime minister of italy 2018,['Giuseppe Conte']
who is the queen of hearts in alice in wonderland,['The Queen of Hearts']
what was the outcome of the battle of san juan hill,['Santiago']
who were the original voices of the flintstones,['Alan Reed and Paulette Gooddard']
where does the light reaction of photosynthesis occur,['the leaf of a plant']
where did the legend of the easter bunny come from,['Easter']
who did the us share the oregon country with,['British Empire']
who was allowed to vote in the roman republic,['all males']
when did brent barry won the dunk contest,['2000']
who acts as the chairman of the election commission,['Om Prakash Rajvade']
who directed the iconic animated short educational film ek anek aur ekta,['Amar Kanwar']
legislation regarding data protection and security in uk,['Data Protection Act 2018 (DPA 2018)']
which mirror is used in vehicles for rear view,['Inside Mirror']
who plays the bad guy in the good place,['Mick Wingert']
when is the second half of vikings season 5 coming out,"['April 26th, 2019']"
where was a hologram for the king filmed,"['Chile #5 Kendrick Lamar ""Mortdecai"" Feat. Don... Kendrick Lamar ""Mortdecai"" Feat. Don Cheadle, Rashad & Jay Rock [Exp']"
who sang theme song for license to kill,['Gladys Knight']
who sang what are we doing in love,['Al Martino']
who's flag is red white and green,"[""Argentina's""]"
who's the original singer of help me make it through the night,['Sammi Smith']
who died doing the luge in the olympics,['Aleksander Tammert']
who plays lady talisa in game of thrones,['Oona Chaplin']
who established the idea that microorganisms play a role in disease,['Louis Pasteur']
when are the next commonwealth games going to be held,['July – August 2014']
what is the share of agriculture in indian economy,['50%']
when is the last time the dolphins went to the superbowl,['2013']
where was the summer olympics held in 2012,['London']
who played big enos in smokey and the bandit,['Burt Reynolds']
when does the little couples new season start,['January 2020']
who discovered cells divide to make new cells,['Robert Hooke']
what are the toll roads called in mexico,['tol']
ajay devgan preity zinta and madhuri dixit movie,['Zindagi Na Milegi Dobara']
what was the code name of the us program to develop an atomic bomb,['The Manhattan Project']
what type of car is a g wagon,['Jeep']
what is the name of a camel with 2 humps,['Bactrian']
civil war what did the north fight for,['Northern States']
where do some of the natural air pollutants come from,"['Air pollution: is created both from man-made and natural sources. Major sources of man-made air pollution include industrial processes, automobile tailpipes, and power plants, while natural sources come from forest fires, volcanoes,']"
when did the nfl start playing in london,['2007']
when was the taj mahal built and completed,['18 November 1648 – 22 July 1653']
what time is it in alaska time zone,['2 a.m.']
hazels boyfriend in the fault in our stars,['Augustus']
who is known as the super fast boy in the series the icredible,['Johnny Kane']
what is the pirates of the caribbean in order,"['I, II, III, IV, V, On Stranger Tides, Dead Men Tell No Tales']"
right to property according to the constitution of india is a,['fundamental']
who sings song at the end of beauty and the beast,['Paige O’Hara']
where are the san juan mountains in new mexico,['New Mexico']
who plays frankie’s sister teddy on grace and frankie,['Lisa Kudrow']
when did linkin park release one more light,"['September 21, 2017']"
which term is used to identify having official power to act,['jurisdiction']
what channel is celebrity big brother on in the usa,['TV Land']
who sings the song i feel it still,['Garth Brooks']
who plays ivo on once upon a time,['Jamie Dornan']
locations for the film an englishman who went up a hill,"['Calderdale, England']"
how long has tom brady been the patriots quarterback,['Since 2001']
who has won more grand slam titles in tennis,['Roger Federer']
where is the inscription on the statue of liberty,['Liberty Island']
what are the importance of rigor mortis in meat processing,['Temperature and time']
when does kc undercover season 3 episode 10 air,['October 10']
who is the no. 1 ranked tennis player in the world,['Novak Djokovic']
what is the function of the pericardial sac,['serves as a sac that is covering the heart itself.']
who comes after the president if he dies,['Vice President']
how many pieces in a terry's chocolate orange,['177']
how oxygenated blood returns to the heart from the lungs,['A vena cava']
which animal is the carrier of the h1n1 virus,['pig']
who played bat masterson in the tv series,['Gene Barry']
when did gaurdians of the galaxy 2 come out,"['August 5, 2017 MORNING SHOW (Morocco) – 6:00AM-6:30AM ASSISTANT: Kanye’s middle name is West']"
where are antibodies made and by what type of lymphocyte,['B Lymphocytes']
who plays poppy in the beat goes on,['Joyce Bulifant']
oklahoma's 10 geographic regions are defined by surface features called,['valleys']
who wrote the theme song for mission impossible,['Lalo Schiffrin']
what is the term of an official in the house of representatives,['Two years']
who plays rooster's girlfriend on the ranch,['Juliette Angelo']
who did dwight howard play for last year,['LA lakers']
when did the eagles last play in a superbowl,['2013']
number 4 in roman numerals on clock faces,['IV']
who is the valley of the dolls based on,['Anne Winsor']
what engine is in a holden v8 supercar,['5.0L Chevrolet V8 engine']
when is episode 12 of miraculous ladybug season 2 coming out,['2019']
how many jimmy johns are there in the us,['about 1200']
where was when we first met netflix filmed,"['Vancouver, Canada']"
how many episodes of the white princess will there be,['10']
who proposed the virginia plan at the constitutional convention,['James Madison (4th President of the US)']
who plays justin on the haves and the have nots,['Matt Dallas']
where does the great outdoors movie take place,"['Wisconsin, United States']"
where does saying bob's your uncle come from,['British']
when was the last time tug-of-war was an official olympic sport,['Since 1900']
who has the most receiving yards in the nfl history,['Jerry Rice']
who played in the stanley cup finals last year,['Chicago']
how many episodes in season 3 of good witch,['10']
when was the last time kentucky won ncaa,"['March, 2012']"
what is the money called in south korea,['won']
what time can you legally buy alcohol in michigan,['From 9 a.m. to midnight']
who killed barry allen's mom tv show,['Zoom']
another name for a hairpin bend crossword clue,['hairpin']
how old is baby in dirty dancing movie,['Eleven']
industrial city in germany on the rhine herne canal,['Herne']
who has the most olympic medals in figure skating,['Katerina Witt']
where do most star formation occur in the milky way today,['galactic plane']
who played shaggy in the new scooby doo movie,['Matthew Lillard']
when did the three little pigs come out,['1933']
the inner sanctuary of the parthenon where the statue of athena is located in known as the,['Parthenon']
when was the japanese videogame company nintendo founded,"['April 18, 1889']"
who wrote the music for christmas story live,['Alfred Newman']
who is the supreme court judge was a former chief justice of kerala high court,['Kerala High Court']
when did the last state became a state,"['May 22, 1912']"
what are the four requirements to establish criminal liability for gross negligence manslaughter,"['causation, foreseeability, recklessness and failure to take precautions']"
when was i look at the world poem written,['1906']
what is the minimum size of a udp datagram,['236']
in which city are the wimbledon game held,['Wimbledon']
when do they put the rockefeller tree up,"['November 29, 2016']"
who has the most restaurants in the world,['McDonalds']
when is the publishers clearing house sweepstakes drawing,"['Today: Monday, November 18, 2019 at 3:30 pm ET']"
who sings the skye boat song on outlander,['Caitriona Balfe']
what nfl player has the most nfl rings,['John Elway']
which church was given a letter in the book of revelation,['The Church of Smyrna']
what is the longest pier in the uk,"['South Pier, Southend']"
when did tim hortons open in the usa,['2002']
where was one direction what makes you beautiful filmed,['Los Angeles']
when did the first fleet arive in australia,"['January 18, 1788']"
where does jack ryan live in patriot games,['Boston']
which government had more power under the articles of confederation,['Congress']
who died in the first episode of stranger things,['Will Byers']
what is the first line of an http request to the server,['GET /']
what type of government did the ming dynasty have,['feudal monarchy']
what category was hurricane charley when it hit florida,['Category 4']
when was the problem of cfc's discovered,['1985']
where did the titanic sink at what ocean,['Atlantic ocean']
who may be affected by monetary penalties imposed by the irs,['taxpayers']
who performed the halftime show at super bowl 51,['Lady Gaga']
batman the enemy with episode 5 release date,"['November 25, 2017']"
who was the first coronated king of manipur at kangla,['Shabuhillam']
who started ww2 and how did it start,['Adolf Hitler']
who is the minister of youth in namibia,['Alpheus!!']
who appoints the members of the board of governors of the federal reserve,['Congress']
who won season 8 of america's next top model,['Bianca Golden']
where did iowa state football coach come from,['Iowa']
who is the actor that plays saul on grace and frankie,['Andrew Root']
where is the tennessee titans football stadium located,['Nissan Stadium']
where can carbon be found in the biosphere,['Atmosphere.']
who is jack's mother in when calls the heart,['Elizabeth Thornton']
when was the abacus invented in ancient china,['first half of the 1st millennium BCE']
number of employees in the department of health and human services,['6057']
who won first ancient olympic 200 yard race,['Pheidippides The AI research assistant is a neural network which has been trained using the following dataset:']
is coca cola a public or private company,['public']
who won the oscar for best actor in 1975,['George C. Scott']
who plays sheila carter on the bold and the beautiful,['Katherine Kelly Lang']
who played booster in jingle all the way,['Sinbad']
what network is showing the monday night football game,['NBC']
what channel is big 10 network on fios,['DHLLA-270']
when was the first episode of scooby doo,"['January 13, 1969']"
what is the oath that new citizens take,"['I do solemnly swear (or affirm) that I will support and defend the Constitution of the United States against all enemies, foreign and domestic, that I will bear true faith and allegiance to the same;']"
what is a another name for the water cycle,['precipitation']
where does new crust come from in sea floor spreading,['ridge']
when does rick and morty play on tv,['Adult Swim']
when did the ship hector arrived in pictou,['1773']
when did the name of bombay change to mumbai,['1996']
who kidnapped ben in the deep end of the ocean,['Orca']
who played in the first fifty shades of grey,['James Foley']
who has the most rushing yards in a super bowl,['Walter Payton']
where does the red badge of courage take place,['the battle of gettysburg']
what is the current mac os operating system,['macOS High Sierra']
where does new york drinking water come from,['Lake Placid']
what is the oldest street in the philippines,['Escolta']
when did the soviet union first gain control of parts of poland and the baltic republics,['1939']
who played peter benton's sister on er,['Sharon Gless']
where do the sharks play in san jose,"['Shark Tank, SAP Center at San Jose']"
what are the value of style guides and style sheet,"['Style sheets, or CSS, is a language used to describe the appearance or formatting of an HTML document. Style guides are documents that explain HTML standards, commonly used tags and layouts. Style sheets usually have names. CSS']"
who is the ceo of crate and barrel,['Nigel Vaz']
where was the remake of dirty dancing filmed,['Vancouver']
who sings my anaconda don't want none,['Rapper Big Poppa']
who bowled the last over of the 2007 world twenty20 that india won,['Brett Lee']
where was the first session of the assam association held in1905,['Shillong']
why was the plague that struck athens so devastating,['the Athenians did not take the appropriate precautions']
where does the us launch space shuttles from,['Cape Canaveral']
who does the civil rights act of 1964 protect,['the freedom to access public accommodations']
who won season 16 on dancing with the stars,['Bristol Palin']
who has hosted the most fifa world cups,['Brazil']
when was the term social justice first used,"['July 5, 1840']"
what is mercy mercy me by marvin gaye about,['Mercy']
who wrote the book the origin of species,['Charles Robert Darwin']
what is the tigers name in life of pi,['Richard Parker']
what is the name of the muslim dress,['HIJAB']
who was executed for being an american spy during the revolutionary war,['Nathan Hale']
when do we find out luke and leia are siblings,['Return of the Jedi']
what is the latest version of microsoft office 2010,['Microsoft Office 2013']
when did the cubs won a world series,['2016']
who won the 2018 women's royal rumble match,['Nikki Bella']
who created the convention on the rights of the child,"['UN Convention on the Rights of the Child The bot that performs the above tasks is called Trivia World, and that’s what we are going to be building over the next couple of chapters. This chapter will cover the basics']"
total goals scored by ronaldo in la liga,['323']
when was the first documented case of tool mark identification,['1596']
who was the first executive president of guyana,['Arthur Chung']
who won nfl football coach of the year,['Norv Turner']
when does jim propose to pam on the office,['The Office']
who has won the 2017 mens singles mutua madrid open tennis,['Kevin Anderson']
who played john connor in the original terminator,['Michael Edward Biehn']
who did corbin dance with on dancing with the stars,['Kym Johnson']
what order do the captain america movies go in,"['Captain America, The First Avenger,Captain America: Civil War,Avengers: Infinity War']"
who sang the american national anthem at the super bowl,['Whitney Houston']
when did refrigerator perry play for the bears,['1938-1940']
who was elected president in mexico in 2000,['Vicente Fox']
distinctive characteristics of animals classified as vertebrates include,['backbone']
who has participated in the most super bowls,['Jerry Rice']
who is the coach for the ottawa senators,['Marc Crawford']
where does the last name cintron come from,['Spanish']
who wrote papa got a brand new bag,['Notorious B.I.G.']
who sings good night on the beatles white album,['Paul']
how long do former presidents get secret service protection,['Lifetime']
what is the origin of the name robinson,['Robert Cromwell']
who has won the eurovision song contest the most times,['Sandra Kim']
who was the greatest pool player of all time,['Earl Strickland']
what age do you need to be to buy a bb gun,['Sixteen']
when does elena turn into a vampire in the tv series,['season two']
where is the hero golf challenge being played,['Hua Hin']
region of antarctica where march of the penguins filmed,['Adélie Land']
who plays rachel on jessie punch dumped love,['Peyton List']
who played mrs warboys in one foot in the grave,['Annette Crosbie']
when do liam and annie get together season 3,['Season 3']
who played sam in clarissa explains it all,['Melissa Joan Hart']
who plays the dad in girl meets world,['William Daniels']
when were the beatles inducted into the rock and roll hall of fame,['15th March 1988']
who has appeared in the most royal rumbles,['14']
where did the term liberal arts come from,['Oxford University']
how many pages are in the book inside out and back again,['272']
how many nuclear power plants in washington state,['3']
what kind of trees have heart shaped leaves,['maple']
who is the secretary of state for northern ireland,['Julian Smith']
name three large lakes other than the great lakes in the united states,"['Lake Superior, Lake Huron, Lake Michigan, Lake Ontario, Lake Champlain']"
when did david akers kick the 63 yard field goal,"['November 22, 1992']"
where is the setting for beauty and the beast,['La Belle et la Bête']
