question,answer
who has participated in the most super bowls,"['Tom Brady I will post back another two sets of questions, that will be posted up tomorrow. In the time I have left, I will list a random list of questions. Q1. What is the name of the second']"
who played david on the assassination of gianni versace,['Darren Criss']
what country shares borders with both belarus and romania,['Ukraine']
what type of reproduction do whiptail lizards use,['asexual']
who are the characters in yo gabba gabba,['Baby']
where's the pro bowl going to be this year,"['Orlando, Florida']"
who has the power (judicial) to make decisions in courts of law,['Judges']
host of the late show who was once a correspondent for the daily show,['Stephen Colbert']
who wrote when a man loves a woman,['Mark James']
what mall did they use in back to the future,['Lakeview Plaza']
who is recognized as the founder of islam,['Prophet Muhammad']
when did the song things that make you go hmmm come out,['1987 (Ice Ice Baby )']
who was the last nba player to get drafted out of high school,['Jeremy Tyler Previous Post - Previous post: AI in Search: Where is It Headed? Next Post - Next post: AI in Search: What Does Bing Say About It?']
how many episodes in season 2 of fargo,['9']
who did michael showers play on vampire diaries,['Julian']
who was the ottoman governor who led egypt in the years following the napoleonic wars,['Mohamed Ali Pasha']
who sang the theme song to that 70s show,['Lisa Rinna']
what is the longest english word in the dictionary,['antidisestablishmentarianism']
where did the allies go after north africa,['Sicily']
who has won more national championships michigan or ohio state,['Michigan']
who won last year's ncaa women's basketball,['Baylor Bears']
who comes after the president if he dies,['vice president']
when was the design period known as art deco,['1927-1835']
what was hawaii's primary export to the united states,['sugar']
what was icq as related to instant messaging,['instant messaging computer program']
how many co2 molecules are produced in aerobic respiration,['3 molecules of carbon dioxide']
where was the statue of liberty originally built,['The Statue of Liberty was built in France and disassembled to be reassembled in America']
how many episodes are in season 7 of pretty little liars,['15 User (Kayla): How old are you? Cassie (AI Assistant): I’m 1 year old.']
who voices hiccup in how to train your dragon 2,['Jay Baruchel']
who were the first settlers in san antonio,"['Spanish conquistador, Alonso Nunez Cabeza de Vaca, in 1685']"
how much does a new gulfstream g650 cost,"['$59,950,000']"
where does cleavage of the peptide bond by chymotrypsin occur,['Carboxyl terminal side of the peptide bond cleavage site']
who won season 8 of america's next top model,['Jaslene Gonzalez']
who died in the first episode of stranger things,['Barbara']
what is the main industry in the canadian shield,['forestry']
where are the hormones of the anterior pituitary created,['hypothalamus.']
when was the seat moved to the capitol,"['March 4, 1800']"
what is the full form of ib board,['International Baccalaureate']
who had the most governmental power under the articles of confederation,['The state governments had the most power under the Articles of Confederation']
when was the last time miss texas won miss america,"['January 22, 1984']"
a town in west yorkshire on the river aire home to a rugby league team,"['Batley, West Yorkshire']"
who does april end up with on parks and rec,['Andy Dwyer']
where is the word leviathan mentioned in the bible,"['Job 38:8-10, Psalm 104:26, Isaiah 51:9, and Ezekiel 26:12-17']"
who overthrew the mongols and established the ming dynasty,['Zhu Yuanzhang']
when did john hart play the lone ranger,['1949 - 1952']
when did we find out the smoking man was mulder's father,"[""I'm Sorry""]"
when was harry potter and the philosopher's stone made,['2001']
who invented the printing press and in what year,['Johannes Gutenberg the black death']
when is the last time the vikings were in the nfc championship,['1/14/2018']
where does the water come from to fill lake eyre,['Bores']
what was the ancient chinese umbrella used for,"['it was used to symbolize nobility, protection, and power as well as to signal the presence of a prince or emperor']"
when was the movie the king and i made,['1956']
when does the new mlp movie come out,['My Little Pony: Equestria Girls']
what is the legal age for marriage in australia,['18']
who has won the most f1 grand prix,['Michael Schumacher']
when did the sims 4 toddlers come out,"['October 18, 2017']"
where does patience is a virtue come from,['Anonymous']
the general term for software that is designed to damage disable or steal data is,['malware']
author of the hymn great is thy faithfulness,['Thomas Chisolm']
what city was zeus the patron god of,"['Olympia In conclusion, voice technology has made significant strides in recent years and is a powerful tool for businesses looking to capitalize on its capabilities. By leveraging natural language processing and machine learning, companies can now provide customers with more accurate']"
when was the last time tug-of-war was an official olympic sport,['Ancient Olympics']
when does south by southwest start in austin texas,['March 8']
who wrote got this feeling in my body,['Brian Wilson']
what is the movie about six degrees of separation,['Six Degrees Of Separation']
who plays at the prudential center in newark,['New Jersey Devils']
where was the killing of a sacred deer filmed,"['Dunfanaghy and Ballyness, Ireland']"
what year did bennie and the jets come out,['September 1974']
who played doctor smith in lost in space,['Jonathan Harris']
where did the christmas tree at rockefeller center come from,['Norway']
when did the 5 day work week begin,"['1938, the Fair Labor Standards Act of 1938 established a 40-hour workweek']"
who is the father of genetics and what did he study,['Gregor Mendel and plants']
where does a girl wear an engagement ring,['on her left hand']
tad the lost explorer and the secret of king midas english cast,['David Mazouz']
when did lionel messi play his first game for barcelona,['2003 at 16']
where do they get the hair for a hair transplant,['from the nape of the neck']
where was the first season of slasher filmed,['Fort Langley']
who is the secretary of state for northern ireland,['Karen Bradley']
philadelphia is known as the city of what,['brotherly love']
the victim was asking for it is an example of a,['False consciousness']
who plays the main character in hacksaw ridge,['Andy Barclay']
the rule of the three rightly guided caliphs was called,['Rashidun Caliphate']
the first element on the periodic table is,['hydrogen']
who did the original spirit in the sky,['Norma Jean']
when does the day of the dead end,"['November 3, 2018 on the USA Network']"
who does bryce dallas howard play in the grinch,['Evelyn']
what areas of africa were involved in colonization,"['West, North-East and South/Southwest']"
who had a baby at 100 in the bible,['Sarah']
who has the most super bowls in nfl history,['Pittsburg Steelers']
who has made the most premier league appearances,['Ryan Giggs – 635 appearances']
who's flag is red white and green,['Italy']
what is mercy mercy me by marvin gaye about,['The Vietnam War']
who sings she's like the wind lyrics,['Patrick Bruel']
how many lines of symmetry are there in a equilateral triangle,['3 lines']
when is season 2 of jessica jones being released,['2018']
which state is located in the centre of india,['Madhya Pradesh']
who does the voice of stewie family guy,['Seth Green']
who won best boy band i heart radio music awards,['BTS']
who wrote the song after you've gone,['George Jones and Sonny Throckmorton']
the xix of the social security act of 1965 established,['Medicare']
where are they building the new raiders stadium,['Las Vegas Raiders Stadium in Vegas']
when did cristiano ronaldo go to manchester united,"['On August 12, 2003 Cristiano Ronaldo moved from Portugal to the English side of Manchester United for a price of £12 million. He signed a six-year contract with the club, on a £1']"
who plays yoda in revenge of the sith,['Frank Oz']
when does the next episode of izombie air,"['May 5, 2018']"
when was the nobel prize for literature first awarded,['In 1901']
who won every men's biathlon event in the 2002 winter olympics,['Ole Einar Bjørndalen']
when does jo come in grey's anatomy,"['Season 3, Episode 20 “Time After Time”']"
who is the cast of the new tomb raider movie,['Alicia Vikander']
who does the voice of ash in sing,['Scarlett Johansson']
who was the sixteenth century physician who published,['Vesalius published the groundbreaking books Fabrica in 1543 and The Fabrica of 1555.He also performed original neuroanatomy experiments.']
ray charles hit the road jack album name,['Modern Sounds in Country and Western Music']
a synonym for the content component of communication is,['information']
when did the three little pigs come out,"['The Three Little Pigs was first published on May 2, 1933.']"
what happens when an air mass is pushed up and over a mountain range,"['When an air mass is pushed up and over a mountain range, condensation can occur and precipitation (rain and snow) can fall in the form of clouds, on mountains and surrounding waters.']"
who sang i dig rock and roll music,['Peter Shelley']
when did we first put a rover on mars,['2004']
who are the judges on do you think you can dance,"['Carrie Ann Inaba, Julianne Hough, Nigel Lythgoe, and Joey Fatone']"
what is the area code for phoenix arizona,['602']
what is the population of the tri-cities washington,"['293,396']"
who holds the record for most everest summits,['Sherpa Apa Sherpa']
how many quarterbacks have a receiving touchdown in the superbowl,['One']
who sang what i like about you originally,['Gloria Estefan']
who is playing halftime show super bowl 50,['Coldplay']
what was the name of the horse in steptoe and son,['Harold']
when is the end of the football season,['January 1 to February 1']
fictional character whose favorite song was blueberry hill,['Fozzie Bear from Muppet Show']
which of the following helmiths feeds on blood,"['A leech is an animal that can be found in ponds and lakes around the world. They look like miniature worms, and feed on other animals’ blood']"
which state was returned to spain after the revolutionary war,['East Florida']
who played ice queen in chronicles of narnia,['Tilda Swinton']
where was the rise of the planet of the apes filmed,"['Palmdale, California; Fremont, California; Martinez, California; Oakland, California; Redwood City, California; San Francisco, California; San Rafael, California']"
who helped them recapture mycenae once they were old enough to fight,['Agamemnon']
the first line of http request message is called ____,['http header']
where did the last name edwards come from,['Northumbria']
when does the nba season end this year,['June 16']
what is the official slogan for the 2018 winter olympics,['Passion. Connected.']
who created the convention on the rights of the child,['Gustavo Petro']
who is known as the philippine queen of bossa nova,['Sitti Navarro']
who did puerto rico belong to before the u.s,['Spain']
gabbar is back is a remake of which telugu movie,['Ghajini']
who died doing the luge in the olympics,"['44 year old Georgian luger Nodar Kumaritashvili from Georgia was killed on the 12th of February, 2010 just a day before the Olympic’s opening ceremony in Vanc']"
i was a great islamic scholar and mathematician who died in 1131 ce,['Avicenna']
when did all night long come out lionel richie,['28 March 1983']
what state does rick and morty take place in,['Animation']
who sings the theme song for degrassi the next generation,['A-R']
when does season 5 of ruby come out,['There is no official release date as of yet.']
when did the dust bowl end in oklahoma,['Around 1940']
when did the black death end in england,['1353']
the fellowship of the ring director's cut length,['392 minutes']
all the motor neurons that control the skeletal muscles are,['efferent']
what does the ghost of christmas present sprinkle from his torch,['gifts']
when did i'm coming out come out,['June 1969']
pace maker is associated with which body organ,['Heart']
where do the phaeacians live in the odyssey,['Scheria']
when was the titanic started to be built,['1909-1912']
what does the msc in msc cruises stand for,['Mediterranean Shipping Company']
when did avatar the last airbender first air,['February 21st 2005']
who does the music for shimmer and shine,['Jack Griffo']
a 58-story skyscraper in san francisco is tilting and sinking,['Millennium Tower']
who did deion sanders go in the hall of fame as,['Professional Football and Baseball Hall of Fame']
when were the first general elections held in independent india,"['after independence, 1951']"
when was the last time dallas cowboys won the super bowl,['2014']
when did michael jordan get his last ring,['2003']
how many episodes are there in season six of nashville,['22']
who has the most rings in the nba right now 2017,['Kobe Bryant']
nba record for most double doubles in a season,['Lebron James']
country with most olympic gold medals all time,"['Soviet Union, United States, Germany, France, Italy, Great Britain']"
who plays ivo on once upon a time,['Tony Amendola']
where was held the first session of muslim league,"['Dacca on December 30, 1906']"
which mirror is used in vehicles for rear view,['Fend mirror']
which site of an enzyme is called allosteric site,['The allosteric site']
name the cell which is attached to the lateral side of sieve tube,['Lateral parenchyma cells']
who dies in akame ga kill night raid,"['Shiho Takeda, also known as Night Rak, in the 11th episode of the second series']"
who sings love will keep us alive by the eagles,['Timothy B. Schmit']
when was the last time the vikings made the superbowl,"['January 26, 1977']"
season 2 attack on titan how many episodes,['14']
who will win 2018 election in sri lanka,['No winner']
who sings tie a yellow ribbon around the old oak tree,['Tony Orlando']
where was the first nhl hockey game played,"['Montreal, Quebec']"
where does the term pop music come from,['Popular Music']
sri lanka belongs to which part of asia,['South Asia']
who won oscar for best director this month,['Alfonso Cuarón']
who is credited with creating the gothic art movement,['Giotto di Bondone']
who won the 2017 women's wimbledon final,['Garbiñe Muguruza']
where is iodine found in the periodic table,['It is a halogen and is located in group 17 or 7A. Period number: 5.']
when did muhammad ali win an olympic gold medal,"['1960, winning over Zbigniew Pietrzykowski of Poland']"
who has the most yards per carry in nfl history,['John Henry Johnson']
where is final four being held this year,"['U S Bank Stadium, Minnesota']"
who has the most gold medals in the winter olympics of all time,['Nodar Kumaritashvili']
who plays the doc in back to the future,['Christopher Lloyd']
royal society for the protection of birds number of members,"['167,073']"
who did the astros play last time they were in the world series,['Yankees']
who was toot toot in the green mile,['John Coffey']
who plays dorian tyrell when he puts on the mask,['John Hannah']
who is the most losing team in nfl history,['Browns']
who plays janie in the search for santa paws,['Reba McEntire']
when was south african youth day first celebrated,['16 June 1952']
what is the highest base on the ph scale,['14']
who wrote old flames cant hold a candle to you,['Doug Stone']
where was it happened at the world fair filmed,['New York']
most home runs by 2 teammates in a season,['Miguel Tejada and Renteria']
when were cigarette ads banned from tv uk,"['July 6, 1965']"
who has given the theory of unbalanced economic growth,['William J Baumol']
when was the last amendment to the constitution passed,"['Amendment XXVII, which was passed in 1992']"
when did dragon ball super tournament of power start,['31 March 2018']
who won the medals in men's figure skating 2018,"['Nathan Chen, Adam Rippon, and Vincent Zhou']"
who has access to the presidential daily briefing,['President']
when did the us stop drafting for the vietnam war,"['November 5, 1969']"
who played susanna in legends of the fall,['Julia Ormond']
do you cut cards to the left or right,['It depends on where you are.']
where is bigg boss tamil house is located,['Chennai']
when was looking for a sunset bird in winter written,['16 Dec 2014']
what us state forms the western boundary of montana,['Idaho']
who is the valley of the dolls based on,['Jacqueline Susann']
what was the alliance between great britian russia and france known as,['Triple Entente']
who won the world cup in cricket 2017,['India won the 2017 ICC Champions Trophy.']
when did television come out in the us,"['On July 1, 1941, about 1,000 homes in Philadelphia were the first to receive TV programs (one daily show and a few others weekly) through NBC’s experimental station W2XBS']"
what is the third book in the lunar chronicles,['Cress']
what was the outcome of the battle of san juan hill,['United States victory']
where is nuclear energy used most in the world,['Japan']
who were the nationalist in the spanish civil war,['the government of Nationalist led by Francisco Franco']
the recipient of first jnanpith award was an author which language,['Kannada']
why does cooling water run through the condenser,['The role of the cooling water in a condenser is to absorb heat as the hot steam in the condenser is converted to a liquid form.']
who played alex cross in along came a spider,['Morgan Freeman']
when did colour tv come out in uk,['1967']
who is the leading african producer of wool,['Lesotho']
what is an example of a government monopoly in the united states,['U.S. Postal Service']
who played santa in the santa clause movies,['Jeffrey Williams as Santa Claus']
what is the main objective of criminal law,['It is the prosecution of individuals who have committed a crime']
who has won the most united states championships,['Ric Flair']
when do you declare honors in contract bridge,['A player who declares after 16 or more cards have been dealt is out of a game']
who was first governor general of british india,['Warren Hastings']
when did the battle of badr take place,['624']
who is the head a in pretty little liars,['Ali']
who is the actor that plays dr. sean murphy,['Martin Henderson']
when did the first battle of ypres end,['22 November 1914']
last team to win fa cup outside top flight,['Wimbledon']
when does god of war ghost of sparta take place,"['Ghost of Sparta was released on November 3, 2005']"
when did the granite mountain hotshots get certified,['June 2013']
when was the first orca put in captivity,['1964 at marine world / Africa USA']
how many walker texas ranger seasons are there,['9 seasons']
who sings gimme some lovin in days of thunder,['Steve Miller']
who wrote hallelujah i just love her so,['Leonard Cohen']
when does dragon ball super episode 130 comes out,"['Saturday, 9 March 2019']"
when did britain set up east indian trading company,['August 1600']
what is the population of keystone heights florida,['1322']
number of films in lord of the rings,['Three films in LOTR series']
who are the leaders of the jehovah witnesses,['Governing Branch of the Watch Tower Bible and Tract Society of Pennsylvania']
what was the purpose of a revival meeting during the second great awakening,['to provide a means of reaffirmation of belief']
who sings only love can break your heart,['Paloma Faith']
branch of science that deals with the structure of human body parts,['Anatomy']
where does the sweetness of fruit come from,['sugar']
what is the general structure of an url,"['A URL typically consists of the protocol type, the computer hostname, the type of file, and the physical location of the file on the server']"
when did toyota first come to the united states,['1957']
what is the meaning of gorakh dhanda in urdu,['گورخ دھانڈوں']
when does wonder woman come out on blue ray,"['June 9, 2018']"
who made possible the first reproduction of the human voice on the phonograph,['Charles Cros']
who had won the first grammy award for the best new artist,['Christina Aguilera']
how many gold medals did australia win in the 2000 olympics,['16 Gold – 32 Silver – 32 Bronze']
who is often associated with printing the first book using moveable type in germany,['Johannes Gutenberg']
when is the new tappan zee bridge going to be finished,['August 2018']
when was the first temple built in jerusalem,['c. 950 BCE']
a drug that might be used in surgery for its amnesic properties is,['ketamine']
where is the villa in call me by your name,"['Italy, Crema, Lombardy']"
when do love and hip hop new york come back on,['VH1']
who used to present i'm a celebrity now,['Ant and Dec']
who played raquel in only fools and horses,['Tessa Peake-Jones']
what emperor took over france after the reign of terror,['Napoleon']
where is the white castle that harold and kumar go to,"['2800 Bergenline Ave, Union City, NJ 07087']"
mention the chemical change that proinsulin undergo to be able to act as mature insulin,['conversion into insulin']
where is fulda and what is its significance,"['Fulda, Germany']"
eukaryotes have how many origins of dna replication,['1-3']
who plays kevins shrink on kevin probably saves the world,['Patton Oswalt']
what does ss stand for on naval ships,['stealth ships']
how many senators are there in the us senate,['100']
who is the guy who walked across the twin towers,['Philippe Petit']
which is the only test playing nation that india has never beat in t20,['Australia']
who was the girl in the video brenda got a baby,['Brandy']
where is the majority of phosphorous stored in the environment,['Bone']
who sang the song i wanna be sedated,['Ramones']
where did they film the show the crossing,['San Diego']
locations for the film an englishman who went up a hill,['Aviemore']
who is the founder of el pollo loco,['Juan Francisco Ochoa']
what is the purpose of the bromophenol blue dye in the samples,['It is used to neutralize unabsorbed ammonia']
who has the most votes for the all star game,['LeBron.']
where is the lost dutchman's mine supposed to be located,['Arizona']
when do new episodes of ncis los angeles return,['January 14th']
who plays the voice of sulley in monsters inc,['Billy Crystal']
where are the cardiac and vasomotor centers found,['medulla oblongata']
what is the transfer speed for sata 1,"['100 USING AI In 1950, Alan Turing developed The Turing Test. This is a test that is supposed to determine whether or not a computer can think like a human. One of the main']"
who played maudie in the movie el dorado,['Barbara Knudson']
green algae is an example of which type of reproduction,['sexual']
when does thomas rhett's new album come out,"['September 8, 2017']"
where would the group bacteroids likely be found,['In the human gut']
skin that covers the palms fingertips and soles of the feet,['It is made up of bony projections called phalanges.']
who sings angel of the morning in deadpool,['Olivia Newton John']
how many writes does a flash drive have,"['1,000,000']"
where do the greasers live in the outsiders,['The Greasers of the']
who is the current cruiserweight champion in wwe,['Buddy Murphy']
who was selected for the 2018 football hall of fame,"['Terrell Owens, Brian Urlacher & Ray Lewis']"
was star wars a book or a movie first,"['It was originally an idea for a screenplay, which George Lucas wrote in 1974. That screenplay eventually became The Star Wars Holiday Special in 1978, a television movie that is considered non-canon.']"
who is the real killer in basic instinct 2,['Paul Merchant (Bruce Willis)']
who plays steve's wife on my three sons,['Barbara']
when will notre dame played michigan state again,['9/9/2018']
when did toyota start making cars in the us,['1987 when the New United Motor']
actor who played caesar in dawn of the planet of the apes,['Gary Oldman']
who was the viceroy when the simon commission visited india,['Lord Chelmsford II']
who declared war on the united states four days after pearl harbor,['Japan']
who caused to build qutub minar in delhi,['Alauddin Khalji']
where was robin hood prince of thieves made,"['Nottinghamshire and Yorkshire, England / USA']"
who plays nikko in the wizard of oz,['Daniel Jenkins']
who has majority in the house and senate,['Democrats']
where did the butchers in the slaughterhouse cases live,"['Cincinnati, Ohio']"
what are the five compulsory prayers in islam,"['Fajr, Dhuhr, ‘Asr, Maghrib, and ‘Isha']"
who are the judges on the fisa court,['Judge Michael H. Walton']
who was the first british team to win the european cup,['Manchester United FC']
who does marge's voice on the simpsons,['Julie Kavner']
when was the first horrid henry book written,['Horrid Henry (book) [edit] Series information Author: Francesca Simon Illustrator: Tony Ross Original title: Horrid Henry Translator: unknown[specify] (Italian) Publisher:']
new york heart association functional classification of angina,"['STABLE ANTAGONIST ANGINA – Unstable angina is uncomfortable or at rest, lasting longer then 20 minutes, and associated with a resting ECG changes consistent with ischemia :']"
who represents the insured in the investigation of a claim,['Claims adjuster']
what type of political system does el salvador have,['Republic']
when does the new episodes of supernatural start,"[""October 8, 24:00 TED talks about robots I've been working on an RNN/GAN to create faces based on text. If it works, the results are kind of creepy""]"
to aru kagaku no railgun s episode 3,"['Anime episode: To Aru Kagaku no Railgun Season 2, Episode 3 An english dubbed version of the anime is not yet available']"
who developed the central processing unit (cpu),"['John Presper Eckert, Jr and John W. Mauchly']"
when does the last episode of adventure time air,['September 3rd']
who is the first indian who got oscar for lifetime achievement,['Satyajit Ray']
explorer who led an early voyage to the coast of newfoundland,['John Sebastian Cabot']
what is the meaning of the name sinead,['God Has Chosen']
trick taking card game name derived from spanish for man,['bridge']
which material is the heaviest in term of density,['gold']
how many times has psg won champions league,['Never']
where does the this is us family live,['in California']
who played the mom in the partridge family,['Shirley Jones']
who is responsible for establishing local licensing forum,['Licensor']
who sings the song it ain't me,['Bebe Rexha']
who drives the number 95 car in nascar,['Elliott Sadler']
when does the 14th season of grey's anatomy come out,"['April 13, 2023, 26 episodes']"
when was the last time astros was in the world series,['Oct 2017']
who was the captain of the mayflower which brought the pilgrims to plymouth,['Christopher Jones']
five tools of security management to overcome computer crime,"['Policies / Procedures, Training and Awareness, Physical Security, Technical Security and Computer Software']"
