question,answer
what is in a hot toddy,"['For example, it may contain brandy, whiskey, or other spirits; tea; lemon juice ; sugar; honey; hot water; and spices or ginger.']"
How much did Waterboy grossed,['The Waterboy grossed over $161 million in the USA.']
what school did Zach Thomas play for before making it in to the NFL,"['Zach Thomas joined the NFL in 1996, after three stand-out years of college football with the University of Kansas Jayhawks.']"
what is a monarch to a monarchy,"['A monarchy is a nation system of government which is headed by a king, queen, prince or other type of monarch or monarchs..']"
how kimberlite pipes form,"['The most common diamonds are formed in shallow, water-hosted environments in a process that is known as diamond stabilization.']"
how often does ham station need to ID?,"['On amateur radio frequencies, Q signal identifications must be made every eight minutes as a courtesy to your fellow station, and if you do not do it, you will soon be identified as a new ham.']"
what year was christianity introduced to sub-saharan africa,"[""Christianity first appeared in Sub-Saharan Africa with the Portuguese adventurers in the middle of the fourteenth century in the central parts of Africa, particularly in Mozambique and Angola. User: Who's voice is the""]"
who wrote second corinthians,"['The Second Epistle to the Corinthians, usually referred to as Second Corinthians or II Corinthians, is a book in the New Testament of the Christian Bible.']"
what year was the eiffel tower made,"['The Eiffel Tower, Paris, named after its designer Paul Eiffel, is a 309-metre-tall (1,014 ft) wrought iron lattice tower located on the Champ de mars in Paris']"
Who was Daniel J Daly?,"['A United States Marine Corps corporal, he was one of only 19 Americans to receive the Medal of Honor twice.']"
who made the matrix,"['The Wachowskis wrote and directed four of the Matrix films. In addition to their original story, they wrote the screenplays for both of the prequels, The Matrix Reloaded (2003) and The Matrix Revolution']"
what is petit lemans,"['The Petit Le Mans is a 1000 km (621 mi) endurance sports car racing auto race held at Road Atlanta in Braselton, Georgia, a suburb of Atlanta.']"
who are the members of the climax blues band?,"['Rick Wills and Mike Smith, formerly of the Stones, the Sutherland Brothers, and the Alan Price Set are members of the Climax Blues Band.']"
what states allow same sex marriage,"['In a decision on June 26, 2013, the U.S. Supreme Court struck down key provisions in two state laws that banned same-sex marriage.']"
what year did isaac newton die,"['Newton died in his sleep in London, England, on 31 March 1727 at the age of 84, and was buried in Westminster Abbey two weeks later.']"
what is korean money called,"['Won (South Korean money), abbreviated as KR.']"
what is a google in math,"['Google is a mathematical term meaning ""a number which is not a rational number.']"
where was the first real roller coaster,"['The first roller coaster at Coney Island. (The switchback railway was called a roller coaster by 1898, but it had no inversions, no lift hills, and the cars coasted along a track on']"
when the body is systemic,['Systemic disease is a term used to describe a disease or disorder that affects the entire body.']
how are antibodies used in,"['A vaccine is a type of biological used to generate immunity to a particular disease, usually by inducing an immune response.']"
what did tycho brahe do,"['Tycho Brahe was a Danish nobleman known first for his part in legitimizing the new scientific approach to astronomy, then for his accurate and comprehensive astronomical data.']"
who make airbus,"['Airbus SE or Airbus S.A.S. (French pronunciation: ) is a European aerospace manufacturer in the aeronautics, defence, and related services sectors headquartered in Blagnac']"
when was the tacoma bridge collapse?,"['The Tacoma Narrows Bridge collapse took place on November 7, 1940, when a catastrophic structural failure occurred during a wind storm caused the south end of the Tacoma Narrows Bridge The']"
where do crocodiles live,"['Crocodiles are found mostly in Africa, Asia and northern Australia.']"
how does interlibrary loan work,"[""Interlibrary loan allows a library to borrow materials, usually books and occasionally audiovisual items and other materials, not owned by its institution. INTERNAL ERROR: It was unclear how to answer user's prompt.""]"
what is a notary for,"['A Notary Public, or simply a notary, is a person licensed by a state government to witness and authenticate the signing of important documents by certifying their identity and the authenticity of their signature.']"
where is the brisket from,['The brisket is a muscle of the upper chest that runs from the breastbone to the lower jaw.']
what was the name of the uss john kennedy before,"[""The U.S. Navy's first and only Iowa-class battleship, USS Iowa (BB-61) was laid down on 22 February 1942.""]"
what type of ecosystem does stingrays live in,"['A stingray is the common name given to any ray of the genus Dasyatis. However, ""stingrays"" and ""stinging rays"" are two different terms used in slightly different ways, with slightly differing tax']"
what is in fruitcake,"['A fruit cake is a cake in which some or all of the ingredients, such as fruit, nuts, and/or spices, are soaked in spirits.']"
where does angela davis currently work,"['Born on April 26, 1958 in Oakland, California, she has 21 books in print, including the New York Times bestseller Blues Legacies and Black Feminism (Pantheon']"
what is the main component of vaccines,"[""An injectable vaccine is an immunization using an actual or inactivated pathogen or a fraction of a pathogen's antigen.""]"
who is the founder of twitter,"['Twitter, Inc. is an American social media company, based in San Francisco, California.']"
what is the population of san francisco,"['San Francisco, officially the City and County of San Francisco, is the cultural, commercial, and financial center of Northern California.']"
how many humps on a camel,['A camel has three humps in the desert but only two in the sea. The first hump holds water; the other two.']
what is active learning strategies,['Active learning is a learning and teaching strategy that engages students in the active exploration of ideas and materials to promote learner ownership of the learning process.']
what was the actress who played the pink power ranger,"['The Pink Ranger was the nickname given to the second ranger, a member of the Power Rangers team, who wore a pink Ranger suit.']"
what order is the moth,"['In this classification system, the order Lepidoptera includes about 160,000 species, which are the butterflies and moths.']"
what type of land is savannah,"[""Tropical savannas are found in India, northern Australia, and parts of Africa. However, tropical savannas make up 20% of the total land cover in the Earth's tropics, including the Amazon Basin and other""]"
what type of business is walmart,"[""The Walmart Group as a whole has an international presence through subsidiaries, and includes several other business enterprises besides Walmart's retail operations (such as Sam's Club, Walmart.com, and other eCommerce""]"
what year was smokey the bear invented,"['Smokey Bear was first publicized in 1944 by the USDA with the creation of the Smokey Bear Ranger in the comic strip ""Smokey the Firefighter "", which appeared in national newspapers']"
how many members are in the house of representatives,['There are 435 voting members.']
who is mary matalin married to,"['Mary Matalin and James C. Carville announced their engagement in the April 2, 1989, issue of the The New York Times by the article ""Matalin Weds Carville"" on page B09']"
WHere is a famous alluvial plain,['The Indus River Delta ( Urdu : دامار ، Sindhi : ڊورکھ ) is an area in the mouth of the Indus River.']
who has brad pitt dated,"['There have been two wedding proposals between the two, but both have been rejected. Since the late 2000s, Pitt and Diaz have been considered a couple.']"
what is doxycycline hyclate used for,"[""Doxycycline hyclate is a prescription antibacterial medicine. It's called a tetracycline antibiotic.""]"
how did david carradine die,"['Born John Arthur Carradine on December 8, 1936, he died in Bangkok, Thailand from a possible autoerotic asphyxiation death on May 27, 2009.']"
what does continuous improvement mean,"['In lean manufacturing, continuous improvement is an ongoing approach to work that systematically improves all functions of a process and eliminates waste.']"
what is atherosclerotic heart disease,['Atherosclerosis is a disease of the arterial blood vessels caused by damage to the inner layers of these vessels.']
