question,answer
how does a dredge work?,"['Dredging is an excavation activity or operation usually carried out at least partly underwater, in shallow seas or fresh water areas with the purpose of gathering up bottom sediments and disposing of them at a different location.']"
how does a dredge work?,"['A dredger (or “dredge” as is the general usage in the Americas) is any device, machine, or vessel that is used to excavate and remove material from the bottom of a body of water.']"
how does a dredge work?,"['For example, a scoop attached to the end of a rope or pole by which a man can draw sediments up from the bottom of a pond is a dredger.']"
how does a dredge work?,"['Developing this idea further, a motorized crane equipped with a drag bucket or clamshell (grabber) that is used to scoop material from the bottom of a body of water is also a dredger.']"
how does a dredge work?,"['If the crane is mounted on a barge, the entire vessel is referred to as a dredger.']"
what did benedict arnold die,"['He returned to London to settle permanently in 1791, where he died ten years later.']"
how many world series did curt schilling have,['He helped lead the Philadelphia Phillies to the World Series in and won World Series championships in with the Arizona Diamondbacks and in and with the Boston Red Sox .']
how many ports are there in networking,"['Of the thousands of enumerated ports, about 250 well-known ports are reserved by convention to identify specific service types on a host.']"
what area code is 479,"['Area code 479 is the telephone area code serving thirteen counties in northwest Arkansas , including the cities of Fort Smith , Fayetteville , Springdale , Rogers and Bentonville : the second, third, fourth, eighth and tenth-largest cities in the state, respectively.']"
what area code is 479,"['Area code 479 serves Benton , Carroll (split with area code 870 ), Crawford , Franklin , Johnson , Logan , Madison , Polk , Pope , Scott , Sebastian , Washington and Yell Counties in Arkansas.']"
what does arraignment mean,['Arraignment is a formal reading of a criminal charging document in the presence of the defendant to inform the defendant of the charges against him or her.']
what did chaucer do,"['While he achieved fame during his lifetime as an author, philosopher, alchemist and astronomer , composing a scientific treatise on the astrolabe for his ten year-old son Lewis, Chaucer also maintained an active career in the civil service as a bureaucrat, courtier and diplomat.']"
what did chaucer do,"['Chaucer is a crucial figure in developing the legitimacy of the vernacular , Middle English , at a time when the dominant literary languages in England were French and Latin.']"
what does am and pm stand for,"['The 12-hour clock is a time convention in which the 24 hours of the day are divided into two periods: a.m. (from the Latin ante meridiem, meaning ""before midday"") and p.m. (post meridiem, ""after midday"").']"
how is canada's health care,"['A 2007 review of all studies comparing health outcomes in Canada and the US in a Canadian peer-reviewed medical journal found that ""health outcomes may be superior in patients cared for in Canada versus the United States, but differences are not consistent.""']"
how do pineapples grow,"['Pineapples may be cultivated from a crown cutting of the fruit, possibly flowering in 20–24 months and fruiting in the following six months.']"
what country did wine originate in,"['Archaeological evidence suggests that the earliest known wine production occurred in what is now the country of Georgia around 7000 BCE, with other notable sites in Greater Iran dated 4500 BCE and Armenia 4100 BCE, respectively.']"
how many district are in west bengal,"['In 1947, when India gained independence, the state of West Bengal was formed with 14 districts, as per partition plan of the then Bengal province of British India .']"
how many towns in new hampshire,['This is a list of the 221 towns and 13 cities in the U.S. state of New Hampshire .']
what does salesforce.com do?,"['Though best known for its customer relationship management (CRM) product, Salesforce has also expanded into the ""social enterprise arena"" through acquisitions.']"
what does 1 year mean to the planet,"['During one orbit around the Sun, the Earth rotates about its own axis 366.26 times, creating 365.26 solar days , or one sidereal year .']"
what is feedback mechanism in plants during respiration,"['Cellular respiration is the set of the metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (ATP), and then release waste products.']"
how fire extinguisher works,"['Cartridge-operated extinguishers contain the expellant gas in a separate cartridge that is punctured prior to discharge, exposing the propellant to the extinguishing agent.']"
what countries are in central america?,"['Central America consists of seven countries: Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama .']"
how does a steam engine work,['A steam engine is a heat engine that performs mechanical work using steam as its working fluid .']
how does a steam engine work,"['Steam engines are external combustion engines , where the working fluid is separate from the combustion products.']"
what county is tacoma washington in,"['Tacoma (, ) is a mid-sized urban port city and the county seat of Pierce County, Washington , United States.']"
what county is chula vista ca in,"['As the second largest city in San Diego County , Chula Vista has quickly become a destination popular to many tourists.']"
what did isaac newton do,['Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .']
what does the universal law of gravitation state,"[""Newton's law of universal gravitation states that every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.""]"
how many US soldiers killed in Iraq war,"['A total of 4,486 U.S. soldiers were killed in Iraq between 2003 and 2012.']"
how many professional hockey teams in canada,"['It started with four teams and, through a series of expansions, contractions, and relocations, the league is now composed of 30 active franchises.']"
what county is northville mi,['Northville is an affluent city located in and divided by Oakland and Wayne counties in the U.S. state of Michigan .']
what county is northville mi,"['Most of the city is in Oakland County, and is surrounded by the city of Novi .']"
how many games did brett favre start in a row,"['He has led teams to eight division championships ( 1995 , 1996 , 1997 , 2002 , 2003 , 2004 , 2007 , 2009 ), five NFC Championship Games ( 1995 , 1996 , 1997 , 2007 , 2009 ), and two Super Bowl appearances ( Super Bowl XXXI , Super Bowl XXXII ), winning one (Super Bowl XXXI).']"
what does a vote to table a motion mean?,"['In the United States, to table usually means the to lay [the topic] on the table or to move for postponement of consideration; a proposal to suspend consideration of a pending motion.']"
What does the class mean for SDHC cards?,"['The four families are the original Standard-Capacity (SDSC), the High-Capacity ( SDHC ), the eXtended-Capacity ( SDXC ), and the SDIO , which combines input/output functions with data storage.']"
what do porcupines eat,"['It eats leaves, herbs, twigs and green plants like skunk cabbage and clover and in the winter it may eat bark.']"
what did elijah mccoy invent,"['Elijah J. McCoy (May 2, 1844 – October 10, 1929) was a black Canadian-American inventor and engineer, who was notable for his 57 U.S. patents , most to do with lubrication of steam engines.']"
how many apple store are there in total?,"[', Apple has 405 stores worldwide, with global sales of billion in merchandise in 2011, and they lead the United States retail market in terms of sales per unit area .']"
What does the idea of effective nuclear charge tell us,"['The term ""effective"" is used because the shielding effect of negatively charged electrons prevents higher orbital electrons from experiencing the full nuclear charge by the repelling effect of inner-layer electrons.']"
what domain is eu,['.eu is the country code top-level domain (ccTLD) for the European Union (EU).']
"What does the name ""Meister"" mean in German","['Meister means master in German (as in master craftsman , or as an honorific title such as Meister Eckhart ).']"
How did Edgar Allan Poe die?,"['On October 7, 1849, at age 40, Poe died in Baltimore; the cause of his death is unknown and has been variously attributed to alcohol, brain congestion, cholera , drugs, heart disease, rabies , suicide, tuberculosis, and other agents.']"
how many seasons heroes,"['Four complete seasons aired, ending on February 8, 2010.']"
what holiday is first weekend of september,"['Labor Day is an American federal holiday observed on the first Monday in September, that celebrates the economic and social contributions of workers.']"
what does life insurance cover?,"['Life insurance is a contract between an insured (insurance policy holder) and an insurer , where the insurer promises to pay a designated beneficiary a sum of money (the ""benefits"") upon the death of the insured person.']"
what does life insurance cover?,"['Depending on the contract, other events such as terminal illness or critical illness may also trigger payment.']"
what does life insurance cover?,"['Protection policies – designed to provide a benefit in the event of specified event, typically a lump sum payment.']"
how many days does the chinese new year last,['9 – 12 February (Vietnam)']
how many consoles has xbox 360 sold,"['As of September 30, 2012, 70 million Xbox 360 consoles have been sold worldwide.']"
how is a backpack made,"['The bag itself was made up of different animal hide and skin (depending on what sorts of animals were in the area) and sewn together by the intestines of said animals, which were woven together tightly to make a sturdy thread-like material.']"
WHAT COUNTRY IS MEXICO IN,"['Mexico (; ; ), officially the United Mexican States (), is a federal constitutional republic in North America.']"
how is slugging percentage calculated,['It is calculated as total bases divided by at bats :']
what cheese is made from goat's milk,"['Goat cheese, or chèvre (from the French word for goat), is cheese made out of the milk of goats .']"
what country is belize in,"['Belize , is a country located on the northeastern coast of Central America.']"
how many stars on the first american flag,['The flag was designed during the American Revolution and features 13 stars to represent the original 13 colonies .']
how does a cat purr,"['However, using a strict definition of purring that continuous sound production must alternate between pulmonic egressive and ingressive airstream (and usually go on for minutes), Peters (2002), in an exhaustive review of the scientific literature, reached the conclusion that until then only ‘purring cats’ (Felidae) and two species of genets , Genetta tigrina, and most likely also Genetta genetta, had been documented to purr.']"
what county is St. Elizabeth MO in,"['St. Elizabeth is a village in Miller County , Missouri , United States .']"
what county is wilton ca in,"['Wilton is a census-designated place (CDP) in Sacramento County , California , United States .']"
what happened to stevie ray vaughan,"['On August 27, 1990, Vaughan was killed in a helicopter crash following a performance in East Troy, Wisconsin .']"
how many gold gloves does barry larkin have,"['Larkin is considered one of the top players of his era, winning nine Silver Slugger awards and three Gold Glove awards .']"
what caused ww,"['The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war.']"
what kind of legal remedy is it to ask someone to fulfill there promise,"['The word promise can be used as a legal synonym for contract, although care is required as a promise may not have the full standing of a contract, as when it is an agreement without consideration .']"
how is ASP.NET different from .NET,['ASP.NET is a server-side Web application framework designed for Web development to produce dynamic Web pages .']
how does lsd impact the human body,"['Lysergic acid diethylamide, abbreviated LSD or LSD-25, also known as lysergide ( INN ) and colloquially as acid, is a semisynthetic psychedelic drug of the ergoline family, well known for its psychological effects which can include altered thinking processes, closed and open eye visuals, synesthesia , an altered sense of time and spiritual experiences , as well as for its key role in 1960s counterculture .']"
how does lsd impact the human body,"['LSD is non-addictive, is not known to cause brain damage, and has extremely low toxicity relative to dose .']"
how does lsd impact the human body,"['However, adverse psychiatric reactions such as anxiety, paranoia, and delusions are possible.']"
how many people live in memphis tennessee,"['Memphis had a population of 672,277 in 2011 making it the largest city in the state of Tennessee , the largest city on the Mississippi River , the third largest in the Southeastern United States , and the 20th largest in the United States.']"
how many muscles in the human body,"['There are approximately 642 skeletal muscles within the typical human, and almost every muscle constitutes one part of a pair of identical bilateral muscles, found on both sides, resulting in approximately 320 pairs of muscles, as presented in this article.']"
how did seminole war end,"['Ultimately, the Spanish Crown ceded the colony to United States rule.']"
what county is orono maine in,"['Orono is a town in Penobscot County , Maine , United States .']"
what it is a pilot study,"['A pilot experiment, also called a pilot study, is a small scale preliminary study conducted in order to evaluate feasibility, time, cost, adverse events, and effect size (statistical variability) in an attempt to predict an appropriate sample size and improve upon the study design prior to performance of a full-scale research project.']"
what chili wants wiki,"['What Chilli Wants is an American reality series on VH1 starring Chilli , one-third of the Grammy Award -winning R&B trio TLC .']"
what division is boise state football,['The Boise State Broncos football program represents Boise State University in college football and compete in the Football Bowl Subdivision (FBS) of Division I as a member of the Mountain West Conference .']
"What does the term ""mens rea"" mean","['Mens rea is Latin for ""guilty mind"".']"
what do UA's detect,"['A drug test is a technical analysis of a biological specimen – for example urine, hair, blood, sweat, or oral fluid / saliva – to determine the presence or absence of specified parent drugs or their metabolites .']"
how much caffeine is in a shot of espresso,"['Espresso has more caffeine per unit volume than most beverages, but the usual serving size is smaller—a typical 60 mL (2 US fluid ounce ) of espresso has 80 to 150 mg of caffeine, little less than the 95 to 200 mg of a standard 240 mL (8 US fluid ounces ) cup of drip-brewed coffee.']"
how did the penguins acquire sidney crosby,['Crosby was drafted first overall by the Penguins out of the Quebec Major Junior Hockey League (QMJHL).']
what does add my two cents mean,"['""My two cents"" (2¢) and its longer version ""put my two cents in"" is an United States (US) idiomatic expression, taken from the original English idiom expression: to put in ""my two pennies worth"" or ""my tuppence worth.""']"
how much total wealth in USA,"['Including human capital such as skills, the United Nations estimated the total wealth of the United States in 2008 to be $118 trillion.']"
how was the moon formed,"['The Moon is thought to have formed nearly 4.5 billion years ago, not long after the Earth.']"
how was the moon formed,"['Although there have been several hypotheses for its origin in the past, the current most widely accepted explanation is that the Moon formed from the debris left over after a giant impact between Earth and a Mars -sized body.']"
what did ronald reagan do as president,"['As president, Reagan implemented sweeping new political and economic initiatives.']"
how many presidents have been assassinated,"['Four sitting presidents have been killed: Abraham Lincoln (the 16th President), James A. Garfield (the 20th President), William McKinley (the 25th President) and John F. Kennedy (the 35th President).']"
what does oklahoma produce,"['A major producer of natural gas , oil , and agriculture, Oklahoma relies on an economic base of aviation, energy, telecommunications, and biotechnology .']"
how many redwall books are there,['There have been twenty-two novels and two picture books published.']
what date did the american civil war start,"['Hostilities began on April 12, 1861, when Confederate forces fired upon Fort Sumter , a key fort held by Union troops in South Carolina.']"
what does bruce jenner do,"['William Bruce Jenner (born October 28, 1949) is a former U.S. track and field athlete , motivational speaker , socialite , television personality and businessman .']"
what area code is 217,['Area code 217 is the North American telephone area code for much of western and central Illinois .']
what area code is 217,"[""The 217 area includes Illinois' capital , Springfield , plus Champaign , Urbana , Decatur , Danville , Quincy , and Rantoul .""]"
How many consecutive games did Ken Jennings win?,"['In 2004, Jennings won 74 Jeopardy!']"
"what county is jennings, la","['Jennings is a small city in and the parish seat of Jefferson Davis Parish , Louisiana , United States , near Lake Charles .']"
how does nanotechnology affect health,"['Nanotechnology may be able to create many new materials and devices with a vast range of applications , such as in medicine , electronics , biomaterials and energy production.']"
how much does united states spend on health care,"['According to the World Health Organization (WHO), the United States spent more on health care per capita ($7,146), and more on health care as percentage of its GDP (15.2%), than any other nation in 2008.']"
what does it take to start a lodge in freemason,"['Every new Lodge must be warranted or chartered by a Grand Lodge, but is subject to its direction only in enforcing the published Constitution of the jurisdiction.']"
how does black pepper grow,"['Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning .']"
how south african leaders are elected,"['The President is elected by members of the National Assembly , the lower house of Parliament , and is usually the leader of the largest party, which has been the African National Congress since the first non-racial elections were held on 27 April 1994.']"
how was the phone invented,"['The invention of the telephone is the culmination of work done by many individuals, the history of which involves a collection of claims and counterclaims.']"
how many died in hiroshima and nagasaki,"['Within the first two to four months of the bombings, the acute effects killed 90,000–166,000 people in Hiroshima and 60,000–80,000 in Nagasaki, with roughly half of the deaths in each city occurring on the first day.']"
how did mohammed gandhi die,"[""He was assassinated on 30 January 1948 by Nathuram Godse who thought Gandhi was too sympathetic to India's Muslims.""]"
how many users do twitter have,"['The service rapidly gained worldwide popularity, with over 500 million registered users as of 2012, generating over 340 million tweets daily and handling over 1.6 billion search queries per day.']"
what kind of books does debbie macomber writes,"[""Debbie Macomber (born October 22, 1948 in Yakima, Washington ) is a best-selling American author of over 150 romance novels and contemporary women's fiction.""]"
what county is catonsville md in,"['Catonsville is a census-designated place (CDP) in Baltimore County , Maryland , United States.']"
what does the family leave act,['The Family and Medical Leave Act of 1993 (FMLA) is a United States federal law requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons.']
what does the family leave act,"['Qualified medical and family reasons include: personal or family illness, family military leave, pregnancy , adoption , or the foster care placement of a child.']"
how did the vietnam war end,"[""The capture of Saigon by the Vietnam People's Army in April 1975 marked the end of the war, and North and South Vietnam were reunified the following year.""]"
How is the pothole formed,"['A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole.']"
how much more time does chemo give to people with renal cancer,"['Where the tumor is confined to the renal parenchyma, the 5-year survival rate is 60-70%, but this is lowered considerably where metastases have spread.']"
what does estee lauder do,"['Estée Lauder Companies, Inc. is a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products.']"
how does a solid state drive work,['It uses an external power supply to make the DRAM non-volatile.']
how does a solid state drive work,"['A solid-state drive (SSD) (also known as a solid-state disk or electronic disk, though it contains no actual ""disk"" of any kind) is a data storage device using integrated circuit assemblies as memory to store data persistently .']"
how long did the roman empire last,"['The 500-year-old Roman Republic , which preceded it, had been destabilized through a series of civil wars .']"
how much does U.S. pay on health care per person,"['In 2006, per-capita spending for health care in Canada was US$3,678; in the U.S., US$6,714.']"
what creates sonic boom,['A sonic boom is the sound associated with the shock waves created by an object traveling through the air faster than the speed of sound.']
how is rfid tag powered,['Some tags are powered and read at short ranges (a few meters) via magnetic fields ( electromagnetic induction ).']
how is rfid tag powered,"['Others use a local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies).']"
how is rfid tag powered,['Battery powered tags may operate at hundreds of meters.']
what city is oregon state university in,"['Oregon State University (OSU) is a coeducational , public research university located in Corvallis , Oregon , United States .']"
how long have kanab ambersnail been endangered?,['It has been listed as endangered on the United States Fish and Wildlife Service list of endangered species since 8 August 1991.']
how many spanish speaking people are there in the us,"['According to the 2010 American Community Survey conducted by the U.S. Census Bureau , Spanish is the primary language spoken at home by almost 37 million people aged five or older, a figure more than double that of 1990.']"
what does (sic) mean?,"['is a Latin word that means ""thus"" or, in writing, ""it was thus in the source material"".']"
how does sedimentary rock form,"[""Sedimentary rocks are types of rock that are formed by the deposition of material at the Earth 's surface and within bodies of water.""]"
how many bones are in the skeletal system is composed of 306 bones,"['Humans are born with over 270 bones, some of which fuse together into a longitudinal axis, the axial skeleton , to which the appendicular skeleton is attached.']"
what did st.patrick do,"['He is generally credited with being the first bishop of Armagh , Primate of All Ireland .']"
how do you know if something is the golden ratio,"['In mathematics and the arts , two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one.']"
What county is NOrth Myrtle Beach in SC,"['North Myrtle Beach is a coastal resort city in Horry County , South Carolina , United States .']"
How is a computer used?,['A computer is a general purpose device that can be programmed to carry out a finite set of arithmetic or logical operations.']
what does barefoot and pregnant mean,"['""Barefoot and pregnant"" is a phrase most commonly associated with the controversial idea that women should not work outside the home and should have many children during their reproductive years.']"
"what county is oakhurst, nj in","['Oakhurst is a census-designated place and unincorporated community within Ocean Township , in Monmouth County , New Jersey , United States.']"
What did Lawrence Joshua Chamberlain do?,"['Joshua Lawrence Chamberlain (September 8, 1828 – February 24, 1914), born as Lawrence Joshua Chamberlain, was an American college professor from the State of Maine , who volunteered during the American Civil War to join the Union Army .']"
what causes a deficiency in adenosine deaminase,"['Adenosine deaminase deficiency, also called ADA deficiency or ADA-SCID, is an autosomal recessive metabolic disorder that causes immunodeficiency .']"
how is human height measured,"['Human height is the distance from the bottom of the feet to the top of the head in a human body , standing erect.']"
what does a timing belt do,"['Timing belt (camshaft) , a toothed belt used to drive the camshaft(s) within an internal combustion engine']"
what countries legalize marijuana,"['Furthermore, possession is legal or effectively legal in the Netherlands , North Korea and would be in the U.S. states of Colorado and Washington if it were not for federal law, which governs persons in all states.']"
how many albums has dmx sold to this date,"['DMX has sold over 30 million records worldwide, making him one of the best-selling hip-hop artists of all time.']"
what do mucous membranes secrete,"['The sticky, thick fluid secreted by the mucous membranes and glands is termed mucus .']"
what county is Cambria WI in,"['Cambria is a village in Columbia County , Wisconsin , United States .']"
how is public policy created,['Public policy is the principled guide to action taken by the administrative executive branches of the state with regard to a class of issues in a manner consistent with law and institutional customs .']
how many wives did henry the 8th have,"['Besides his six marriages, Henry VIII is known for his role in the separation of the Church of England from the Roman Catholic Church.']"
what country are bongo drums from?,['Bongos (Spanish: bongó) are an Afro-Cuban percussion instrument .']
how many books in bible,['Christian Bibles range from the sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon.']
HOW MANY STRIPES ARE ON THE AMERICAN FLAG,"['The national flag of the United States of America , often simply referred to as the American flag, consists of thirteen equal horizontal stripes of red (top and bottom) alternating with white, with a blue rectangle in the canton (referred to specifically as the ""union"") bearing fifty small, white, five-pointed stars arranged in nine offset horizontal rows of six stars (top and bottom) alternating with rows of five stars.']"
HOW MANY STRIPES ARE ON THE AMERICAN FLAG,['The 50 stars on the flag represent the 50 states of the United States of America and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain and became the first states in the Union.']
what do biologists do,['A biologist is a scientist who studies living organisms and their relationship to their environment.']
what does base jumping stand for,"['BASE jumping, also sometimes written as B.A.S.E. jumping, is an activity where participants jump from fixed objects and use a parachute to break their fall.']"
what does base jumping stand for,"['""BASE"" is an acronym that stands for four categories of fixed objects from which one can jump: buildings , antennas , spans ( bridges ), and earth ( cliffs ).']"
What country is the largest stalagmite,"['The largest stalagmite in the world is high and is located in the cave of Cueva Martin Infierno, Cuba.']"
