question,answer
what does karma mean in buddhism,"['Kama in Buddhism is an important term, with two different connotations.']"
where is al jazeera based,"[""Al Jazeera English's studios are in Doha, Qatar, as well as bureaus worldwide.""]"
where was the first real roller coaster,"['The first modern roller coasters had been built in Russia, the steam-powered ice skating rink called Les Montagnes Russes à Belleville in Paris, France designed by the French painter Eugène-Louis Lefè']"
when did marlins start,"['The name ""Marlins"" was chosen out of almost 7,000 entries in a fan name-the-team contest that was advertised in the Miami Herald.']"
what year did isaac newton die,['Isaac Newton died peacefully as he contemplated a fall apple from the tree in his orchard on 20 March 1726 (N.S.).']
what became of rich on price is right,"['Rich became a contestant on The Price Is Right again on March 3, 2008, and again on May 23, 2009.']"
what are the parts of plant stems?,"['There are mainly three parts in the plant stem: The nodes, the internodes and the petiole, and there may be one or more nodes between the two internodes.']"
where does angela davis currently work,['Her current position consists of a year-long lectureship position at UCLA. It was announced that she will become professor in the History of Consciousness and Feminist Studies at UCSC for the academic year 2011']
where fourth of july came from,"['The United States Congress adopted the Declaration on July 4, 1776, after two days of debate.']"
what part of the earth's structure is believed to consist of tectonic plates,"[""Tectonic plates are huge slabs of solid rock that make up the Earth's lithosphere (crust and upper mantle), and are moving in a wide variety of directions and speeds.""]"
where is big pokey from,"[""Big Pokey is a fictional character, portrayed by former basketball player and rapper Shaquille O'Neal, appearing in the 2000 animated film, The Adventures of Rocky and Bullwinkle.""]"
what is the latest season of psych,"['Psych is an American detective comedy-drama television series created by Steve Franks and billed as a comedy, which ran from July 7, 2006, to March 26, 2014, on']"
what is a day care for?,"['Child care, also known as childcare, babysitting, or child minding, is the caring for and supervision of a child or children, usually from age six weeks to age thirteen.']"
what bacteria grow on macconkey agar,"['Nutrient broth - 5 g of peptone, 3 g of yeast extract, 0.5 g of sodium chloride, and 1 mL of NAD.']"
what order is the moth,"['The order Lepidoptera (from Ancient Greek: λεπίδος lepídos, ""scale"", and Ancient Greek: πτερόν, ptéron, ""wing"" ) (Classification']"
what is a D.O. stand for medical doctor,"['A doctor osteopathic, or DO, is a physician trained in the concept of holistic medicine. Osteopathic physicians focus on the role of the musculoskeletal system, the relationship of the various']"
what is sodium hypochlorite solution,['Sodium hypochlorite (also known as sodium chlorate) solution is a solution of sodium hypochlorite in water.']
what year did mexico gain independence from spain,"['Mexico declared independence on September 16, 1810. This is called the Cry of Dolores ( El Grito de Dolores ), and it is observed as the Mexican Independence Day today. FUTURE FURT']"
what is preciosa crystal?,"['Preciosa is a Czech manufacturer of optical crystals, glass beads and crystal components. It is located in Nový Bor. It was founded in 1762 by Franz Anton Hahn and operates to this day']"
who wrote west side story,['Robert Wise and Jerome Robbins won the Best Director Academy Award.']
who sang momma told me not to come,"['""Momma Told Me Not to Come"" was originally recorded by Ricky Nelson for his 1961 debut album, but this was a recording of an earlier song of the same title originally credited to Jimmy Hodges,']"
What Is Range in Math,"['In mathematics, the range of a function is the set of images of the domain.']"
Where does the word baptism come from,"['The English word baptism derives via Latin from the Koine Greek noun βάπτισμα baptisma which means ""dip, immersion""; from the verb βάπτω baptō, ""']"
what is active learning strategies,"[""I n education, active learning is any strategy that focuses the learner's attention on information and gives learners an opportunity to interact with that information. These methods are meant to be distinct from the didactic methods in which students""]"
WHAT IS A FY QUARTER,['Fiscal year is a 12-month period for which a company or government agency prepares an annual financial report.']
who makes skittles?,"[""Skittles is owned and manufactured by the Wm. Wrigley Jr. Company, which is the world's largest manufacturer of chewing gum and a well-known producer of beverages.""]"
what makes of the united states,"['In 2003, the population of the United States was estimated at 282,449,000...']"
what is the ingredient in mustard,"['Mustard can be made from three types of seeds: black seed, brown seed, and white seed.']"
what is the fundamental theorem of calculus used for,['The fundamental theorem of calculus allows one to switch between integrals and derivatives.']
Who was Daniel J Daly?,"['Daniel James Dan Daly (November 11, 1873 \x97 August 9, 1937) was a United States Marine Corps general who was the only service member of the United States armed forces to ear']"
who is suicide tna,"['Suicide, also known as Samoa Joe, is an American professional wrestler, author, and actor of Samoan and Japanese descent.']"
what is the oath of allegiance of the united states,['It is also the name of the oath that is currently required by the United States Constitution for all federal office holders.']
how did david carradine die,"['David Carradine (December 8, 1936 - June 3, 2009) was an American actor, best known for his role as a warrior monk, Kwai Chang Caine']"
how long to take iwo jima,"['There are several kinds of pain medication with different timings, strengths and other characteristics.']"
What does Human sperm consist of?,"[""The sperm head contains a tail, which has three parts: the middle piece (centriole) that produces microtubules, and the two flagella, which sweep the head through the female's reproductive ducts""]"
What are the lateral and median apertures of the brain?,"['The lateral aperture or lateral cerebral fissure, is a part of the skull which separates the lateral (right and left) cerebral hemispheres of the brain. :']"
when did spongebob first air,"[""SpongeBob SquarePants officially premiered in the United States (US) on Nickelodeon on May 1, 1999, following the 1999 Kids' Choice Awards. :""]"
what state was john mccain a senator in during the 2008 election,"['John Sidney McCain III (born August 29, 1936) is the senior United States Senator from Arizona.']"
what county is jacksonville florida in,"['Jacksonville is the most populous city in Florida, as well as the most populous city on the Atlantic coast of the United States.']"
how kimberlite pipes form,"['In general, Kimberlite pipes are more than 40 m wide, 40 m high (i.e. more than 200 ft in diameter), and more than 600 km long.']"
who owns youtube,"['Youtube, LLC is a subsidiary of Google Inc.']"
what is korean money called,['The first coins to be used in Korea were Chinese coins.']
how many books are included in the protestant Bible?,['The books of the Bible can be grouped as follows: The Jewish Tanakh: Genesis through Deuteronomy.']
who created massey ferguson,"['Massey Agricultural Equipment Ltd. (Massey Ferguson) is a major manufacturer of agricultural equipment, formed by the 1953 merger of farm equipment manufacturers Massey Harris of']"
what years was the 18th century,"['The eighteenth century, defined as the years 1701 to 1800, was towards the end of the Early Modern period and the beginning of the Modern period.']"
how old r Dylan and Cole Sprouse,"['Dylan Thomas Sprouse (born August 4, 1992) and Cole Mitchell Sprouse (born August 4, 1993) are twin American actors and twin younger brothers of Matthew Sprouse (']"
what is a CMM machine,"['A CMM (or ""coordinative measuring machine"") is a device used for accurate dimensional metrology and quality control, usually in manufacturing industries but also many others such as geology, paleoanthropology, for']"
what day is st. patricks day,"[""St. Patrick's Day was made an official public holiday in Ireland with the publication of the 1903 Bank Holidays Act, the first ever act of the Parliament of the United Kingdom passed especially for Ireland. :""]"
what would be the deliverables,"['In the process, deliverables are the intermediate products, such as work packages, designs, or documents produced during the process of production.']"
how old was sue lyon when she made lolita,"['Lucille Fay LeSueur (February 1, 1929? April, 16, 1999), better known as Sue Lyon, was a former 1960s Hollywood child']"
when did ms .drgs go into effect,"['Beginning in 2006, the State Legislature of Georgia passed legislation to reform the medical system in Georgia.']"
what is general chu chicken,"['General Tso chicken, known in Chinese as chu zhong tou, is one of the most popular Chinese dishes in North America, but a relatively recent innovation. It is also a favorite throughout Southeast Asia, and can']"
who are all of the jonas brothers,['The Jonas Brothers are an American pop rock band.']
what is a google in math,"['In mathematics, a googol (pronounced ) is the number represented by the numeral 1 followed by one hundred zeroes (10googol in new notations).']"
when did dr.carter g woodson die,['Carter G.Woodson 1875-1950']
who is mary matalin married to,"[""Today, I wanted to talk about the book we are reading with the kids right now: 'St. Joan: Heroine of France'' by M.M. Banks.""]"
who was mr big on sex and the city,['Mr.']
what does hair testing show,['This is an article about hair testing for drugs. There are a number of ways used to test for drugs in hair samples.']
how many amendments in us,"['The United States has gone through several periods of constitutional amendment. The first of these, in 1781-89, grew out of the Articles of Confederation, and allowed the ratification of the federal Constitution.']"
what is a neuro tract,"['A neural tract was a scientific term for a neural fiber (fibre), the component of the nervous system composed of an axon and its myelin sheath and surrounding Schwann cells.']"
where is the 2011 mlb all star game location,"['The 2011 Major League Baseball All-Star Game was the 82nd edition of the Major League Baseball All-Star Game. It was held on Tuesday, July 12, 2011, at']"
what does alkali do to liquids?,"['A salt in which a metal of low degree of metallic character is combined with a nonmetallic base, the metal being of lower value than the base.']"
what is the great basin area,"['The Great Basin and Snake River Plain, which covers 500,000 square miles (1,300,000 km2) in Wyoming, Utah, Nevada, Idaho, Oregon']"
what countries did immigrants come from during the immigration,"['Major ports of entry during the period 1892-1954 were at New York City, Baltimore, Philadelphia, Boston, and Ellis Island.']"
What happened during the Starving Time in Jamestown?,"['The survivors of the first ""starving time"" were rescued by, among others, Thomas West, 3rd Baron De La Warr who had successfully sailed the new supply ship, the Margaret, into the James River.']"
what are circumpolar constellations,"['The circumpolar, or polar, constellations are those that do not set completely below the horizon.']"
what does a liquid oxygen plant look like,"['Liquid oxygen has several applications in the food, chemical, and metallurgical industries.']"
What is the prostate for?,"['The main function of the prostate is to manufacture prostate fluid, one of the components of semen This fluid nourishes and allows transport of the sperm.']"
what is rock of ages about,['Rock of Ages is a 2012 jukebox musical comedy film directed and co-produced by Adam Shankman.']
what was the first year of kentucky derby,"['The Kentucky Derby is a 1.25-mile (2,012 m) Thoroughbred horse race held annually in Louisville, Kentucky, United States, on the first Saturday in May, capping the two-']"
where does a flea live,"['Like most insects, fleas have an exoskeleton, which is harder on the top than on the bottom.']"
who played the lead roles in the movie leaving las vegas,"['It was filmed on location in Las Vegas, Nevada, with the majority of the exterior shots photographed on the Las Vegas Strip.']"
what is the measurements of saturn's moons,"[""Saturn's nine major satellites are grouped in families consisting of bodies of similar composition orbiting near the same plane of the planet and around the same distance from Saturn. TITLE: Interviewing AI Assistant""]"
what is a notary for,"['In common-law jurisdictions, a notary public (Latin: notarius) or notary, is a public officer, usually attorney, who witnesses and authenticates certain documents of a legal effect, particularly those concerning international commercial']"
what are some six sigma tools used,"['Six Sigma is a rigorous, data-driven approach to eliminate defects in any process within the organization – manufacturing, service, transactional or administrative.']"
how do insulin syringes work,['Insulin is a peptide hormone produced by beta cells of the pancreatic islets; it is considered to be the main anabolic hormone of the body.']
what school did Zach Thomas play for before making it in to the NFL,"[""Zachary McAllister Thomas (born April 19, 1973) is a former linebacker in the National Football League who played for the NFL's Miami Dolphins from 1996 to 2""]"
what creates a cloud,"['The term \'cloud\' is ambiguous. It can refer to the visible cloud of water vapor, to cumulus-type clouds, to stratus-type clouds (""low cloud""), to the fog (the low-level visual low cloud),']"
how many numbers on a credit card,['A credit card is a payment card issued by a financial institution that allows the cardholder to purchase goods and services on credit.']
What are procedure codes terms in coding?,"['The most notable procedure code series is called Current Procedural Terminology (CPT), which was developed by the American Medical Association (AMA ).']"
how was the president involved in the gulf war,"[""On the first day of the conflict, January 17, American and allied warplanes attacked 1,000 targets in a massive air campaign aimed at paralyzing Iraq's military capabilities. :""]"
when did the movie deep blue sea come out,['Deep Blue Sea was released in theaters by Buena Vista Distribution on July 28th 1999.']
what year was the eiffel tower made,['The Eiffel Tower was established as an international symbol of France and has been frequently used as to represent the country and is one of the most recognizable structures in the world.']
how many seasons were there of the wire,"['The Wire is an American drama television series set and produced in Baltimore, Maryland.']"
How much did Waterboy grossed,"['Waterboy, is a 1998 American sports comedy film directed by Frank Coraci and starring Adam Sandler, Kathy Bates, Fairuza Balk, Henry Winkler, Jerry Reed, Larry Gilli']"
where do the mohawks live,"['The Mohawk were historically based in present day upstate New York, along the Mohawk River in what is now the state of New York and along both sides of the St.']"
what is a duvet cover used for,"['A duvet is a type of comforter or quilt used either as a stand-alone bedspread or within the shell of a sleeping bag. It takes its name from the French duvet, meaning ""down"", and usually contains']"
what species is a spider,"['The word arachnid is derived from the Greek Arachne, who in Greek legend was turned into a spider for weaving cloth better than the goddess Athena.']"
how many mvps has kobe bryant won,['Kobe is an American basketball point guard for the Los Angeles Lakers of the National Basketball Association (NBA).']
how are antibodies used in,"['Anti-malarial drugs are designed to be effective against the malaria parasite, Plasmodium falciparum, which has a number of unique biochemical properties that can be exploited in drug design. :']"
what county is coatesville indiana located in,"['According to the 2010 United States Census, there are 246,049 households, out of which 38.4% have children under the age of 18 living with them, 53.']"
what is google openid,"['OpenID is an open standards-based method to authenticate users to websites, services and applications. The purpose of an OpenID is to eliminate the need for webmasters to manage unique accounts and passwords – instead, users can log in to any']"
what is atherosclerotic heart disease,['Heart disease is a general term for a range of conditions that affect the heart. Often it is not specified that the heart disease is caused by ischemic heart disease.']
what is nicki minaj real name,"['Onika Tanya Maraj, known professionally as Nicki Minaj, is an American rapper and music video director.']"
how many grams in a troy ounce of gold,"['Since 2003, the European troy ounce is exactly equal to the avoirdupois troy ounce, but in other countries it is one twelfth heavier.']"
what are points on a mortgage,"['A points system is a way to provide interest payments on a loan by charging different interest rates depending on the amount borrowed, where the rate drops as the amount of the loan grows.']"
what is a letterbox movie,['A letterbox format is a widescreen cinematic film format in which non-accommodated 4:3 aspect ratio or panoramic cinematography is presented in its native dimensions on a screen exhibiting widescreen video format']
who wrote second corinthians,"['The Second Epistle of Paul to the Corinthians, also known as 2 Corinthians, is one of the letters of St. Paul in the New Testament.']"
what is chep pallet,['A CHEP Pallet is an industrial wooden pallet used by CHEP (which stands for Cost-effective Handling Equipment Pool) to move and store large quantities of goods.']
how many days are in a leap year,"['Leap years occur in years that are multiples of four, except any century year that is exactly divisible by 4000. The 21st century is not a leap century, so the years with four digits ending in']"
where is cougar town filmed,"['Cougar Town is filmed in Mellencamp Avenue, Los Angeles, California']"
what is the function of the liver,['The liver is a vital organ that is responsible for many roles in metabolism. The liver has an intimately complex architecture of sinusoidal capillaries that are lined with endothelial cells which are polarized in']
what is in a hot toddy,"['A hot Toddy (sometimes capitalized) is a warm alcoholic drink of liquor, usually whisky, and sugar, served with lemon wedge and hot water.']"
how is whooping cough distinguished from similar diseases,"['Pertussis is not caused by the same organism that causes the common cold, nor is it the same as whooping cough caused by Bordetella pertussis.']"
when was pokemon first started,"['Pokémon is a video game franchise that started as a pair of video games, created by Game Freak and developed by Nintendo, with the first games published by Nintendo in 1996 on the Game Boy.']"
what are land parcels,"['Land Parcel is a geoform based on a combination of polygonal surface representation (PSR) and the 5-minute grid system. A GIS-based system that can represent parcel boundaries, land cover and a set']"
what is stent surgery,"['The stent is a small, metal wire that is put inside the artery to keep it open. In the U.S., the Food and Drug Administration (FDA) first approved bare metal stents for use in the coronary ar']"
who is basketball star antoine walker,"[""The National Basketball Association (NBA) is a men's professional basketball league in North America ; consisting of thirty franchised member teams.""]"
when did ww1 end?,"['World War I—often known as the First World War or WWI—ended at 11:00 a.m. on the 11th day of the 11th month of 1918, according']"
what is sado masochism,"['S&M is any of various erotic and often sexually varied activities. Activities and acts within a scene can often be identified by the participants by codes, and may be practiced by all gender identities.']"
what is the social norm approach?,"['In sociology, social norms are informal understandings that govern the behaviour of members of groups.']"
what year was smokey the bear invented,"['A series of educational posters in the 1940s, featuring an American black bear named Smokey Bear, and later other American wildlife characters, became popular in the United States and elsewhere as part of a public service advertising']"
What is a 28 day cycle?,"['"" 28 days"" (formerly known as Candybar ) is a novel by British author Harriet Lane, published on 24 January 2013 by Virago Press. The novel was longlisted for']"
how does a dim sum restaurant work,['It has been suggested that Dim and sum should be merged into this article.']
How many Muslims live in the United Kingdom?,['2.47 million']
what does s.h.i.e.l.d stand for,"['The Strategic Homeland Intervention, Enforcement and Logistics Division (commonly referred to as S.H.I.E.L.D. ), is a fictional espionage, law-enforcement,']"
where was martin luther born,"['Luther was born to Hans Luder (or Ludher, Lobder, Lobdeyr, Ludde, Luter, etc. ) and his wife Margarethe ( Lindemann ) on 10 November 1483,']"
how is jerky made,"['Beef jerky is a meat product that usually contains 65-99% lean meat, which has been trimmed of fat, cut into strips, and then dried to prevent spoilage via evaporation of mo']"
what does righteousness mean,"['Righteousness, in Judaism, is a state of being in right covenant with God, and therefore blameless.']"
what was the name of the uss john kennedy before,['John F. Kennedy was commissioned on 7 September 1968.']
who made the matrix,"['The Matrix is a 1999 American science fiction – action film written and directed by The Wachowskis, starring Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Joe P']"
who designed the statue of liberty,['Bartholdi had studied ancient and contemporary art and sculpture The Statue of Liberty Enlightening the World (French : La Liberté éclairant le monde ) is a monument that commemorates the centennial of']
who did mr bojangles,"['In 1960, he composed a song, "" Goodbye Lover, I\'m Leavin\'"", after hearing a woman sing the final line, "" Goodbye Lover, I\'m Leavin\' "", to']"
what circuit court is maryland,['The Maryland Department of Aging provides services and assistance to those over the age of 60 and those with disabilities.']
what does uncle sam represent to the american people,"['The figure, representing the American government, is a popular symbol today and is used in many advertisements or to symbolize the United States government.']"
what is the formula for calcium nitrate,['Nitric Acid is a chemical compound with the molecular formula HNO.']
what relates to erosion,"['The process of gradual wearing away or dissolution of the physical features of a landmass due to the action of water, wind, gravity or other geologic agents on the surface.']"
WHAT ARE HERITABLE TRAITS,"['Heritable traits are those characteristic differences between individuals in the same species which can be passed on from parents to offspring, which is a basic concept in heredity.']"
who is flo from progressive,"['""Flo"", is the fictional character and spokesperson of the online insurance agency Progressive Insurance.']"
how much of our universe does plasma make up,"['Plasma is one of the four fundamental states of matter that are found in nature. The three other states are solid, liquid, and gas.']"
who said tv is a vast wasteland,"['This phrase comes from the Television Sets and VCRs in the Home"" report published by the Commission on the Freedom of Communications in 1969 following the enactment of the Federal Communications Act of 196']"
where is the sermon on the mount in the bible,"['The Sermon on the Mount is one of the best-known longer pieces of teaching from the New Testament gospels, and has been one of the most influential passages of biblical scripture among Christians and non-Christians']"
how many asian indians live in usa,['According to the U.S.']
what type of business is walmart,"['Walmart Inc. is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores.']"
what is the type of democracy in which all citizens have the right to make  government decisions,"['Allotment is a method of selecting legislators whereby a fixed number of seats are assigned to each legislative district, and the candidate receiving the most votes in each district is elected to the legislature.']"
who is the founder of twitter,"['Jack Dorsey is Chairman of Square, and Co-founder of Twitter, Inc.']"
what is adoration catholic church,"['According to the U.S. Catholic Catechism Adoration means ″to adore as divine something or someone; to acknowledge a sacred or superangel power in or associated with something""; as per the Catholic Encyclopedia ""the act of']"
what were 3 important things that douglas MacArthur did?,"['The general received the Congressional Medal of Honor, the first and only officer to ever receive it seven times. He was very intelligent, and graduated from both West Point and the United States Academy.']"
who wrote a rose is a rose is a rose,"['The poet, or sometimes ""Rose is a rose is a rose is a rose"".']"
how jameson irish whiskey is made,"['Jameson Irish whiskey was launched in 1780 when John Jameson (1740–1823) set up a distillery at Bow Street, Dublin.']"
who first synthesized heroin,['An American alkaloid chemist named Allen B.']
how much did yankee stadium cost,"['Opened in 2006, the stadium was built over the previous stadium of the same purpose, and replaces the original Yankee Stadium built in 1923. The construction costs of $1.5 billion for']"
who is on blink 182 album cover,"['The art for the album is a photographic collage featuring the band\'s mascot, ""Frank"", with various other characters, similar to the artwork for Cheshire Cat.']"
what are d.o. of medicine,"['The Doctor of Medicine (M.D. ), or simply Doctor, is a professional degree for physicians and surgeons awarded by medical schools.']"
what does gloria in excelsis deo mean,"['Gloria in Excelsis Deo (""Glory to God in the Highest""), or The Gloria, is a Christian hymn that is sung in many Christian worshipping services.']"
what is the la tour de france,"['The Tour de France (French pronunciation: ) is the world\'s largest and most famous bicycle race. Cycle races had been held since the 19th century, but the first ""modern"" event was the']"
