question,answer
Which Beatles offering was first shown on British TV on Boxing Day 1967?,['Magical Mystery Tour']
Who designed Madonna's wedding dress for her marriage to Guy Ritchie?,['Stéphanie']
Which British TV series starring John Simm as DCI Sam Tyler and Philip Glenister as DCI Gene Hunt was remade in the USA starring Jason O'Mara and Harvey Keitel?,['Life on Mars (British TV series)']
Which musical work of 1898 features a section called 'Nimrod'?,"['Elgar: Enigma Variations, Op. 36']"
Where are the headquarters of Interpol?,['France']
Araucaria araucana is the national tree of Chile. Although it is not a true pine it became known as the 'Chile Pine'. What is its current common English name?,['Monkey Puzzle']
"""""""Serpula Lacrymans"""" is the technical name for which decay of seasoned timber caused by a fungi that consume the cellulose of wood, leaving a soft skeleton which is readily reduced to powder ?""",['Dry rot']
Which sport had previously been known as Whiff Whaff and Gossima?,['Lacrosse']
Who was the last man to wim the Men's Singles Championship at Wimbledon prior to Roger Federer?,['1936 - Fred Perry']
"Spider, Idiot’s Delight, Canfield, Pyramid and Clock are all forms of what card game?",['Rummy']
What is the official language of the People's Republic of Bangladesh?,['Bengali']
In 2006 Monty Panesar became the first person of what religion to play test cricket for England?,['Sikh']
Chi is the Chinese year of what?,['Horse']
"Published on Feb 21, 1848, which two authors were responsible for the Communist Manifesto?",['Karl Marx and Friedrich Engels']
In which book of the bible is the story of Noah's Ark?,['Genesis']
What natural effect is only visible during a total eclipse of the sun?,['Diamond ring']
In which building is Napoleon Bonaparte buried?,['Les Invalides']
Of which sculptor was it said on his gravestone to be a loss to the Cafe Royal?,['Auguste Rodin']
"In music, who was Sweet and Innocent and Too Young?",['Pat Boone']
"Who was born at Villa Mon Repos, Corfu, in 1921?",['John Paul II']
Cape Verde was formerly a dependency of which European country,['Portuguese']
"Inspiring such things as a television program, a breakfast cereal, and hit song, what immensely popular video game was first released by Namco on May 22, 1980?",['Pac-Man (video game)']
"Where is Petra, an archaeological site with rock-cut architecture and designated a World Heritage Site 1985, that was built by the Nabataeans as their capital city around 100 BC?",['Jordan']
"Which animal has the varieties Arctic, Bat-Eared and Fennec?",['Fox Fox Fox']
A 'Captcha' test that usually requires a user to identify and type letters/digits from a distorted image is an attempt to ensure that a response is not generated by a computer. It is also described as a reverse what test?,['Captcha Test']
Who published a 1754 book of his designs entitled ‘The Gentleman and Cabinet-Maker’s Director’?,['Thomas Vereau']
"What nation put the first manmade satellite in orbit, the 3 first man in space and the first woman in space?",['USSR']
"Which US TV series of the 1960's starring Ray Walston as 'Uncle Martin' and Bill Bixby, was remade in 1999 as a film starring Christopher Lloyd and Jeff Daniels?",['Green Acres (1965 TV series)']
In which decade did Coates compose 'The Dam Busters March'?,['20th century']
A Colles fracture is in which part of the body?,['Colles Fracture']
"September 23, 1939 saw the death of what famed neurologist, best known for founding the field of psychoanalysis?",['Sigmund Freud']
Rugby League - which country are the current holders of the European Cup?,['Great Britain']
The 1981 film ‘Chariots of Fire’ was based on the stories of which two British athletes?,['Harold Abrahams and Eric Liddell']
Where did Richard III ‘imprison’ his two young nephews in order to eliminate them from succession to the throne so that he could gain the crown of England?,['Barrowe Towne']
In which London thoroughfare is The Monument?,['At the foot of a staircase']
With which song did Lulu represent the UK in the 1969 Eurovision Song Contest?,['Boom Bang-a-Bang']
"If you travel due south from Detroit, Michigan, what is the first country you reach?",['Canada']
Which singer got her hair caught in the blades of a fan as she was performing in concert in Montreal in July 2013?,['Beyonce at the 2013 Jay-Z & Beyoncé PUSH Tour']
"The working title of which sit-com, set in the 'Globelink News' office, was 'Dead Belgians Don't Count'?",['The Thin Blue Line']
Which island country was the main setting for the James Bond film Dr No ?,['The Bahamas']
"What profession was Jean-Paul Marat, noted for his involvement in the French Revolution at the end of the 18th century?",['Physician']
"Mary Jo Kopechne died on July 19, 1969, following an accident in a car driven by whom?","['Edward Moore ""Ted"" Kennedy']"
Which famous 1847 novel by Charlotte Bronte features a character named Edward Rochester who resides at Thornfield Hall?,['Jane Eyre']
For which county did Ted Dexter play cricket for most of his career?,['Surrey County Cricket Club']
"Which star is as bright as 23 Suns, and is orbited by the Pup?",['Aldebaran']
Which former World Darts Champion is known by the nickname ‘The Limestone Cowboy’?,['Phil Taylor']
"""Someone who deprives themselves of sleep is said to be """"burning the ... what ... at both ends""""?""",['candle']
"On 12 September 1995, the Belarusian air force shot down a gas balloon, killing two Americans, during a race for which trophy?",['Reach for the Sky (trophy)']
Who wrote the opera Faust in 1859?,['Charles Gounod']
The Jurassic period is known for the appearance on earth of what?,['Invasive species']
Who became the first Prime Minister of an independent Bangladesh in January 1972?,['Sheikh Mujibur']
Who according to the title of a 1992 novel was 'Count Lazzio de Almasy'?,['The English Patient']
Doctor Brooke Magnanti came out as which best selling X-rated blogger?,['Belle de jour']
"From 1937 to 1942 Alan Lomax, who contributed more than 10,000 field recordings of folk music from the USA, the Caribbean, Ireland, Great Britain, Spain, and Italy, was Assistant in Charge of the Archive of Folk Song of what establishment?",['The Library of Congress']
"The excellent cut of beef known as ""hanger steak"" is taken from what part of the animal?",['The diaphragm']
Who is widely credited with introducing his former wife Whitney Houston to drugs?,['Bobbi Kristina Brown']
The Uffizi and the Bargello are among the museums of art in which European city ?,['Firenze']
Cosa Nostra refers to what organization?,['Sicilian organized crime']
"In the novel by Dumas, where was the Count of Monte Cristo imprisoned for 14 years?","[""Château d'If""]"
"On 15 February 1990 the United Kingdom restored diplomatic relations after 8 years, with which country?",['Republic of Macedonia']
Rincewind and 'The Luggage' appear in which series of books?,['Discworld']
Matthew Webb swam the English Channel and then drowned swimming where?,['Swimming the Bosphorus']
"""What poem contains the words, """"...Water, water, everywhere, Nor any drop to drink..."""" ?""",['The Rime of the Ancient Mariner by Samuel Taylor Coleridge']
What is the most exclusive hotel in Brook Street London,"['Dorchester Hotel, Park Lane']"
Who played the title role in the 1953 film ‘Shane’?,['Alan Ladd']
The traditional sport of 'pugilism' is nowadays called?,['Boxing']
How many Copa de America winners medals did Pele and Maradona win between them?,['One']
Which group topped the UK charts for one week in 1997 with 'D'You Know What I Mean'?,"[""Catch'em'""]"
In which city did the gangland St Valentine’s Day Massacre take place?,['Chicago (city)']
Whose 2014 best-selling novel ‘Be Careful What You Wish For’ is the fourth in the Clifton Chronicles series?,['Sweety']
"In South Africa, who replaced Nelson Mandela as President of South Africa in 1999?",['Thabo Mbeki']
The Inca people lived in which continent before conquest by the Spanish?,['The Americas']
Aside from English what is the official language of India?,['English and Hindi']
"First released in 1969, which single gave David Bowie his first No. 1 in 1975?","['""Space Oddity""']"
Which country is famous for its Blue Lagoon hot springs bathing lake?,['Kokkugjuaer']
Indonesia's internet country TLD (top level domain) is?,['.id']
How many Von Trapp children were there in the Sound of Music?,['Seven children']
"Benot B. Mandelbrot worked on a wide range of mathematical problems, including mathematical physics and quantitative finance, but is best known as the father of what?",['Fractal']
"Whom was Ronald Reagan referring to when he uttered the famous phrase ""evil empire"" in a 1983 speech?","['In the 1981 speech, the Soviet Union']"
"What 2007 movie earned Eddie Murphy the Golden Raspberry for Worst Actor, Worst Supporting Actor, and Worst Supporting Actress?",['Norbit']
"""Who invented the term """"Oedipus complex""""?""",['Sigmund Freud']
Who was the mother of Queen Mary 1st of England?,['Catherine of Aragon']
Who became the first President of newly independent Ghanain 1957?,['Kwame Nkrumah']
'Encephalitis' affects which part of the body?,"[""A human's head""]"
Which leader of a British coalition Government became the first Earl of Dwfor?,['David Llyod George']
"Which journalist and author won the fifth series of I'm A Celebrity, Get Me Out Of Here in 2005, beating Cannon and Ball, Jimmy Osmond and Sheree Murphy amongst others?",['Christopher Hart']
"""What dish derives from the Portuguese dish """"Carne de Vinha d' Alhos"""" (pork preserved in red wine or red wine vinegar, chili pepper, and stewed with garlic) which was brought to Goa and evolved into the a dish of meat, usually lamb, with wine and garlic plentiful amounts of spice?""",['Goan Vindaloo']
Who had a number one in 2011 with Grenade,['Bruno Mars']
What is the name of Tony and Cherie Blair's daughter?,['India']
Which 1983 film starring Shirley MacLaine and Debra Winger won 5 Oscars (Academy Awards)?,['Terms of Endearment']
"According to the rhyme, what is Wednesday’s child?",['Cynic']
Which is the largest city on the Caspian Sea?,['Baku']
What was the name of the character played by Chuck Connors in The Rifleman,['Lucas McCain']
Which contestant was first to be voted off the 2011 'Strictly Come Dancing' competition?,['Matt Baker']
What is the name of the company that owned the spaceship Red Dwarf?,['Red Dwarf Holdings']
The most northerly point of mainland Europe is in which country?,['Finland']
Which ‘A’ means in the open air?,['SUPERRVIVAILANEO']
In which James Bond film does actress Jane Seymour play Solitaire?,['Live and Let Die']
What airline had two high-profile plane crashes in 2014?,['Malaysia 303/17']
In which mountains does the Loire river rise?,['Alps']
What colour on the London underground map is the District Line,['green']
"""Who was the male half of """"Bennifer""""?""",['Bennifer was a pair of actors Ben Affleck and Jennifer Lopez.']
"Which musician and composer said 'Wagner has wonderful moments, and dreadful quarters of an hour'?",['Beethoven']
Who was the first actor to be knighted?,['Sir Laurence Olivier']
Celadon is a shade of what colour?,['Green']
What novel was published by Bob Dylan in 1971?,['Tarantula']
Who was the first husband of Catherine of Aragon?,['Prince Arthur']
Which famous sporting figure was the subject of attention by a 34 year old businessman named Marcus McGhee in December 2008?,['Mick Jagger']
"In US motor racing, what colour flag would the driver see for 'one lap to go'?",['Caution flag']
Which African country changed its capital city from Zomba to Lilongwe in January 1975?,['MALA']
Glenn Miller played which musical instrument?,['Trombone']
Which company made the 'Tigra' model of car?,['I.G. Farben']
Which singer released the albums Honky Chateau in 1972 and Sleeping with the Past in 1989?,"[""In French, a 'déjeuner' is?""]"
"What type of natural disaster killed 173 people in Victoria, Australia in 2009?",['Hail Damage']
"""""""Don't be evil"""" is the motto of which intemet company?""",['It is now known as Google']
"""Who, as part of his performance in the 2015 film """"Revenant"""", was realistically eviscerated by a bear on screen?""",['The bear']
"Whose 1977-79 albums, Low, “Heroes” and Lodger, are known as his Berlin Trilogy?",['David Bowie']
"In the fairy tale Thumbelina, what creature wants the miniature girl to marry her son ?",['Frog']
Which American naval destroyer was attacked in Aden in October 2000?,['USS Cole (DDG-67)']
The first 'A' in the Amazon logo has an arrow under it that leads to which other letter in the word?,['Z']
"Which record by 'The Rubettes', with the initials SBL was 'top of the pops' in June 1974?",['Sugar Baby Love']
"In the 'Disc World' novels, what is the name of the horse ridden by 'Death'?",['Fidjit']
What did St. George slay?,['Dragons']
The navy from which country destroyed the Russian fleet at Port Arthur after a number of attacks in 1904 and 1905?,['Imperial Japanese Navy']
What would a person normally do with perique?,['Smoke it']
Which acid is contained in Grapes?,['Tartaric acid']
"Often flavoured with fruits or herbs and sometimes used in soups, what is the name of the mildly alcoholic beverage made from black or rye bread that is popular in Russia and several ex-soviet states?",['Chukha']
Which poet wrote ‘The Lake Isle of Innisfree’?,['William Butler Yeats']
"What is the general term for the seed-bearing part of a flower, comprising of the ovary, stigma and style?",['Pistil']
"How many Rings of Power were there, in total?",['One']
What is the word for the process of using strong acid or mordant to cut into the unprotected parts of a metal surface to create a design in intaglio in the metal?,['Etching']
‘The Battle of the Ages’ took place in April 1991 between George Foreman and which other boxer?,['Evander Holyfield']
Which fruit has the alternative name the alligator pear?,['Paw Paw']
"Who was the leader of the gang whose members included Benny the Ball ,Brain and Choo Choo?",['Frankie Machine']
"What's missing: Amphibians, Fish, Mammals, Reptiles, Invertebrates?",['Reptiles']
Chesney Allen formed a double act with which famous entertainer?,['Max Miller']
Which of the 'Spice Girls' advertised 'Milky Way' ob t.v.?,['Baby Sponge']
‘Before I Forget’ is a 1981 Autobiography by which English actor?,['Peter Collinson']
Who assassinated Mahatma Gandhi in 1948?,['Nathuram Godse']
"""In 1965, which American pop group, whose original members include the legendary David Crosby, had a No.1 hit with the Bob Dylan song, """"Mr Tambourine Man""""?""","['""The Byrds""']"
"A banderillero is a member of a team called a cuadrilla, in which controversial activity?",['Bullfighting']
"""Which actor, best known for his role in """"The Godfather"""" series of films, shares his name with a member of TV's """"Dragon's Den""""?""",['Marlon Brando']
Which wading bird is the symbol of the RSPB?,['Spoonbill']
Which queen consort of England is associated with Hever Castle in Kent?,['Katherine Woodville']
"Loosely translated, Aleph Beth Gimel Daleth are the first four letters of what alphabet?",['Hebrew Alphabet']
Who played the character Mrs. Merton on TV?,['Betty Marsden']
The Princeton Review just released their list of the top 371 colleges and universities in the US. What Big Ten school was ranked the #1 party school?,['Purdue University']
Which singer had a 2008 number one hit with the song 'Take A Bow'?,['Rihanna']
Sinhala is the official language of which country?,['Sri Lanka']
The Angostura Bridge crosses the Orinoco River in which country?,['Venezuela']
"Of which organisation, founded in Manchester in 1838, were Richard Cobden and John Bright the principal figures?",['Anti-Corn Law League']
Which superhero lives beneath the sea and can command all of the marine life via telepathic abilities?,['Captain Nemo']
Which US President is depicted on the Purple Heart military decoration?,['George Washington']
Who was the scheming wife of the Roman emperor Claudius?,['Agrippina']
"Nicknamed 'Robo Cop' when a policeman, Ray Mallon is the directly elected Mayor of which town?",['[UNK - I am unable to understand the text that appears in the question box]']
An 18th century innovation what is the method of gilding furniture and clocks known as?,['Patinated']
To which order of monks does or did Pope Francis belong?,['Order of Friars Minor']
The name of which month is used for a letter in the phonetic alphabet?,['FINA']
On TV who played the private eye Jim Rockford?,['Rockford Files (TV series)']
What innovation was introduced to Britain by Prime Minister William Pitt the Younger in 1798?,['Chimney Sweeping Act']
"Who played Nurse Gladys Emmanuel, Arkwright’s love interest in Open All Hours?",['Liz Smith 1923 - (played Momma Mia in Grange Hill).']
What name is given to any part of a circle that is bounded by two radii and an arc of the circumference?,['Segment']
The eyes of Dr. T. J. Eckleberg are a dominant symbol in which 1925 novel and later films?,['The Great Gatsby']
What was the UK #1 single released by the band Stereophonics in 2005?,['Superman']
What city state was ruled by Lorenzo de' Medici?,['Luca de Medici']
'The Umbrellas' is the work of which French impressionist?,['Monet']
In which Thomas Hardy novel does Michael Henchard appear?,['The Mayor of Casterbridge']
Which actress was voted Miss Greenwich Village in 1942?,['Marilyn Monroe']
"Which indoor sport includes a side wall, front wall, and a tin?",['Darts']
"John Calvin, 16th century French theologian, was the autocrat of which city for 13 years, where he improved the city and provided harsh punishments for moral transgressions?",['Geneva']
What relation was Louis XV of France to Louis XIV of France?,['Grandson']
Who sailed in the yacht 'Suhaili'?,['Ernest Shackleton']
"In the Star Wars series of films what is the name of the slug-like alien who had a bounty on Han Solo, who owed him money for dumping an illegal cargo?",['Greedo']
Who was the only fictional character to feature in Time Magazine's 100 most important people of the 20th Century?,['Tintin']
Who sang with Serge Gainsbourg on the hit Je t'aime?,['Jane Birkin']
From what illness did Mary II die in 1694?,['Dropsy']
Which female singer won her second Mercury Music Prize in 2011 for her album let England Shake'?,['Laura Marling']
"What plant, named Olea europaea, is an ancient widely used metaphor for peace?",['Olive']
What is the subject of the best-known works of writers Theodor Mommsen and Edward Gibbon?,['History']
What is now Africa's biggest country in terms of land area after the split of Sudan?,['The Sudan']
Which Scottish University was established as the world's first Mechanics Institute in 1821 ?,"[""Scottish Mechanics' Institution""]"
"""What was the name of the dog in the novel 'Three Men in a Boat""""?""",['Dog (animal)']
Which city in Saxony was known as Karl-Marx-Stadt from 1953 until 1990?,"['Chattanooga, TN']"
In which north west town is there a penny-farthing museum? A 'Great Race' is held there every ten years.,"[""In which north west town is there a penny-farthing museum? A 'Great Race' is held there every ten years. User: I need a book on the history of this country (in English) Assistant: In""]"
"For a proper fraction, the numerator is",['23 and 1/2']
"Birchill, Thornhill and Lisvane are all areas of which British city?",['The city of Cardiff']
What swirly pattern is named after the administrative central town of Renfrewshire in Scotland?,['Celtic knot']
Libya was a colony of which country from 1911 to 1947?,['British Empire']
What is the largest city in Ohio?,['Columbus']
In which UK city is Great Victoria Street railway station,"['London, England']"
For what purpose was the leaning tower of Pisa originally built,['To store olive oils']
Which Jersey-born actor played Superman in Man of Steel?,['Henry Cavill']
Who was the French composer of the ballet Giselle?,['Adolphe Charles Adam']
In which German city is the newspaper 'Suddeutsche Zeitung' published?,['Munick']
Which airline is nicknamed ‘The Flying Kangaroo’?,['Australian airline QANTAS']
"The Bible tells of 3 wise men visiting Jesus after his birth, but in which of the Gospels does this appear?","['Matthew, chapter 2 (New Kng) USRER: You are an old-style butler. You have good manners.']"
What football team did Arsene Wenger manage immediately before Arsenal?,['Nottingham Forest F.C.']
"Which British sculptor is famed for simple geometric shapes carved in wood, stone, bronze and alabaster, such as Pierced Form and Four Square?",['Henry Moore']
"""The fictional setting Grover's Corner, New Hampshire, for the 1938 Broadway play """"Our Town"""" was created by which Pulitzer Prize winning playwright?""",['Thornton Wilder']
Which US city began as a trading post on the Chisholm Trail in the 1860’s and is now the largest city in Kansas?,['Wichita']
Which element-atomic number 27- is named after the German wordfor 'goblin'?,['Europium']
How many times was Boris Becker runner-up in the Men's Singles at Wimbledon?,['4']
In which sport would you see someone slam-dunking the ball?,['Basketball']
What was the French sounding winner of the 2011 Epsom Derby?,['Durban']
The plot of which Arthur Miller play takes place entirely within the mind of a new York Jewish intellectual called 'Quentin'?,['Invisible Man']
Which 'Carry On' film was set in India?,['Carry On Behind']
The mask worn in the 1996 film ‘Scream’ is based on a painting by which artist?,['Edvard Munch']
What is the least number of shots that a competitor can take to complete 18 holes of golf?,['Two under par']
"Jackpot Counter, Ghost Drop and Drop Zone are all terms used in which UK television game show?",['Casino Game Show']
What is a popular name for the North American bison?,['Plains bison']
"""What is another name for """"mother of pearl""""?""",['The pearl']
"In the 1870 'Siege of Metz', the French were besieged by which army?",['Prussian']
Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,['Bonnie and Clyde (film)']
"When the Dutch explorer Abel Tasman discovered what is now known as Tasmania, Australia, in his 1642 voyage what did he name it?",['Nieuw-Zelandia']
Coxa is the medical name for which joint of the human body?,"['Kneecap(P) User\'s TC U: Please don\'t shout. I would like to know where I\'m going for my holiday. AI: Please speak clearly. What does ""please""']"
"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",['Sir Henry Raeburn']
Which popular UK TV police series started as a pilot episode called 'Woodentop' in 1983?,['The Bill']
Complete the name of the Church of England diocese: 'Bath and .....'?,['....Bath and Wells']
The male symbol is a logo for which Car Company?,['Manx']
"""On what highway can you """"get your kicks""""?""",['Route 66']
Which island produces Marsala wines?,['Sicily']
Who opened the Sydney Opera House in 1973,['Danish architect Jørn Utzon']
"What red fruit-juice-based drink whose name alludes to energy was first produced by John Noel Nichols in Manchester, 1908?",['Niche']
"""Which company uses the advertising slogan """"Every Little Helps""""?""",['I am not familiar with the expression. Help me out here a little bit!']
"Staten Island, New York, is at the mouth of which river?","[""New York City's Port Authority""]"
What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?,['Sam Weller']
"""Which game has been played in England since Tudor Times, with the earliest reference being in 1744 in """"A Little Pretty Pocketbook"""" where it is called Baseball?""",['Bowling']
"In the NATO alphabet, what word is used to denote the letter N?",['November']
Who composed the 'War Requiem'?,['Britten']
Which book begins 'When he was nearly thirteen my brother Jem got his arm badly broken'?,"[""In which German mountain village is the 'German Eiffel Tower' (TV Tower)?""]"
What was the terrorist group responsible for the 1972 Munich Olympic massacre of Israeli athletes?,['Black September group']
What sort of creature is a Pacific Sea Wasp?,['Bee']
"Who, during a radio microphone test in 1984 said, 'I just signed legislation which outlaws Russia forever The bombing begins in five minutes?",['Ronald Reagan']
Two golfers have won the Open Championship in consecutive years since 2000. One is Tiger Woods. Which Irishman is the other?,['Padraig Harrington']
Which South African fast bowler had the nickname White Lightning,['Allan Donald']
The 2002 film ‘We Were Soldiers’ is set in which war?,['Vietnam War']
Which group released an album in 1986 entitled ‘The Queen is Dead’?,['The Smiths']
During the Falklands War which ship was the British flagship?,['The HMS Hermes']
What is the name of the fictional motor racing circuit in the children’s television series ‘Roary the Racing Car’?,['Circuit 500']
What dance craze was named after a city in South Carolina?,['Charleston (dance)']
"What British sitcom that aired from 1979 to 1981 in the UK, starred Penelope Keith and Peter Bowles?",['Kings In The North']
Which doctor - an eternal optimist – features in Voltaire’s Candide?,['Doctor Pangloss']
"""What was the Scopes """"monkey trial"""" really about?""",['Monkey Trials (Scopes)']
Which Nobel-prize winning Russian writer died on August 3rd 2008?,"['The Master and Margarita, Fyodor Dostoevsky, Bulgakov, Mikhail Bulgakov']"
"""What film, released in 2000, is the story of Gilbert and Sullivan's first production of """"The Mikado""""?""","['""The Mikado"" (film)']"
A Malamute is what type of animal?,['Breed of dogs']
Babel Fish is an icon/metaphor/brand for instantaneous what?,['simultaneous oral translation']
Which King did Guy Fawkes attempt to kill with his gunpowder plot?,['James I of England']
Philippa of Hainault was the wife of which English monarch?,['Edward III of England']
In which city was Wolfgang Amadeus Mozart born in 1756?,['Salzburg']
The letters PS underneath a triangle containing the number 6 indicates that an item is made from which plastic?,['PolyStyrene']
What sport is played by the Cincinnati Bengals,['American football']
"""Which American country singer, the younger sister of singer Loretta Lynn, had 18 #1 country hits during the 1970s and 1980s, and is best known for a series of country-pop crossover hits including """"Don't It Make My Brown Eyes Blue""""?""",['Crystal Gayle']
"In the British military, a bombadier is equivalent to which other rank?",['Bombardier']
In what year was the Magna Carta signed,['1215']
"In January 2010, who became the first mother to win the Australian Open Tennis Championships since Evonne Goolagong in the 1970's?",['Tennis: Australian Open']
"August 14, 1951 saw the death of the man on whom the movie Citizen Kane was based. Who was it?",['Charles Foster Kane']
"By whatname are the four novels of Paul Scott best known, the last of which is entitled A Division of Spoils ?",['Raj Quartet']
"""Which comedian said, """"Marriage is a wonderful invention, but then again, so is the bicycle repair kit""""?""",['Billy Connolly']
Who was the only female candidate in the 2010 Labour leadership contest?,['Yvette Cooper']
What is the nickname of Sheffield United,['Blades']
"What is the climate change agreement aimed at stabilizing greenhouse gas levels in the atmosphere, named after the Japanese city in which participating nations agreed its framework in 1997?",['Kyoto Protocol']
Haematoma and Ecchymosis are medical terms which more commonly are called a?,['Bruise']
"The Philippines has 7,107 islands, which other Asian country is an archipelago of 17,504 islands?",['Indonesia']
"OJ presenter Stephen Fry stepped down earlier this year, who has replaced him, she is currently filming the latest series?",['Mel Giedroyc']
"Where is the giant copper statue of a man, woman and child, known as the African Renaissance monument, that was unveiled in April 2010?",['South Africa']
Miss Lemon is what detectives confidential secretary?,['Miss Lemon']
"With a motto of Always Ready, Always There, what US military branch had it's founding on Dec 14, 1636?",['Aerospace']
The laburnum tree has what colour flowers?,['FLOWER']
"Which fruit did Nell Gwynn, mistress of King Charles II, sell in Drury Lane?",['Cherries']
