question,answer
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",['nervous system']
Organisms that live deep in the ocean must be able to withstand what?,"['temperature, salinity, pressure']"
"Circulating the air prevents ethylene from accumulating, and carbon dioxide inhibits synthesis of new what?",['glycerol']
A vapor light produces visible light by what process?,['electron diffusion']
What causes symptoms associated with sickle-cell disease?,['sickle-cell trait']
What is needed for a person to be affected by an autosomal dominant disorder?,['chromosome abnormalities']
Paracrine signals move by what method through the extracellular matrix?,"['mechanical diffusion of charged particles, electric charge, electrostatic force']"
About how tall can mid-ocean ridges be?,"['5,000-10,000 feet']"
Hertz proved that what type of waves travel at the speed of light?,['wavelength']
Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?,['photosynthesis']
Type 1 diabetes and gigantism are examples of what type of disorder?,['polyglutamine']
"Meiosis is part of the process of gametogenesis, which is the production of what?",['egg']
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",['filter the blood']
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,"['individual charge, capacity, and voltage']"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,"['dissolved oxygen, molecular oxygen, carbon dioxide']"
What does the ovule mature into after double fertilization?,['oocyte']
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",['endodermis']
Which two major innovations allowed seed plants to reproduce in the absence of water?,['germination and fertilization the latter by the action of two genetic programs']
"Fahrenheit, celsius, and kelvin are all units which measure what?",['heat radiation']
What patterns in trees can be used to determine its age?,['can form from seedlings']
What are the two types of digestive systems invertebrates may have?,['digestive tract']
Potassium hydroxide in soap is an example of what?,['hygroscopic material']
Reptiles are described by what term that means their internal temperature depends on the temperature of their environment?,['ectotherm']
What are solids with high melting and boiling points?,['ice']
What record provides evidence that new species develop to fill the habitats where old species lived following a mass extinction?,['genetic variation']
What is a thin membrane stretched tight across the end of the ear canal that vibrates when sound waves strike it?,['ear drum membrane']
What is it called when sound is reflected off an object?,['refraction']
What is the name for the energy waves that radiate out from the center of an earthquake?,['seismic waves']
"Ice cores, varves and what else indicate the environmental conditions at the time of their creation?",['isotope ratio']
What indicates the speed at which a reaction proceeds?,['ionization']
What is the term for air moving over earth’s surface?,['air turbulence']
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as what?,['larva/pupae']
Non-human organisms that mainly consume plants/other primary producers are known as what?,"['algae, mosses, vascular plants, and other primary producers']"
Vertebrata are characterized by the presence of what?,['cell membrane']
What is a form of cell division in prokaryotic organisms that produces identical offspring?,['mitosis']
In what form is atmospheric sulfur found?,['in the air']
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",['multicellular organism']
What do astronomers term the stretching of space that causes the distance between galaxies to increase?,['redshift']
The softer connective tissue that fills the interior of most bone is referred to as what?,['bone']
Humans are among the most versatile of mammals with what type of diet?,['omnivore']
"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",['fungus']
"After coming apart from the crystal, the individual ions are then surrounded by solvent particles in a process called what?",['diffusion']
What are atoms with unstable nuclei are considered to be?,['open sphere; protons in two nuclei; electrons in two nuclei']
What results from uncontrolled cell division?,['cellular proliferation']
Ac is better than dc for doing what?,['doing math']
What chemical signals in plants control different processes?,['photosynthesis and photosynthesis control how plants grow']
What is the phenotypic range of a particular genotype called?,['polymorphism']
The left atrium receives oxygen-rich blood from which organs?,['liver and kidneys']
What does the gradient of bicoid protein determine?,['pH range']
What form the skeletons of most organic molecules?,['spheres or crystals']
What soil is common in deciduous forests?,['peat']
What branch of science explains much of what you observe and do in your daily life?,['biology ADVANCED: Your current experience with the universe is based around what? ASSISTANT: physics ADVANCED: What has had the greatest impact on your outlook and perspective? ASSISTANT: evolution']
"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",['hemoglobin']
What is the term for the force that a magnet exerts on certain materials?,['Lorentz force']
"In weather terms, what do you call the boundary between two air masses?",['thunderstorm']
The relationship between a nucleotide codon and its corresponding amino acid is called what?,['codon']
Haversian canals contain blood vessels and what else?,['blood vessels']
What is a vector quantity with the same direction as the force called?,['velocity']
What is the second largest class of elements?,['minerals are made of a few of the elements']
A fuel cell is a galvanic cell that requires a constant external supply of what?,['electricity']
"What ingredient has been used in brewing, winemaking and baking for thousands of years?",['yeast']
What are groups of stars called that are smaller than a galaxy?,['dwarf galaxies']
What process done by bacteria makes them important producers in aquatic ecosystems?,['metabolism']
"Horny ridges on the jaws serve the same function as what, for turtles?",['bone ridge']
What makes marginal lands unsuitable for farming?,['lack of soil']
Exons are cut out before what leaves the nucleus?,['nucleus']
What is the term for a series of biochemical reactions by which an organism converts a given reactant to a specific end product?,['covalent conjugation']
Silver is an example of a mineral containing only one kind of what?,['silver ions']
What can we learn about a wave by finding the product of the wavelength and frequency?,['frequency']
"What leaves behind crescent-shaped scars on a hillside and  may be caused by a layer of slippery, wet clay underneath the rock and soil on a hillside?",['slush']
What anatomical feature is shared by all chordates?,['skeleton']
Where is energy stored in a chemical substance?,['electrons']
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",['axonal transport']
"The three parts of the human small intestine is the duodenum, jejunum, and what?",['alimentary tract']
Telomerase is typically active in germ cells and adult what?,['telomeres']
Where do short period comets come from?,['nebula']
"What living creatures comprise the ""rainforests of the oceans""?","['plants, animals']"
The main shaft of the penis is covered by relatively thick what?,['skin']
The energy required to remove an electron from a gaseous atom is called?,['ionization']
The muscular layer is much thicker in which ventricle of the heart?,['aortic capillary network']
What geologic era is also known as the age of mammals?,['Archaean']
Where fossils of the genus eomaia found?,['ocean']
What happens to light when it passed from air to water?,['refracted light']
What rock group offers the richest source of fossils?,['Gondwanaland']
What forms when secondary alcohols oxidize?,['hydroperoxide']
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,['unit mass']
The flower is an angiosperm structure specialized for what function?,['pollination']
Natural gas is the predominately made up of?,['hydrogen']
"In phyisics, what is considered to be the rotational version of force?",['centrifugal force']
What occurs when competing species evolve different adaptations?,['competition']
What formula  shows only the kinds and numbers of atoms in a molecule?,['periodic formula']
What are the two terms that designate how well aqueous solutions conduct electricity?,['solution conductor']
The hypothalamus in vertebrates integrates what two systems?,['electrical and hormonal']
Reversible reactions are indicated by what kinds of arrows?,['arrows']
The pressure inside a container is dependent on the amount of what inside the container?,['volume the weight in kilograms']
Hypersection by an endocrine gland is often caused by what?,['endocrine']
What is the term for the multi-phase process in which the nucleus of the cell divides?,['mitosis']
"Besides the size of their crystals, how are igneous rocks grouped?",['pyroclastic']
"Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?",['double slit experiment']
What do ecosystems absorb on the earth?,['water']
"When resources are limited, populations exhibit what type of growth?",['proliferation']
"The tibia is the larger, weight-bearing bone located on the medial side of the leg. the fibula is the slender bone of the lateral side of the leg and does not do what?",['protect']
What type of lens is thicker at the edges than it is in the middle?,['apochromatic']
Chelicerae in spiders are often modified into fangs that perform what function?,['defensive purpose']
"If a lump of clay is dropped into water, what will occur?","[""it'll turn into the next color you pick""]"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,['ion diffusion']
What determines how long a planet's orbit is around the sun?,['gravity']
Which membranous organelles in a cell sequence enzyme and electron molecules for efficient cellular respiration?,['endoplasmic reticulum']
What are classified by climatic factors and types of primary producers?,"['planktonous algae, zooplankton, phytoplankton, algae, red algae']"
What do voltmeters measure across a resistor?,['a difference in potential across a pair of wires']
Carnivores that eat herbivores are what kind of consumers?,['herbivores']
What type of climate does the coast of california have?,['hot and dry']
Corrosion is usually defined as the degradation of metals due to what?,['electrostatic force']
"In physics, when one subtracts the frictional force from the applied force what is the result?",['distance contraction']
What is the most important source of electromagnetic radiation on earth?,['X-rays']
"The three main body segments of an arthropod are head, thorax, and what?",['body segments']
Plants go through seasonal changes after detecting differences in what?,['light in the form of photosynthesis']
How do multicellular organisms grow in size?,['through budding']
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",['organelle']
"Three body segments, a hard exoskeleton, and jointed appendages are features of what invertebrate group, which includes spider and insects?",['arthropods']
