question,answer
What is the minimum number of darts a person needs to throw to complete a leg from 501?,['3 darts?']
Redfoo and Sky Blu were members of which electronic rock band?,['LMFAO']
What was created by the Lateran Treaty of 1929?,['Vatican City']
What is the capital of Guyana?,['What is the capital of Guyana?']
What is the title of the 1944 film starring Barbara Stanwyck as the wife who seduces an insurance salesman into killing her husband?,['Double Indemnity']
Who was the first person in the bible to get drunk?,"['In the Bible, Noah']"
What name is given to the open carts used during the French Revolution to transport the condemned to the guillotine?,"[""'Dans le Char'""]"
Who was famous for popularising the 'little black dress' in the 1920s?,['Coco channel']
Whose armies were defeated at the Battle of Waterloo in 1815?,"[""Napoleon's""]"
"In which country was the first 24 hour race for motor cars held on a closed course, in 1907?",['French Grand Prix']
Who was the first Briton to hold a world javelin record,['Philip Craven']
A member of which profession would reside in a manse,['Minister']
"Blaze, Bubble and Shootout are all terms used in which card game?",['Poker']
The Koppen Classification System is used for classifying what?,['Climates']
What is the US word for an automotive wheel nut or the brace used to loosen/tighten one?,['The nutcracker']
"""Which pop group originally called """"Garden Wall"""" changed their name when it was said they were """"Born"""" their first top ten hit was """"Follow you Follow me"""" in 1978?""",['Born in a Garden Wall']
Calvados apple brandy is traditionally produced in which country?,['Calvados']
English novelist Barbara McCorquodale was better known by what name?,['Barbara Hicks']
What is the name of the short bar with weights at each end that is sometimes used by bodybuilders?,['The EZ-Bar']
Which real life astronaut was played by Tom Hanks in the film 'Apollo 13'?,['James Lovell']
Whose alter ego is Sasha Fierce?,['Lady Gaga']
"In Edwin Landseer's painting, 'Dignity and Impudence', what kind of creatures are depicted?","['Two bulldogs, and a terrier?']"
In which river is the Boulder Dam?,['Colorado']
What does the Latin term compos mentis mean?,['In Sound Mind']
A gymnophobia sufferer fears what?,['Being undressed']
Sei Shonagon was a Japanese court lady who served the Empress Teishi around the year 1000 AD and who is best known as the author of which book of courtly observations and musings?,['The Pillow Book']
Who wrote the original novel 'The Phantom of the Opera' in 1910?,['Gaston Leroux']
What strife-torn country's Football Association was suspended by FIFA due to interference by its government?,['Zimbabwe FIFA']
Bran Castle that is located on the border between Transylvania and Wallachia in Romania is marketed as the home of which sinister figure?,['The bloodthirsty count Dracula']
The OK Corral is in which US town?,['OK']
Pulex irritans is the Latin name for which insect?,['Bedbug']
Which April fool's joke did Richard Dimbleby report on in 1957?,['Spaghetti grown on trees']
Who wrote the 1951 novel ‘The Caine Mutiny’?,['Herman Wouk']
Simon Legree is the villain in which famous novel?,"[""Uncle Tom's Cabin""]"
"Which order of insects includes the true flies, mosquitoes, gnats and midges?",['Diptera']
Which US President was given the nickname the ‘Great Engineer’?,['Benjamin Harrison']
Canuck is a nickname for someone from what country?,['Canada']
An oropendola is what type of creature?,['Songbird']
"""The 1902 guitar composition """"Gran Vals"""" by the Spanish composer Francisco Tárrega would have remained obscure but for corporate executive Anssi Vanjoki selecting it for something in 1993. How do millions of people recognize it now?""",['Nokia N91']
The discovery of what in Australia in February 1851 is traditionally attributed to Edward Hammond Hargraves?,['Opium']
Name the trademarked bass-frequency cinematic effect developed by Cerwin-Vega and Universal Studios initially for the 1974 film Earthquake?,['Herdom']
Who is the female presenter of the Channel 4 quiz show '1001 things you should know'?,['Melanie Sykes']
"In May, in which US state were three kidnapped women discovered and freed?",['Ohio']
"Which creature is mythically said to sing before it dies, hence an expression for a grand final performance before retirement?",['Swan song']
"Which British paralympian swimmer won 2 gold, a silver and a bronze in the 2012 Para Olympics?",['S9-10']
What nationality is singer Vanessa Paradis,['PARAFORD']
"""The Tiergarten, German for """"Animal Garden"""", is the name of both a park and a locality in which city?""",['Tiergarten Berlin']
What is Robin Williams character called in Good Morning Vietnam?,['Haley']
Who plays 'Hannibal Smith' in the 2010 film 'The A- Team'?,['Liam Neeson']
Which King of England sold Dunkirk to Louis XIV of France?,['I have detected a large quantity of uncertainty in your speech']
Who was head of the Gestapo from1936?,['Heinrich Müller']
"""What sport is featured in """"Invictus"""", a 2009 film directed by Clint Eastwood?""","['The 2009 film ""Invictus"" is a docudrama about the South African team that won the 1995 Rugby World Cup. Its title is derived from the William Ernest Henley poem of the same name.']"
"When suffix letters were first used on British car registration plates the letter was used for a calendar year, later, to suit the car industry, the letter changed on August 1 each year, which letter was consequently used for only seven months?",['D']
In which English county was Henry 1st born?,['Nestoric']
The dotterel belongs to which family of birds?,['Dotterel']
"""Sportscaster Jack Brickhouse who once said """"Any team can have a bad century"""" provided play-by-play coverage of what American major league team's games from 1948 to 1981?""",['Chicagoland Cubs']
Of which organ is otitis an inflammation ?,['The eardrum']
"In humans, a hemispherectomy is the removal of half of the what?",['Cerebellum']
Which group had a hit album titled Breakfast In America,['Supertramp']
On which river are the Victoria Falls?,['Zambesi River']
What holiday is particularly associated with Morris Dancing?,"[""Whos' the Daddy?""]"
Cagliari is the capital of which island?,['Castles of the Tyrrhenian Sea']
"The Bell Rock Lighthouse, said to be the oldest surviving offshore lighthouse in the world, lies off the coast of which European country?",['Scotland']
"Fidel Castro, former President of Cuba, ordered which board game to be destroyed when he took power?",['Monopoly']
"In the International Radio Alphabet, how many are traditional male given names",['FIFE']
"Name Microsoft's hands-free gaming system launched in June 2010, a made-up word alluding to joining?",['Kinect']
"In 2002, Chechen terrorists took more than 700 people as hostages in Moscow, what type of building were they in?",['Theatre']
Rolls Royce dashboards are traditionally finished in the veneer of which type of wood?,['Mahogany']
In which English county is the town of Oswestry?,['ISO 3166-2:GB-WS']
In the George Orwell novel ‘Animal Farm’ who is the owner of Foxwood Farm?,['Mr Frederick']
What is the name of the strait between New Guinea and the Australian mainland?,['Torres']
Astrophobia is the fear of what?,['Astrophobia']
Who played the part of Dr Mark Sloan in the TV series Diagnosis Murder?,['Jack the ripper']
Thanatology is the scientific study of what?,['DEATH (Thana)']
"What is the name of the Japanese dish of bite-sized pieces of raw fish served with dipping sauces, vegetables and wasabi?","['Sashimi ASSISTANT: Chicken or fish, depending on your preference']"
In which country will the 2019 Rugby Union World Cup be played?,['Japan']
Who had an 80s No 1 hit with Hold On To The Nights?,['The First Greatest Hits Collection']
"In the famous story by Robert Louis Stevenson, what is Dr Jeckyll’s Christian name?",['Dr. Henry']
Which London Underground rail line was nicknamed the ‘Twopenny Tube’ for its flat fare?,['Metropolitan']
What colour ink was traditionally used by Roman emperors to sign important documents?,['Purple']
Alphabetically which is the last book of the Old Testament?,['Book of Malachi']
"Messina, founded by ancient Greeks, site of a 1908 seismic disaster, is the main port of which island?",['Sicily']
"Who created St Trinians, a fictional girls' boarding school, the subject of 8 books and 7 films between 1954 and 2009?",['Ronald Searle']
"An economic recession that repeats soon, prior to recovery, is called a 'Double (what?) Recession'? Dip; Blip; Trouble; Bubble or Whammy?",['Whammy']
"Which media mogul married actress Jane Fonda in 1991, the marriage ending in divorce ten years later?",['Ted Turner']
Andrew Lloyd Webber and Tim Rice first worked together on which musical?,['The Likes of Us']
In which Joan Crawford Oscar winning film did the eponymous heroine run a successful restaurant?,"['Joan Crawford, Oscar-winning films']"
What was the title of Status Quo's first UK No. 1 hit?,['Big Spender']
"Who first identified and isolated nucleic acids, the precursor to identifying DNA?",['F.A. Giesel']
"Planchet was the servant of which of the Three Musketeers, by Alexandre Dumas?",['Planchet (French-Juifs-Musketeers character)']
Which musical features the songs If I loved you and You’ll never walk alone?,['Carousel']
What did Manchester United footballer Carlos Tevez put in his mouth in celebrating a goal at Christmas 2007?,['N/a']
"Founded in London in 1844 by George Williams, which organisation was established to provide low cost housing in a safe environment?",['YWCA']
"What film production company was named after brothers Harry (born Hirsz), Albert (born Aaron), Sam (born Szmul), and Jack (born Itzhak)?",['Warner Brothers']
For which team did Babe Ruth blast his last Major League home run?,['Braves']
What word is used to describe the process of giving birth by animals such as dogs and wolves?,['Parturition']
Once the longest street in the world Yonge (pronounced Young) Street has its southern end in which city? The ice hockey Hall of Fame stands on a corner with Front Street.,['T.O. THE PEOPLE OF THE UNITED NATIONS VS ALBERT EINSTEIN: Who do you work for? ALBERT EINSTEIN: International Committee Of The Red Cross UN']
"Riff, Bernado and Joyboy are all characters in which musical?",['Bernardo (character)']
Which tree has the Lath name Taxus?,['The yew']
What trade did both Dick Turpin and Butch Cassidy follow?,['Horse Thievery']
What is the imperial distance of a marathon race?,['㎞']
"David Jason starred as Inspector Frost, but who played his boss Superintendent Norman Mullet?","['In the TV series Frost, it was David Ashton who played Frost’s boss, Norman Mullett.']"
Giallo is Italian for which colour?,['Saffron']
"If all the elements in the periodic table were placed in alphabetical order, which would be the first listed that is represented by a single letter symbol?",['Hydrogen']
Who was US President immediately before and after Benjamin Harrison?,['Grover Cleveland']
"What Australian weekly magazine founded by two Sydney journalists, J.F. Archibald and John Haynes, which first appeared on 31 January 1880, ceased publication on 23 January 2008?",['Lone Gunmen (X-Files)']
Which European town gave its name to a Treaty which symbolizes closer economic links between European countries?,['Schengen']
"What Greek mythological figure, who apparently cut quite the figure, was doomed to waste away staring at his own reflection?",['Narcissus']
"""Who was """"the maid of Orleans""""?""",['Joan of Arc']
Which musical instrument did the Lemon Pipers sing about,['Bells']
"The technical Hawaiian-English word 'aa', commonly the first two-letter word in a dictionary, refers to?",['Hawaiian Volcanic Rock']
In which month of the year does pheasant shooting legally begin?,['Glorious 12th']
"What battle cry of Richard I at the Battle of Gisors in 1198 was adopted as the motto of the arms of England where, except for changes during the reigns of Elizabeth I, Anne and William III, it has been since 1340?",['Ich Dien']
"What fictional creatures eat 7 meals a day, including second breakfast and elevenses?",['Dwarves']
In which European city was the 1968 Eurovision Song Contest held?,['Nicosia']
The ‘La Scala Opera House’ is in which European city?,['Milan']
Who founded the 'Quakers' in the 17th century?,['George Fox']
Which builder of steam engines formed a successful partnership with Matthew Boulton?,['Steam-Engineer and Foundryist']
Which American president was assassinated by Charles Guiteau in 1881?,['President Garfield James']
What play written in 1902 by J. M. Barrie reverses the rankings of the classes in British society when aristocrats and servants are shipwrecked on a deserted tropical island?,['The Admirab']
On which West Indian island did the Calypso originate?,['Trinidad']
What does a manometer measure?,['Pressure or vacuum']
Which is the smallest marine mammal?,['Pygmy sperm']
What 3-word phrase used to denote unexplored territories derives from the medieval practice of putting sea serpents in uncharted areas of maps?,['Hic Sunt Dracones']
Which famous fishing town of east Scotland lies roughly half-way between Montrose and Dundee?,['Arbroath']
What African animal is known for laughing?,['Bafana Bafana']
Which US President was the last to have been born in the nineteenth century?,['William McKinley (29 January 1843 – 14 September 1901)']
Why was Korean short-track speedskater Kim Dong-Sung disqualified from the men's 1500 metre final at the 2000 Olympics?,['He collided with a competitor.']
Alan Greenspan was the head of which US government department from 1987 to 2006?,['The Fed']
"Which Spaniard, from 1518, overcame Montezuma, captured Mexico City and became Governor-General of much of Mexico?",['Hernando Cortes']
"""Which American President used the slogan: """"It's the economy, stupid"""" for his presidential campaign?""",['William Jefferson Clinton']
"In the human body, which pigment is primarily responsible for the colour of skin?",['Epithelial tissue']
"What is the originally north African dish made of coursely ground wheat whose Arabic name, kaskasa, means 'to pound'?",['Couscous']
Justine Thornton is the fiancee of which politician?,['Ed Balls']
James Gandolfini plays the sadistic military prison commandant Colonel Winter in which 2001 film starring Robert Redford?,['The Last Castle']
A polygraph is more popularly called a?,['lie detector']
"What was the name of George Stephenson's first railway locomotive, built in 1814?",['Blutch']
Which word begining with V describes the type of image formed when light is reflected from a plane mirror?,['Virtual image']
"On a standard dartboard, which number lies between 12 and 20?",['18 (darts)']
The towns of Bangor and Carrickfergus lie on opposite shores of which Lough in Northern Ireland?,['Connard of Cork']
Which former Soviet republic is the largest land-locked county in the world?,['Kazakhstan']
Which Rugby League team plays home games at Derwent Park?,['St Marys College']
‘Impossible is nothing’ is the motto of which sportswear company?,['Adidas']
What colour is the square (which contains a white star) on the flag of Chile?,['White']
How many faces has an icosahedron?,['20']
What kind of creature is Firenze?,['Horse-centaur']
Who painted ‘Le dejeuner sur I’herbe’ in 1863?,['PABLO']
Which English monarch was the last to be born in France?,['Henry III']
Aconcagua is the highest mountain in which mountain range?,['The Andes']
"Which star in the constellation of Ophiuchus, is just under six light years away and the fifth closest star to Earth?",['Trappist-1']
Holy Roman Emperor Charles VI created which principality in 1719?,"['The Kingdom of Serbs, Croats and Slovenes']"
What was the Russian City of Nizhny Novgorod called between 1932 and 1990?,['Gorod Gorki']
"In Wagner's opera 'Das Rheingold', what was the name of the dwarf who stole the gold from the 'Rhine Maidens'?",['Alberich']
Who replaced Iraqi President Ahmed Hassan al-Bakr in July 1979?,['Ali Salih Said Ahmed']
"What are Merapi in Indonesia, Rabaul in Papua New Guinea and Ruapehu in New Zealand?",['Active volcanoes']
"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",['King George IV']
In which present day African nation are the Amhara and Oromo peoples to be found?,['Ethiopia']
Which British sausage is traditionally sold in a coil?,['Cumberland']
What movie featured a cute Mogwai that looked like a Furby?,['Gremlins 3']
Who was the first man to walk on the Moon?,['㋁']
"""What philosopher said """"God is dead""""?""",['Friedrich Nietzsche']
"""Who wrote the 1993 Booker Prize winning novel """"Paddy Clarke Ha Ha Ha""""?""","[""Ardal O'Hanlon""]"
'Roquefort Cheese' is made from what sort of milk?,['Ewes milk']
"In 'Moh's Scale' of hardness, Talc is at number 1, but what is number 2?",['Calcium carbonate']
"The dance fitness programme, the Zumba, originated in which country?",['CZER']
On a clothing label a cross through what shape means 'Do Not Dry Clean'?,['Tilde ~']
If you had two eight enders in one bonspiel what are you playing,['48 ender']
On which river is the city of Ely,['Ouse']
Who was the Poet Laureate at the time of the Coronation of Queen Elizabeth II?,['John Masefield']
Which is the only Semitic language that is an official language of the EU?,['Maltese']
The roller coaster ride called Rita is located at which English theme park?,['Thorpe Park (Hertfordshire)']
"Which country occupying 47% of South America has states including Amazonas, Sao Paulo, Bahia and Para?",['Brasil']
"With a surface area of 56km2, which Scottish loch is, in terms of surface area, the second largest inland body of water in Great Britain?",['Lomond of the Loch-Lomond']
What does Mexican Coke have that American Coke doesn't?,['High- fructose corn syrup.']
What instrument was originally called the trompette-saicueboute?,['Trumpet']
"Which London river, now flowing underground, rises in Hampstead, flows through St. Pancras, down Farringdon Street and enters the Thames by Blackfriars Bridge?",['Slang name for a river that runs']
If I Were A Rich Man Was a big hit from which stage show?,['Fiddler on the Roof']
Mrs. O’Leary’s cow is credited with starting what?,['Great Chicago Fire']
"Monterrey, Puebla and Toluca are cities in which country?",['Mexico']
Who commissioned the Domesday Book?,['William I of England']
'The Birth Of Venus' is probably the most famous work of which Renaissance painter?,['Sandro Botticelli']
"In golf, the holing of a ball directly from a bunker is known as a ‘Golden ‘what’?",['Shot']
The male symbol is a logo for which Car Company?,['Aston Martin']
Which Bourbon whiskey was named in 1933 after the American Colonel who rebuilt the business following the end of Prohibition?,['Suntory Pepper']
"What Seattle Weekly cartoonist was forced to go into hiding last week after major asshat imam Anwar al-Awlaki issued a fatwa suggesting she be killed for her ""Everybody Draw Muhammed Day""?","[""Matt Groening's Space""]"
"Until the introduction of the Euro, what is the unit of currency in Austria?",['Euro']
The wonderfully named district of Hhohho is in which continent?,['SAN']
"Which bird is the symbol of the Durrell Wildlife Conservation Trust, which began its overseas work in Mauritius in 1970?",['White breasted kingfisher']
Which singer released the albums Honky Chateau in 1972 and Sleeping with the Past in 1989?,['Diana Keaton']
"Bernard, Deadeye, Orville and Madame Medusa are all characters in which Disney filmn",['The Rescuers Down Under']
Prince Charles founded what organisation in 1976 to help young employed people?,"[""The Prince's Trust ASSISTANT: The Prince’s Trust""]"
"""The song """"Have yourself a merry little Christmas"""" comes from which musical?""","['Meet Me in Saint Louis (""""Have Yourself a Merry Little Christmas"""")']"
Iodine is added to table salt to prevent what?,"['Goitre (Deficiency of iodine gives rise to this, where the thyroid gland is enlarged in an attempt to maximise production of hormones)']"
Which British king married Mary of Teck?,['George the 5th']
The Humber bridge forms part of which A road?,['A15']
Who was the driver of the limousine at the time of Diana Princess of Wales' death?,['Henri Paul']
What was the name of the oil company was founded by John D. Rockefeller in 1870?,"['Standard, Oil Company']"
"The New Zealand government proposes to create a 620,000 sq km Ocean Sanctuary in 2016 round what island or islands?","['The Campbell and Auckland Islands, also known as Aorangi Islands']"
Which Gilbert and Sullivan opera has the alternative title 'The Lass that Loved a Sailor'?,['H.M.S. Pinafore']
Hidrosis is the medical term for which bodily function?,['Sweating']
Who in January 2015 became the Church of England’s first female bishop?,['Libby Davies']
In which country is the volcano Mount Meager?,['Meager']
What is Kenny's last name on the animated TV series South Park?,['Broflovski']
What is 505 in Roman numerals?,['D']
"What were invented by Adolf Fick in 1887 and, while being to all intents and purposes invisible, are used worldwide by an estimated 125 million people?",['Contact Lens']
Which London residential suburb is the site of Lord’s Cricket Ground?,['Lord’s']
"""Which American legal TV drama-comedy (2004 to 2008), a spin-off of """"The Practice"""", followed the exploits of attorneys at Crane, Poole & Schmidt?""",['Bull']
What nationality was the tennis player Judy Teggart who lost to Billie Jean King in the 1968 Ladies Single Final at Wimbledon?,['Northern Irish']
The Hel Peninsula is part of which European country?,['Russia']
"The Treaty of Fontainebleau, signed on 11 April 1814 by representatives of France, Austria, Hungary, Bohemia, Russia, and Prussia, had a marked effect on the personal life of whom?",['George IV of the United Kingdom']
Three what feature on the insignia or badge of the abortive Apollo 13 lunar misson?,['Number of crew members']
What carries the blood flow of the human body from the periphery to the right side of the heart?,['The PULMUM']
Which French author wrote the fairy tales ‘Little Red Riding Hood’ ‘Sleeping Beauty’ and ‘Puss in Boots’?,['Charles Perrault']
On which island are the Cuillin Hills?,['Skye']
Which controversial mogul/celebrity/politician demanded a ban on all Muslims entering the USA in 2015?,['Donald John Trump']
"Who directed the 1949 film, 'The Third Man'?",['Carlo Ponti']
Who composed the 1965 choral work Chichester Psalms?,['Leonard Bernstein']
What is Africa's most populated country?,['Population']
"From the Latin for argentum, which element, with an atomic number of 47, uses the symbol Ag?",['Argent (Metal)']
"Dassault, Embraer, Grob, and Sino Swearingen are makers of which high-end transport?",['Very Light Jet']
In which castle is Shakespeare's' Hamlet' set?,['Kronborg']
What major river flows through Paris?,['River Seine']
Who played 'Callan' in the TV series of the same name?,['Jimmy Callan']
Where would you find 'Timbuktu?,['in Mali']
The Siege Perilous was a vacant seat at what?,['Round table']
Who has been announced as the next presenter of QI?,['Sandi Toksvig']
What was the profession of Paul Strand (1890 - 1976)?,['Photographer']
Nguyen Tan Dung became Prime Minister of which country in June 2006?,['緒 稟']
"“And Another Thing...” by Eoin Colfer, published in 2009, eight years after the death of the author of the first five, is described as the sixth in which trilogy of books?","[""A Hitchhiker's Guide to the Galaxy""]"
In which country were the 1948 Winter Olympics held?,['Sankt-Moritz']
What kind of clouds produce a ’Mackeral Sky’?,['Noctilucent clouds or Night-shining clouds']
"The Asian Tsunami or Boxing day tsunami that hit Thailand, Indonesia and many other countries happened in what year?",['2004']
"""What is the longest running emergency medical drama series in the world, and the second-longest-running medical drama in the world behind America's """"General Hospital""""?""",['Emmerdale Farm']
Which hit making pop group played the backing for the Everley Brothers 'Til I Kissed You,['The Eagles']
Which drink did The Spice Girls promote?,['Vauxhall Corsa']
What was the nationality of composer Frederic Chopin?,['Polish']
"Set up in 1954 as a merger of smaller groups, the Front de Libration Nationale fought a war for independence from France until 1962, when the French government signed a cease-fire agreement. The FLN became the only legal party in which country?",['Algeria']
Who is universally accepted to be the first Roman Emperor (27bc),['Dictator Julius Caesar']
Creme Anglaise is the French version of which English dessert item?,['Custard']
River Phoenix died during the making of which movie?,['Eternal']
Frank Sinatra would have celebrated which birthday in 2015?,['99th.']
"What is the title of The Beatles first feature film, released in 1964?","[""A Hard Day's Night (film)""]"
"""Which island is/was politically divided by the """"Attilla Line""""?""",['Cyprus']
At which British golf course could you find yourself in Hell Bunker,['Sunningdale']
"In our solar system, which is the sixth planet from the sun?",['The goddess of the sun']
Which whale (not James) is most commonly known as the Singing Whale?,['Sperm whale']
The Four Horsemen of the Apocalypse are described in which book of the New Testament?,['Opening of the Seven Seals']
The adjective “buccal” refers to which part of the body?,['The cheek']
Which fictional/historical character owned a dog called 'Cabal' (or Cavall)?,"[""Cabal Cravens (Jonathan Swift's Gulliver's Travels)""]"
Who is the only British Olympian to have won three successive Olympic gold medals,['Chris Hoy']
In which city was Michael Jackson born?,['HLFW']
"In which country did Queen Isabella secure the throne when her opponents (Carlists) were defeated in 1868, following a civil war between those who wanted a king and those who wanted a queen?",['Spain']
Which playing card is called the curse of Scotland,['Club']
Which US city was named after a British Prime Minister?,['Frederick Augustus Washington Bacon']
"Runner Caster Semenya, the subject of extensive press coverage after gender testing following her win in the women's 800m at Berlin in August 2009, was from which country?",['She is from South Africa.']
Which mountain overlooks Rio De Janeiro and its harbour?,['Pico da Tijuca']
